time,region_id,year_id,rainfall_mm,seasonal_rainfall_variability,temperature_max_c,temperature_min_c,temperature_mean_c,relative_humidity_percent,wind_speed_ms,solar_radiation_mjm2day,evapotranspiration_et0_mmday,evapotranspiration_etc_mmday,updated_at
2022-02-06,3,2022,2.6,Low,27.4,15.6,21.5,70.0,3.54,22.31,6.54,6.54,2022-02-06 02:00:00
2022-02-07,3,2022,0.1,Low,28.9,16.6,22.7,69.0,3.76,20.78,6.24,6.24,2022-02-07 02:00:00
2022-02-08,3,2022,0.5,Low,27.5,15.2,21.3,61.0,2.91,20.6,6.06,6.06,2022-02-08 02:00:00
2022-02-09,3,2022,2.9,Low,30.2,17.4,23.8,68.0,2.87,21.29,6.47,6.47,2022-02-09 02:00:00
2022-02-10,3,2022,0.8,Low,29.9,18.6,24.3,74.0,3.09,20.97,6.39,6.39,2022-02-10 02:00:00
2022-02-11,3,2022,1.8,Low,30.7,15.4,23.1,76.0,3.29,19.75,5.91,5.91,2022-02-11 02:00:00
2022-02-12,3,2022,1.4,Low,28.2,17.7,22.9,69.0,1.97,20.48,6.11,6.11,2022-02-12 02:00:00
2022-02-13,3,2022,0.4,Low,27.9,16.2,22.1,69.0,3.45,22.67,6.71,6.71,2022-02-13 02:00:00
2022-02-14,3,2022,1.0,Low,29.0,14.6,21.8,70.0,3.12,20.68,6.1,6.1,2022-02-14 02:00:00
2022-02-15,3,2022,0.1,Low,29.0,17.1,23.1,74.0,2.89,22.1,6.6,6.6,2022-02-15 02:00:00
2022-02-16,3,2022,3.3,Low,29.6,17.0,23.3,72.0,2.5,19.33,5.81,5.81,2022-02-16 02:00:00
2022-02-17,3,2022,1.4,Low,29.7,16.4,23.0,71.0,4.18,20.69,6.24,6.24,2022-02-17 02:00:00
2022-02-18,3,2022,0.1,Low,29.2,16.2,22.7,68.0,3.03,20.16,6.04,6.04,2022-02-18 02:00:00
2022-02-19,3,2022,0.3,Low,27.1,16.7,21.9,74.0,2.56,20.87,6.12,6.12,2022-02-19 02:00:00
2022-02-20,3,2022,2.2,Low,29.1,15.2,22.1,71.0,2.29,21.39,6.3,6.3,2022-02-20 02:00:00
2022-02-21,3,2022,2.7,Low,27.9,16.6,22.2,70.0,3.01,22.02,6.52,6.52,2022-02-21 02:00:00
2022-02-22,3,2022,0.6,Low,28.2,16.9,22.5,69.0,3.23,20.58,6.15,6.15,2022-02-22 02:00:00
2022-02-23,3,2022,0.6,Low,29.3,15.4,22.3,69.0,2.97,19.07,5.68,5.68,2022-02-23 02:00:00
2022-02-24,3,2022,4.2,Low,29.0,15.9,22.4,69.0,2.6,19.94,5.93,5.93,2022-02-24 02:00:00
2022-02-25,3,2022,2.5,Low,29.8,15.7,22.7,65.0,2.95,22.03,6.6,6.6,2022-02-25 02:00:00
2022-02-26,3,2022,6.2,Low,27.5,16.1,21.8,72.0,2.72,21.07,6.19,6.19,2022-02-26 02:00:00
2022-02-27,3,2022,0.5,Low,30.9,16.6,23.7,69.0,3.44,20.48,6.24,6.24,2022-02-27 02:00:00
2022-02-28,3,2022,0.0,Low,26.8,15.8,21.3,74.0,2.6,21.66,6.28,6.28,2022-02-28 02:00:00
2022-03-01,3,2022,0.3,Low,28.7,15.8,22.3,73.0,3.45,19.9,5.91,5.91,2022-03-01 02:00:00
2022-03-02,3,2022,4.0,Low,30.0,16.6,23.3,76.0,2.96,20.9,6.26,6.26,2022-03-02 02:00:00
2022-03-03,3,2022,0.7,Low,31.5,16.1,23.8,67.0,2.85,21.8,6.62,6.62,2022-03-03 02:00:00
2022-03-04,3,2022,0.0,Low,27.9,16.8,22.3,68.0,3.2,21.47,6.39,6.39,2022-03-04 02:00:00
2022-03-05,3,2022,0.3,Low,28.0,15.0,21.5,67.0,2.73,21.91,6.42,6.42,2022-03-05 02:00:00
2022-03-06,3,2022,0.6,Low,28.8,17.9,23.3,67.0,3.29,20.9,6.33,6.33,2022-03-06 02:00:00
2022-03-07,3,2022,1.5,Low,28.6,16.1,22.4,70.0,3.1,22.78,6.76,6.76,2022-03-07 02:00:00
2022-03-08,3,2022,1.2,Low,29.5,16.8,23.1,66.0,3.07,22.13,6.67,6.67,2022-03-08 02:00:00
2022-03-09,3,2022,2.2,Low,29.2,16.9,23.1,65.0,2.5,21.05,6.33,6.33,2022-03-09 02:00:00
2022-03-10,3,2022,2.4,Low,28.7,14.9,21.8,71.0,3.04,21.08,6.2,6.2,2022-03-10 02:00:00
2022-03-11,3,2022,3.3,Low,27.8,16.4,22.1,70.0,3.06,22.7,6.7,6.7,2022-03-11 02:00:00
2022-03-12,3,2022,4.2,Low,27.9,17.5,22.7,68.0,2.59,20.87,6.23,6.23,2022-03-12 02:00:00
2022-03-13,3,2022,0.0,Low,30.5,16.3,23.4,75.0,2.48,21.64,6.48,6.48,2022-03-13 02:00:00
2022-03-14,3,2022,1.2,Low,28.8,14.8,21.8,74.0,3.41,22.08,6.48,6.48,2022-03-14 02:00:00
2022-03-15,3,2022,4.6,Low,28.5,16.4,22.5,65.0,3.16,22.36,6.67,6.67,2022-03-15 02:00:00
2022-03-16,3,2022,1.6,Low,28.8,17.7,23.3,73.0,3.27,20.84,6.27,6.27,2022-03-16 02:00:00
2022-03-17,3,2022,0.4,Low,29.7,15.7,22.7,71.0,2.45,22.18,6.59,6.59,2022-03-17 02:00:00
2022-03-18,3,2022,1.6,Low,28.1,16.5,22.3,72.0,3.6,20.25,6.02,6.02,2022-03-18 02:00:00
2022-03-19,3,2022,3.2,Low,31.6,15.4,23.5,72.0,3.23,21.44,6.47,6.47,2022-03-19 02:00:00
2022-03-20,3,2022,0.9,Low,27.5,17.1,22.3,72.0,2.73,21.66,6.41,6.41,2022-03-20 02:00:00
2022-03-21,3,2022,0.0,Low,29.0,17.3,23.1,72.0,3.15,21.29,6.39,6.39,2022-03-21 02:00:00
2022-03-22,3,2022,0.8,Low,28.8,15.5,22.2,71.0,2.81,23.22,6.85,6.85,2022-03-22 02:00:00
2022-03-23,3,2022,6.0,Low,29.1,16.9,23.0,70.0,3.35,19.51,5.88,5.88,2022-03-23 02:00:00
2022-03-24,3,2022,0.6,Low,28.8,15.7,22.3,66.0,3.46,20.11,6.01,6.01,2022-03-24 02:00:00
2022-03-25,3,2022,2.1,Low,28.6,15.5,22.1,63.0,3.23,20.76,6.19,6.19,2022-03-25 02:00:00
2022-03-26,3,2022,0.2,Low,30.2,16.5,23.4,69.0,2.8,20.15,6.08,6.08,2022-03-26 02:00:00
2022-03-27,3,2022,2.4,Low,29.4,16.4,22.9,67.0,2.48,22.25,6.65,6.65,2022-03-27 02:00:00
2022-03-28,3,2022,0.8,Low,28.5,16.3,22.4,73.0,3.19,22.06,6.54,6.54,2022-03-28 02:00:00
2022-03-29,3,2022,0.7,Low,28.0,17.2,22.6,66.0,2.41,21.89,6.52,6.52,2022-03-29 02:00:00
2022-03-30,3,2022,0.6,Low,31.5,15.1,23.3,70.0,3.23,22.08,6.65,6.65,2022-03-30 02:00:00
2022-03-31,3,2022,0.6,Low,28.8,17.1,23.0,69.0,3.18,22.67,6.79,6.79,2022-03-31 02:00:00
2022-04-01,3,2022,0.5,Low,29.9,16.6,23.3,75.0,2.49,23.32,6.96,6.96,2022-04-01 02:00:00
2022-04-02,3,2022,2.2,Low,29.9,16.4,23.1,72.0,3.76,22.32,6.7,6.7,2022-04-02 02:00:00
2022-04-03,3,2022,4.6,Low,28.0,16.3,22.2,72.0,3.13,23.19,6.84,6.84,2022-04-03 02:00:00
2022-04-04,3,2022,0.2,Low,28.0,16.7,22.3,68.0,2.17,20.45,6.06,6.06,2022-04-04 02:00:00
2022-04-05,3,2022,2.1,Low,29.3,16.3,22.8,72.0,3.62,21.39,6.41,6.41,2022-04-05 02:00:00
2022-04-06,3,2022,0.2,Low,31.3,16.8,24.0,68.0,3.74,22.16,6.78,6.78,2022-04-06 02:00:00
2022-04-07,3,2022,0.0,Low,30.0,15.6,22.8,69.0,2.61,20.21,6.04,6.04,2022-04-07 02:00:00
2022-04-08,3,2022,0.7,Low,28.5,17.7,23.1,62.0,2.23,22.62,6.8,6.8,2022-04-08 02:00:00
2022-04-09,3,2022,0.5,Low,28.4,17.5,23.0,70.0,3.36,22.63,6.79,6.79,2022-04-09 02:00:00
2022-04-10,3,2022,0.1,Low,28.2,16.3,22.2,70.0,3.33,22.73,6.74,6.74,2022-04-10 02:00:00
2022-04-11,3,2022,0.0,Low,28.7,15.6,22.1,64.0,2.66,21.85,6.48,6.48,2022-04-11 02:00:00
2022-04-12,3,2022,2.6,Low,27.7,17.2,22.4,65.0,3.53,22.65,6.77,6.77,2022-04-12 02:00:00
2022-04-13,3,2022,0.0,Low,28.0,16.3,22.1,67.0,2.99,21.74,6.45,6.45,2022-04-13 02:00:00
2022-04-14,3,2022,4.0,Low,27.4,16.9,22.2,66.0,2.52,21.13,6.26,6.26,2022-04-14 02:00:00
2022-04-15,3,2022,7.0,Low,28.6,16.3,22.4,69.0,3.41,21.55,6.43,6.43,2022-04-15 02:00:00
2022-04-16,3,2022,5.1,Low,29.6,15.8,22.7,66.0,3.86,21.17,6.37,6.37,2022-04-16 02:00:00
2022-04-17,3,2022,1.6,Low,29.5,16.9,23.2,67.0,3.5,21.81,6.59,6.59,2022-04-17 02:00:00
2022-04-18,3,2022,1.4,Low,29.0,15.0,22.0,65.0,3.78,20.67,6.16,6.16,2022-04-18 02:00:00
2022-04-19,3,2022,1.4,Low,29.1,17.5,23.3,62.0,2.83,22.05,6.67,6.67,2022-04-19 02:00:00
2022-04-20,3,2022,0.0,Low,29.1,16.9,23.0,69.0,2.93,22.47,6.73,6.73,2022-04-20 02:00:00
2022-04-21,3,2022,0.6,Low,30.4,17.0,23.7,64.0,3.16,21.29,6.49,6.49,2022-04-21 02:00:00
2022-04-22,3,2022,1.3,Low,30.5,16.7,23.6,74.0,2.91,22.47,6.76,6.76,2022-04-22 02:00:00
2022-04-23,3,2022,0.9,Low,28.6,16.0,22.3,72.0,2.99,22.31,6.6,6.6,2022-04-23 02:00:00
2022-04-24,3,2022,0.1,Low,30.8,15.4,23.1,70.0,2.92,22.16,6.64,6.64,2022-04-24 02:00:00
2022-04-25,3,2022,0.4,Low,29.2,18.0,23.6,68.0,3.03,21.54,6.53,6.53,2022-04-25 02:00:00
2022-04-26,3,2022,0.6,Low,28.3,16.1,22.2,68.0,2.27,21.3,6.29,6.29,2022-04-26 02:00:00
2022-04-27,3,2022,0.7,Low,31.2,17.2,24.2,70.0,2.66,21.75,6.62,6.62,2022-04-27 02:00:00
2022-04-28,3,2022,0.5,Low,28.1,16.5,22.3,66.0,3.04,20.74,6.17,6.17,2022-04-28 02:00:00
2022-04-29,3,2022,0.4,Low,30.5,16.4,23.5,61.0,3.17,20.81,6.34,6.34,2022-04-29 02:00:00
2022-04-30,3,2022,0.1,Low,30.1,15.5,22.8,69.0,3.16,21.69,6.5,6.5,2022-04-30 02:00:00
2022-05-01,3,2022,1.0,Low,28.1,16.6,22.3,67.0,2.54,20.36,6.05,6.05,2022-05-01 02:00:00
2022-05-02,3,2022,0.7,Moderate,28.7,17.4,23.1,66.0,3.14,23.81,7.15,7.15,2022-05-02 02:00:00
2022-05-03,3,2022,0.9,Moderate,28.7,16.7,22.7,67.0,2.84,22.39,6.68,6.68,2022-05-03 02:00:00
2022-05-04,3,2022,0.8,Moderate,29.1,16.5,22.8,66.0,3.4,22.73,6.82,6.82,2022-05-04 02:00:00
2022-05-05,3,2022,0.6,Moderate,29.3,16.7,23.0,62.0,3.33,21.74,6.57,6.57,2022-05-05 02:00:00
2022-05-06,3,2022,1.4,Moderate,29.8,16.1,22.9,72.0,3.15,23.02,6.87,6.87,2022-05-06 02:00:00
2022-05-07,3,2022,0.4,Moderate,31.5,15.4,23.4,65.0,3.33,21.56,6.54,6.54,2022-05-07 02:00:00
2022-05-08,3,2022,0.7,Moderate,30.5,15.1,22.8,67.0,3.28,22.45,6.73,6.73,2022-05-08 02:00:00
2022-05-09,3,2022,0.8,Moderate,27.7,17.2,22.5,68.0,3.26,22.02,6.56,6.56,2022-05-09 02:00:00
2022-05-10,3,2022,1.8,Moderate,30.7,17.6,24.1,67.0,2.55,21.67,6.61,6.61,2022-05-10 02:00:00
2022-05-11,3,2022,0.0,Moderate,30.0,17.0,23.5,67.0,3.57,23.02,6.98,6.98,2022-05-11 02:00:00
2022-05-12,3,2022,2.9,Moderate,30.6,18.7,24.7,65.0,3.14,21.8,6.73,6.73,2022-05-12 02:00:00
2022-05-13,3,2022,1.2,Moderate,30.0,15.7,22.9,64.0,2.64,23.09,6.91,6.91,2022-05-13 02:00:00
2022-05-14,3,2022,0.9,Moderate,29.1,16.5,22.8,65.0,3.19,24.57,7.35,7.35,2022-05-14 02:00:00
2022-05-15,3,2022,0.9,Moderate,28.8,17.1,23.0,65.0,2.82,20.93,6.29,6.29,2022-05-15 02:00:00
2022-05-16,3,2022,12.2,Moderate,32.7,17.1,24.9,69.0,3.05,19.67,6.08,6.08,2022-05-16 02:00:00
2022-05-17,3,2022,1.3,Moderate,29.3,17.3,23.3,71.0,3.28,21.76,6.55,6.55,2022-05-17 02:00:00
2022-05-18,3,2022,1.2,Moderate,27.4,16.5,22.0,69.0,3.02,23.26,6.85,6.85,2022-05-18 02:00:00
2022-05-19,3,2022,2.9,Moderate,30.5,17.5,24.0,72.0,3.33,22.05,6.71,6.71,2022-05-19 02:00:00
2022-05-20,3,2022,4.3,Moderate,30.3,16.1,23.2,70.0,2.63,21.01,6.31,6.31,2022-05-20 02:00:00
2022-05-21,3,2022,1.6,Moderate,28.0,17.0,22.5,71.0,3.21,22.51,6.69,6.69,2022-05-21 02:00:00
2022-05-22,3,2022,1.3,Moderate,29.7,17.0,23.3,69.0,3.06,22.13,6.67,6.67,2022-05-22 02:00:00
2022-05-23,3,2022,1.7,Moderate,30.0,16.1,23.0,70.0,2.54,23.7,7.08,7.08,2022-05-23 02:00:00
2022-05-24,3,2022,5.4,Moderate,31.4,15.9,23.7,65.0,2.95,22.01,6.68,6.68,2022-05-24 02:00:00
2022-05-25,3,2022,0.4,Moderate,31.3,17.5,24.4,68.0,3.52,22.3,6.85,6.85,2022-05-25 02:00:00
2022-05-26,3,2022,4.6,Moderate,30.0,17.8,23.9,74.0,3.05,21.08,6.38,6.38,2022-05-26 02:00:00
2022-05-27,3,2022,5.7,Moderate,30.7,17.2,24.0,66.0,3.55,22.47,6.87,6.87,2022-05-27 02:00:00
2022-05-28,3,2022,0.0,Moderate,30.8,18.1,24.5,63.0,2.69,22.73,6.98,6.98,2022-05-28 02:00:00
2022-05-29,3,2022,2.2,Moderate,30.4,16.2,23.3,68.0,3.3,21.23,6.42,6.42,2022-05-29 02:00:00
2022-05-30,3,2022,0.0,Moderate,31.0,16.9,24.0,64.0,2.56,21.43,6.53,6.53,2022-05-30 02:00:00
2022-05-31,3,2022,1.2,Moderate,28.6,17.5,23.0,68.0,2.29,23.1,6.9,6.9,2022-05-31 02:00:00
2022-06-01,3,2022,5.3,Moderate,29.3,17.9,23.6,65.0,3.07,23.05,6.99,6.99,2022-06-01 02:00:00
2022-06-02,3,2022,0.0,Moderate,30.1,15.5,22.8,70.0,3.25,23.62,7.05,7.05,2022-06-02 02:00:00
2022-06-03,3,2022,4.2,Moderate,28.9,17.2,23.1,70.0,2.95,22.52,6.75,6.75,2022-06-03 02:00:00
2022-06-04,3,2022,7.2,Moderate,29.9,16.4,23.1,68.0,3.65,21.23,6.41,6.41,2022-06-04 02:00:00
2022-06-05,3,2022,2.1,Moderate,30.6,14.3,22.4,66.0,2.47,22.78,6.76,6.76,2022-06-05 02:00:00
2022-06-06,3,2022,0.0,Moderate,29.2,16.8,23.0,68.0,2.48,21.01,6.29,6.29,2022-06-06 02:00:00
2022-06-07,3,2022,0.1,Moderate,29.8,17.3,23.6,69.0,2.57,23.19,6.99,6.99,2022-06-07 02:00:00
2022-06-08,3,2022,2.6,Moderate,29.7,17.6,23.7,63.0,2.34,22.74,6.88,6.88,2022-06-08 02:00:00
2022-06-09,3,2022,0.7,Moderate,29.1,17.0,23.1,70.0,3.26,21.89,6.58,6.58,2022-06-09 02:00:00
2022-06-10,3,2022,0.8,Moderate,31.7,17.6,24.6,66.0,3.28,22.28,6.87,6.87,2022-06-10 02:00:00
2022-06-11,3,2022,0.0,Moderate,30.7,17.9,24.3,64.0,2.9,22.4,6.86,6.86,2022-06-11 02:00:00
2022-06-12,3,2022,1.9,Moderate,30.4,16.7,23.6,67.0,3.32,23.25,7.05,7.05,2022-06-12 02:00:00
2022-06-13,3,2022,0.0,Moderate,30.8,17.8,24.3,67.0,2.94,23.57,7.2,7.2,2022-06-13 02:00:00
2022-06-14,3,2022,0.7,Moderate,30.4,18.1,24.2,71.0,2.85,23.96,7.28,7.28,2022-06-14 02:00:00
2022-06-15,3,2022,4.3,Moderate,30.4,16.2,23.3,66.0,2.74,21.1,6.36,6.36,2022-06-15 02:00:00
2022-06-16,3,2022,1.0,Moderate,31.1,17.1,24.1,68.0,3.4,22.56,6.89,6.89,2022-06-16 02:00:00
2022-06-17,3,2022,0.0,Moderate,29.5,16.7,23.1,70.0,2.34,22.71,6.79,6.79,2022-06-17 02:00:00
2022-06-18,3,2022,0.8,Moderate,30.1,18.3,24.2,71.0,2.97,24.54,7.46,7.46,2022-06-18 02:00:00
2022-06-19,3,2022,0.0,Moderate,31.2,17.5,24.4,62.0,2.63,21.75,6.68,6.68,2022-06-19 02:00:00
2022-06-20,3,2022,0.5,Moderate,30.4,18.3,24.3,66.0,2.43,23.04,7.03,7.03,2022-06-20 02:00:00
2022-06-21,3,2022,0.7,Moderate,30.2,18.7,24.5,71.0,2.61,23.5,7.16,7.16,2022-06-21 02:00:00
2022-06-22,3,2022,0.0,Moderate,32.5,16.7,24.6,66.0,3.25,22.64,6.97,6.97,2022-06-22 02:00:00
2022-06-23,3,2022,0.1,Moderate,30.9,17.3,24.1,66.0,2.81,21.99,6.71,6.71,2022-06-23 02:00:00
2022-06-24,3,2022,0.5,Moderate,30.0,17.7,23.8,64.0,3.48,20.59,6.31,6.31,2022-06-24 02:00:00
2022-06-25,3,2022,1.8,Moderate,30.7,17.1,23.9,66.0,3.03,24.55,7.45,7.45,2022-06-25 02:00:00
2022-06-26,3,2022,2.4,Moderate,30.2,18.0,24.1,68.0,2.79,23.12,7.04,7.04,2022-06-26 02:00:00
2022-06-27,3,2022,1.7,Moderate,30.1,15.6,22.8,67.0,3.18,22.87,6.85,6.85,2022-06-27 02:00:00
2022-06-28,3,2022,0.3,Moderate,30.7,18.6,24.6,68.0,3.52,22.88,7.04,7.04,2022-06-28 02:00:00
2022-06-29,3,2022,2.3,Moderate,30.2,16.4,23.3,70.0,2.74,23.22,6.97,6.97,2022-06-29 02:00:00
2022-06-30,3,2022,2.0,Moderate,31.7,17.0,24.3,64.0,2.82,22.47,6.89,6.89,2022-06-30 02:00:00
2022-07-01,3,2022,0.1,Moderate,29.2,16.6,22.9,72.0,3.14,23.62,7.04,7.04,2022-07-01 02:00:00
2022-07-02,3,2022,0.0,Moderate,31.1,17.8,24.5,71.0,3.49,23.31,7.14,7.14,2022-07-02 02:00:00
2022-07-03,3,2022,0.1,Moderate,30.4,16.3,23.4,72.0,2.43,22.17,6.65,6.65,2022-07-03 02:00:00
2022-07-04,3,2022,1.5,Moderate,30.8,18.0,24.4,64.0,3.08,23.04,7.07,7.07,2022-07-04 02:00:00
2022-07-05,3,2022,0.6,Moderate,31.6,18.7,25.1,64.0,2.7,22.53,6.98,6.98,2022-07-05 02:00:00
2022-07-06,3,2022,1.0,Moderate,30.2,17.9,24.0,60.0,3.64,23.61,7.26,7.26,2022-07-06 02:00:00
2022-07-07,3,2022,0.7,Moderate,30.8,16.7,23.7,65.0,3.01,23.24,7.06,7.06,2022-07-07 02:00:00
2022-07-08,3,2022,0.3,Moderate,29.6,16.9,23.3,65.0,3.23,23.04,6.96,6.96,2022-07-08 02:00:00
2022-07-09,3,2022,9.2,Moderate,30.5,16.4,23.5,67.0,2.8,23.69,7.15,7.15,2022-07-09 02:00:00
2022-07-10,3,2022,0.2,Moderate,31.0,17.7,24.4,62.0,2.98,21.47,6.61,6.61,2022-07-10 02:00:00
2022-07-11,3,2022,2.9,Moderate,29.7,16.8,23.3,69.0,3.03,23.16,6.96,6.96,2022-07-11 02:00:00
2022-07-12,3,2022,0.0,Moderate,31.9,18.5,25.2,72.0,3.7,21.64,6.7,6.7,2022-07-12 02:00:00
2022-07-13,3,2022,0.0,Moderate,29.9,17.8,23.9,68.0,3.18,22.64,6.88,6.88,2022-07-13 02:00:00
2022-07-14,3,2022,0.0,Moderate,31.2,15.5,23.4,66.0,2.39,23.95,7.2,7.2,2022-07-14 02:00:00
2022-07-15,3,2022,0.0,Moderate,31.1,19.6,25.3,68.0,3.19,22.64,7.03,7.03,2022-07-15 02:00:00
2022-07-16,3,2022,3.3,Moderate,32.2,17.0,24.6,64.0,2.94,23.86,7.33,7.33,2022-07-16 02:00:00
2022-07-17,3,2022,2.8,Moderate,30.7,17.0,23.8,67.0,3.28,21.83,6.65,6.65,2022-07-17 02:00:00
2022-07-18,3,2022,4.2,Moderate,29.9,18.2,24.1,67.0,3.67,20.22,6.21,6.21,2022-07-18 02:00:00
2022-07-19,3,2022,0.1,Moderate,29.4,16.8,23.1,65.0,3.25,23.55,7.09,7.09,2022-07-19 02:00:00
2022-07-20,3,2022,0.0,Moderate,29.7,17.2,23.5,64.0,3.57,21.67,6.6,6.6,2022-07-20 02:00:00
2022-07-21,3,2022,4.7,Moderate,30.9,17.0,24.0,69.0,2.98,20.8,6.33,6.33,2022-07-21 02:00:00
2022-07-22,3,2022,0.0,Moderate,29.1,17.2,23.2,65.0,3.79,22.68,6.87,6.87,2022-07-22 02:00:00
2022-07-23,3,2022,0.7,Moderate,30.4,17.9,24.2,68.0,2.61,22.9,6.97,6.97,2022-07-23 02:00:00
2022-07-24,3,2022,1.7,Moderate,31.3,18.3,24.8,67.0,2.93,22.93,7.06,7.06,2022-07-24 02:00:00
2022-07-25,3,2022,0.0,Moderate,29.7,16.9,23.3,69.0,3.62,23.23,7.0,7.0,2022-07-25 02:00:00
2022-07-26,3,2022,0.9,Moderate,32.0,17.5,24.7,65.0,3.1,21.88,6.75,6.75,2022-07-26 02:00:00
2022-07-27,3,2022,0.5,Moderate,30.0,17.4,23.7,63.0,3.04,22.04,6.71,6.71,2022-07-27 02:00:00
2022-07-28,3,2022,0.0,Moderate,32.9,17.2,25.1,62.0,2.85,23.13,7.17,7.17,2022-07-28 02:00:00
2022-07-29,3,2022,8.1,Moderate,28.4,16.9,22.7,67.0,3.14,23.87,7.12,7.12,2022-07-29 02:00:00
2022-07-30,3,2022,1.7,Moderate,30.0,17.4,23.7,69.0,3.28,22.94,6.95,6.95,2022-07-30 02:00:00
2022-07-31,3,2022,4.1,Moderate,29.3,17.8,23.5,67.0,3.25,25.21,7.62,7.62,2022-07-31 02:00:00
2022-08-01,3,2022,2.0,Moderate,30.0,17.1,23.6,69.0,3.37,22.05,6.68,6.68,2022-08-01 02:00:00
2022-08-02,3,2022,1.4,Moderate,31.6,16.3,24.0,72.0,2.94,21.38,6.49,6.49,2022-08-02 02:00:00
2022-08-03,3,2022,0.0,Moderate,29.3,18.7,24.0,64.0,3.13,22.73,6.94,6.94,2022-08-03 02:00:00
2022-08-04,3,2022,2.0,Moderate,29.2,18.4,23.8,63.0,2.99,22.62,6.89,6.89,2022-08-04 02:00:00
2022-08-05,3,2022,0.0,Moderate,30.5,18.2,24.4,65.0,3.18,24.89,7.62,7.62,2022-08-05 02:00:00
2022-08-06,3,2022,3.6,Moderate,31.7,17.9,24.8,63.0,3.07,22.16,6.86,6.86,2022-08-06 02:00:00
2022-08-07,3,2022,4.9,Moderate,29.3,17.8,23.5,67.0,3.26,23.61,7.14,7.14,2022-08-07 02:00:00
2022-08-08,3,2022,3.8,Moderate,31.6,17.3,24.4,67.0,3.35,24.0,7.36,7.36,2022-08-08 02:00:00
2022-08-09,3,2022,1.3,Moderate,31.6,17.2,24.4,59.0,3.7,22.85,7.08,7.08,2022-08-09 02:00:00
2022-08-10,3,2022,0.0,Moderate,31.3,16.6,24.0,70.0,2.67,22.36,6.78,6.78,2022-08-10 02:00:00
2022-08-11,3,2022,0.0,Moderate,30.4,17.1,23.7,67.0,3.62,22.99,6.99,6.99,2022-08-11 02:00:00
2022-08-12,3,2022,0.3,Moderate,30.7,18.4,24.6,67.0,3.57,22.94,7.06,7.06,2022-08-12 02:00:00
2022-08-13,3,2022,0.6,Moderate,31.0,17.1,24.0,68.0,2.85,23.81,7.23,7.23,2022-08-13 02:00:00
2022-08-14,3,2022,4.2,Moderate,32.2,17.6,24.9,65.0,2.97,22.9,7.07,7.07,2022-08-14 02:00:00
2022-08-15,3,2022,0.0,Moderate,31.5,19.0,25.3,67.0,2.67,22.82,7.06,7.06,2022-08-15 02:00:00
2022-08-16,3,2022,0.1,Moderate,31.3,19.1,25.2,65.0,3.22,22.61,7.03,7.03,2022-08-16 02:00:00
2022-08-17,3,2022,1.0,Moderate,28.7,16.5,22.6,60.0,3.14,24.27,7.27,7.27,2022-08-17 02:00:00
2022-08-18,3,2022,0.5,Moderate,31.3,18.0,24.6,60.0,2.78,24.92,7.67,7.67,2022-08-18 02:00:00
2022-08-19,3,2022,0.0,Moderate,31.4,18.2,24.8,62.0,2.83,23.02,7.11,7.11,2022-08-19 02:00:00
2022-08-20,3,2022,0.0,Moderate,32.0,17.3,24.7,64.0,3.52,23.08,7.14,7.14,2022-08-20 02:00:00
2022-08-21,3,2022,2.0,Moderate,30.3,15.5,22.9,67.0,2.33,21.46,6.41,6.41,2022-08-21 02:00:00
2022-08-22,3,2022,0.9,Moderate,31.3,18.1,24.7,59.0,3.6,23.23,7.22,7.22,2022-08-22 02:00:00
2022-08-23,3,2022,1.2,Moderate,32.6,16.9,24.8,64.0,4.17,24.26,7.52,7.52,2022-08-23 02:00:00
2022-08-24,3,2022,0.0,Moderate,30.9,17.4,24.2,63.0,2.93,23.93,7.31,7.31,2022-08-24 02:00:00
2022-08-25,3,2022,0.8,Moderate,32.7,17.8,25.2,67.0,2.89,22.47,6.97,6.97,2022-08-25 02:00:00
2022-08-26,3,2022,0.0,Moderate,32.5,18.0,25.2,61.0,2.66,23.49,7.29,7.29,2022-08-26 02:00:00
2022-08-27,3,2022,0.5,Moderate,30.5,17.8,24.1,61.0,2.88,24.77,7.57,7.57,2022-08-27 02:00:00
2022-08-28,3,2022,1.0,Moderate,31.7,18.8,25.2,65.0,3.91,24.27,7.56,7.56,2022-08-28 02:00:00
2022-08-29,3,2022,0.4,Moderate,32.5,18.4,25.4,63.0,3.01,23.32,7.27,7.27,2022-08-29 02:00:00
2022-08-30,3,2022,2.8,High,31.7,18.6,25.1,58.0,2.45,22.68,7.05,7.05,2022-08-30 02:00:00
2022-08-31,3,2022,0.1,High,31.0,16.7,23.8,64.0,3.38,20.82,6.38,6.38,2022-08-31 02:00:00
2022-09-01,3,2022,0.0,High,32.4,17.3,24.9,69.0,2.78,22.97,7.06,7.06,2022-09-01 02:00:00
2022-09-02,3,2022,1.8,High,33.0,16.4,24.7,61.0,3.01,23.35,7.21,7.21,2022-09-02 02:00:00
2022-09-03,3,2022,0.6,High,31.4,18.5,25.0,64.0,3.13,24.35,7.53,7.53,2022-09-03 02:00:00
2022-09-04,3,2022,1.7,High,29.7,18.0,23.8,60.0,2.63,22.26,6.79,6.79,2022-09-04 02:00:00
2022-09-05,3,2022,0.0,High,31.9,17.2,24.5,67.0,3.44,23.08,7.1,7.1,2022-09-05 02:00:00
2022-09-06,3,2022,2.4,High,31.9,18.0,25.0,66.0,3.11,23.73,7.33,7.33,2022-09-06 02:00:00
