time,region_id,year_id,crop_id,growth_stage,crop_coefficient_kc,crop_water_requirement_mmday,yield_reduction_factor,irrigation_id,irrigation_efficiency_percent,water_applied_mm,leaf_temperature_c,stomatal_conductance,updated_at
2021-03-20,3,2021,1,Vegetative,0.74,4.68,0.552,1,71.0,1.64,30.8,0.374,2021-03-20 02:00:00
2021-03-21,3,2021,1,Vegetative,0.78,5.33,0.592,1,71.0,1.87,30.4,0.364,2021-03-21 02:00:00
2021-03-22,3,2021,1,Vegetative,0.78,4.98,0.627,1,70.0,1.74,29.7,0.398,2021-03-22 02:00:00
2021-03-23,3,2021,1,Vegetative,0.73,4.82,0.638,1,63.0,1.69,28.7,0.422,2021-03-23 02:00:00
2021-03-24,3,2021,1,Vegetative,0.79,5.29,0.676,1,64.0,1.85,31.1,0.383,2021-03-24 02:00:00
2021-03-25,3,2021,1,Vegetative,0.74,4.82,0.703,1,65.0,1.69,30.7,0.41,2021-03-25 02:00:00
2021-03-26,3,2021,1,Vegetative,0.76,4.43,0.738,1,77.0,1.55,29.8,0.446,2021-03-26 02:00:00
2021-03-27,3,2021,1,Vegetative,0.73,4.72,0.775,1,66.0,1.65,28.8,0.381,2021-03-27 02:00:00
2021-03-28,3,2021,1,Vegetative,0.73,4.57,0.749,1,68.0,1.6,28.5,0.398,2021-03-28 02:00:00
2021-03-29,3,2021,1,Vegetative,0.79,4.97,0.76,1,71.0,1.74,31.0,0.376,2021-03-29 02:00:00
2021-03-30,3,2021,1,Vegetative,0.75,4.88,0.686,1,66.0,1.71,31.4,0.43,2021-03-30 02:00:00
2021-03-31,3,2021,1,Vegetative,0.8,5.21,0.724,1,61.0,1.82,29.0,0.361,2021-03-31 02:00:00
2021-04-01,3,2021,1,Vegetative,0.75,4.95,0.754,1,68.0,1.73,32.5,0.351,2021-04-01 02:00:00
2021-04-02,3,2021,1,Vegetative,0.73,4.25,0.671,1,62.0,8.08,27.9,0.361,2021-04-02 02:00:00
2021-04-03,3,2021,1,Vegetative,0.81,5.52,0.675,1,61.0,1.93,31.7,0.384,2021-04-03 02:00:00
2021-04-04,3,2021,1,Vegetative,0.75,5.03,0.708,1,73.0,1.76,31.7,0.395,2021-04-04 02:00:00
2021-04-05,3,2021,1,Vegetative,0.73,4.76,0.718,1,65.0,1.67,29.5,0.363,2021-04-05 02:00:00
2021-04-06,3,2021,1,Vegetative,0.8,5.08,0.752,1,75.0,1.78,30.1,0.363,2021-04-06 02:00:00
2021-04-07,3,2021,1,Vegetative,0.76,5.08,0.778,1,71.0,1.78,31.4,0.368,2021-04-07 02:00:00
2021-04-08,3,2021,1,Vegetative,0.73,4.48,0.809,1,72.0,1.57,29.6,0.362,2021-04-08 02:00:00
2021-04-09,3,2021,1,Vegetative,0.8,4.8,0.838,1,64.0,1.68,31.9,0.385,2021-04-09 02:00:00
2021-04-10,3,2021,1,Vegetative,0.79,5.46,0.804,1,69.0,1.91,30.7,0.388,2021-04-10 02:00:00
2021-04-11,3,2021,1,Vegetative,0.78,5.26,0.794,1,64.0,1.84,28.8,0.38,2021-04-11 02:00:00
2021-04-12,3,2021,1,Vegetative,0.81,5.34,0.809,1,69.0,1.87,30.1,0.316,2021-04-12 02:00:00
2021-04-13,3,2021,1,Vegetative,0.77,5.01,0.77,1,65.0,1.75,29.4,0.358,2021-04-13 02:00:00
2021-04-14,3,2021,1,Vegetative,0.82,5.35,0.798,1,72.0,1.87,29.7,0.38,2021-04-14 02:00:00
2021-04-15,3,2021,1,Vegetative,0.85,6.07,0.835,1,64.0,2.12,28.7,0.359,2021-04-15 02:00:00
2021-04-16,3,2021,1,Vegetative,0.8,4.91,0.828,1,70.0,1.72,31.6,0.392,2021-04-16 02:00:00
2021-04-17,3,2021,1,Vegetative,0.78,5.17,0.84,1,71.0,1.81,31.4,0.387,2021-04-17 02:00:00
2021-04-18,3,2021,1,Vegetative,0.77,5.13,0.877,1,70.0,1.8,29.4,0.386,2021-04-18 02:00:00
2021-04-19,3,2021,1,Vegetative,0.78,4.95,0.915,1,70.0,1.73,30.9,0.418,2021-04-19 02:00:00
2021-04-20,3,2021,1,Vegetative,0.82,5.36,0.816,1,74.0,11.08,31.3,0.374,2021-04-20 02:00:00
2021-04-21,3,2021,1,Vegetative,0.73,4.91,0.855,1,73.0,1.72,30.4,0.409,2021-04-21 02:00:00
2021-04-22,3,2021,1,Vegetative,0.76,5.24,0.813,1,66.0,4.91,30.1,0.401,2021-04-22 02:00:00
2021-04-23,3,2021,1,Vegetative,0.85,5.35,0.814,1,70.0,1.87,30.3,0.394,2021-04-23 02:00:00
2021-04-24,3,2021,1,Vegetative,0.85,5.66,0.688,1,70.0,1.98,30.1,0.41,2021-04-24 02:00:00
2021-04-25,3,2021,1,Vegetative,0.78,5.69,0.73,1,71.0,1.99,30.5,0.39,2021-04-25 02:00:00
2021-04-26,3,2021,1,Vegetative,0.75,5.16,0.662,1,70.0,1.81,30.8,0.36,2021-04-26 02:00:00
2021-04-27,3,2021,1,Vegetative,0.85,5.79,0.698,1,63.0,2.03,29.2,0.364,2021-04-27 02:00:00
2021-04-28,3,2021,1,Vegetative,0.81,5.74,0.684,1,71.0,2.01,32.2,0.39,2021-04-28 02:00:00
2021-04-29,3,2021,1,Vegetative,0.72,4.74,0.72,1,72.0,1.66,32.6,0.405,2021-04-29 02:00:00
2021-04-30,3,2021,1,Vegetative,0.82,5.47,0.759,1,73.0,1.91,30.0,0.368,2021-04-30 02:00:00
2021-05-01,3,2021,1,Vegetative,0.85,5.63,0.796,1,72.0,1.97,31.1,0.373,2021-05-01 02:00:00
2021-05-02,3,2021,1,Flowering,0.82,5.51,0.697,1,73.0,10.4,30.8,0.371,2021-05-02 02:00:00
2021-05-03,3,2021,1,Flowering,0.83,5.11,0.73,1,71.0,1.79,30.1,0.355,2021-05-03 02:00:00
2021-05-04,3,2021,1,Flowering,0.8,5.38,0.691,1,65.0,1.88,31.0,0.38,2021-05-04 02:00:00
2021-05-05,3,2021,1,Flowering,0.83,5.86,0.728,1,68.0,2.05,30.6,0.409,2021-05-05 02:00:00
2021-05-06,3,2021,1,Flowering,0.84,5.73,0.595,1,74.0,11.51,33.3,0.386,2021-05-06 02:00:00
2021-05-07,3,2021,1,Flowering,0.79,5.25,0.635,1,67.0,1.84,31.4,0.372,2021-05-07 02:00:00
2021-05-08,3,2021,1,Flowering,0.83,5.64,0.65,1,60.0,1.97,30.8,0.364,2021-05-08 02:00:00
2021-05-09,3,2021,1,Flowering,0.81,5.04,0.577,1,68.0,6.59,31.0,0.337,2021-05-09 02:00:00
2021-05-10,3,2021,1,Flowering,0.84,5.62,0.587,1,68.0,1.97,30.6,0.368,2021-05-10 02:00:00
2021-05-11,3,2021,1,Flowering,0.83,5.79,0.627,1,72.0,2.03,29.7,0.393,2021-05-11 02:00:00
2021-05-12,3,2021,1,Flowering,0.75,5.21,0.535,1,69.0,1.82,32.6,0.38,2021-05-12 02:00:00
2021-05-13,3,2021,1,Flowering,0.82,5.2,0.558,1,72.0,1.82,30.4,0.359,2021-05-13 02:00:00
2021-05-14,3,2021,1,Flowering,0.88,5.77,0.585,1,75.0,2.02,30.3,0.398,2021-05-14 02:00:00
2021-05-15,3,2021,1,Flowering,0.81,5.44,0.308,1,71.0,1.9,31.6,0.364,2021-05-15 02:00:00
2021-05-16,3,2021,1,Flowering,0.85,5.81,0.331,1,64.0,2.03,30.9,0.346,2021-05-16 02:00:00
2021-05-17,3,2021,1,Flowering,0.87,5.73,0.342,1,74.0,2.01,29.7,0.377,2021-05-17 02:00:00
2021-05-18,3,2021,1,Flowering,0.86,5.88,0.37,1,75.0,2.06,31.1,0.398,2021-05-18 02:00:00
2021-05-19,3,2021,1,Flowering,0.86,5.73,0.403,1,70.0,2.01,32.5,0.366,2021-05-19 02:00:00
2021-05-20,3,2021,1,Flowering,0.78,5.07,0.441,1,64.0,1.77,31.3,0.344,2021-05-20 02:00:00
2021-05-21,3,2021,1,Flowering,0.85,5.81,0.387,1,69.0,2.03,31.1,0.346,2021-05-21 02:00:00
2021-05-22,3,2021,1,Flowering,0.9,5.84,0.34,1,76.0,7.01,32.5,0.381,2021-05-22 02:00:00
2021-05-23,3,2021,1,Flowering,0.86,5.62,0.362,1,70.0,1.97,29.9,0.345,2021-05-23 02:00:00
2021-05-24,3,2021,1,Flowering,0.81,5.52,0.379,1,77.0,1.93,31.1,0.368,2021-05-24 02:00:00
2021-05-25,3,2021,1,Flowering,0.84,5.6,0.395,1,71.0,1.96,31.7,0.35,2021-05-25 02:00:00
2021-05-26,3,2021,1,Flowering,0.86,5.59,0.418,1,69.0,1.96,31.8,0.377,2021-05-26 02:00:00
2021-05-27,3,2021,1,Flowering,0.84,5.21,0.439,1,67.0,1.82,31.2,0.355,2021-05-27 02:00:00
2021-05-28,3,2021,1,Flowering,0.84,5.32,0.438,1,69.0,1.86,31.7,0.347,2021-05-28 02:00:00
2021-05-29,3,2021,1,Flowering,0.93,5.88,0.444,1,70.0,2.06,32.2,0.379,2021-05-29 02:00:00
2021-05-30,3,2021,1,Flowering,0.84,5.58,0.438,1,68.0,1.95,32.7,0.38,2021-05-30 02:00:00
2021-05-31,3,2021,1,Flowering,0.82,5.54,0.469,1,71.0,1.94,30.8,0.362,2021-05-31 02:00:00
2021-06-01,3,2021,1,Flowering,0.85,5.26,0.426,1,70.0,1.84,29.0,0.348,2021-06-01 02:00:00
2021-06-02,3,2021,1,Flowering,0.86,6.71,0.457,1,82.0,2.35,30.1,0.388,2021-06-02 02:00:00
2021-06-03,3,2021,1,Flowering,0.84,5.85,0.495,1,65.0,2.05,30.7,0.34,2021-06-03 02:00:00
2021-06-04,3,2021,1,Flowering,0.87,6.17,0.536,1,76.0,2.16,32.8,0.374,2021-06-04 02:00:00
2021-06-05,3,2021,1,Flowering,0.84,5.75,0.577,1,74.0,2.01,31.6,0.349,2021-06-05 02:00:00
2021-06-06,3,2021,1,Flowering,0.87,5.98,0.612,1,69.0,2.09,31.1,0.37,2021-06-06 02:00:00
2021-06-07,3,2021,1,Flowering,0.85,5.37,0.646,1,71.0,1.88,30.1,0.357,2021-06-07 02:00:00
2021-06-08,3,2021,1,Flowering,0.88,5.76,0.659,1,72.0,2.02,32.6,0.354,2021-06-08 02:00:00
2021-06-09,3,2021,1,Flowering,0.83,5.38,0.697,1,71.0,1.88,29.9,0.333,2021-06-09 02:00:00
2021-06-10,3,2021,1,Flowering,0.91,6.02,0.595,1,70.0,2.11,32.6,0.356,2021-06-10 02:00:00
2021-06-11,3,2021,1,Flowering,0.89,5.91,0.624,1,66.0,2.07,29.2,0.332,2021-06-11 02:00:00
2021-06-12,3,2021,1,Flowering,0.83,5.34,0.646,1,74.0,1.87,29.2,0.329,2021-06-12 02:00:00
2021-06-13,3,2021,1,Flowering,0.88,5.87,0.61,1,79.0,2.05,31.5,0.33,2021-06-13 02:00:00
2021-06-14,3,2021,1,Flowering,0.9,6.24,0.642,1,71.0,2.18,29.8,0.346,2021-06-14 02:00:00
2021-06-15,3,2021,1,Flowering,0.84,5.33,0.66,1,75.0,1.87,31.6,0.348,2021-06-15 02:00:00
2021-06-16,3,2021,1,Flowering,0.9,6.09,0.692,1,80.0,2.13,32.2,0.391,2021-06-16 02:00:00
2021-06-17,3,2021,1,Flowering,0.9,6.03,0.712,1,75.0,2.11,32.4,0.342,2021-06-17 02:00:00
2021-06-18,3,2021,1,Flowering,0.92,6.27,0.7,1,69.0,2.19,30.6,0.351,2021-06-18 02:00:00
2021-06-19,3,2021,1,Flowering,0.9,5.69,0.739,1,68.0,1.99,32.6,0.378,2021-06-19 02:00:00
2021-06-20,3,2021,1,Flowering,0.85,6.26,0.779,1,65.0,2.19,31.5,0.37,2021-06-20 02:00:00
2021-06-21,3,2021,1,Flowering,0.93,6.15,0.806,1,76.0,2.15,32.3,0.335,2021-06-21 02:00:00
2021-06-22,3,2021,1,Flowering,0.87,6.4,0.709,1,73.0,9.98,31.6,0.318,2021-06-22 02:00:00
2021-06-23,3,2021,1,Flowering,0.88,5.82,0.685,1,73.0,5.32,31.4,0.335,2021-06-23 02:00:00
2021-06-24,3,2021,1,Flowering,0.91,6.64,0.727,1,74.0,2.32,31.7,0.326,2021-06-24 02:00:00
2021-06-25,3,2021,1,Flowering,0.93,6.29,0.732,1,74.0,2.2,33.7,0.349,2021-06-25 02:00:00
2021-06-26,3,2021,1,Flowering,0.92,6.17,0.697,1,79.0,7.16,31.5,0.316,2021-06-26 02:00:00
2021-06-27,3,2021,1,Flowering,0.91,6.1,0.696,1,75.0,2.13,33.4,0.32,2021-06-27 02:00:00
2021-06-28,3,2021,1,Flowering,0.94,6.33,0.716,1,69.0,2.22,31.8,0.334,2021-06-28 02:00:00
2021-06-29,3,2021,1,Flowering,0.88,6.24,0.743,1,70.0,2.18,30.1,0.332,2021-06-29 02:00:00
2021-06-30,3,2021,1,Flowering,0.87,5.96,0.584,1,66.0,2.09,30.2,0.352,2021-06-30 02:00:00
2021-07-01,3,2021,1,Flowering,0.9,6.74,0.628,1,69.0,2.36,32.7,0.351,2021-07-01 02:00:00
2021-07-02,3,2021,1,Grain Filling,0.87,5.91,0.668,1,68.0,2.07,31.1,0.319,2021-07-02 02:00:00
2021-07-03,3,2021,1,Grain Filling,0.93,6.37,0.703,1,68.0,2.23,32.7,0.352,2021-07-03 02:00:00
2021-07-04,3,2021,1,Grain Filling,0.94,6.76,0.706,1,78.0,2.37,34.3,0.354,2021-07-04 02:00:00
2021-07-05,3,2021,1,Grain Filling,0.87,5.99,0.739,1,69.0,2.1,31.8,0.318,2021-07-05 02:00:00
2021-07-06,3,2021,1,Grain Filling,0.9,6.52,0.782,1,74.0,2.28,33.5,0.384,2021-07-06 02:00:00
2021-07-07,3,2021,1,Grain Filling,0.93,6.24,0.811,1,75.0,2.18,34.4,0.352,2021-07-07 02:00:00
2021-07-08,3,2021,1,Grain Filling,0.96,6.76,0.755,1,71.0,2.37,31.0,0.317,2021-07-08 02:00:00
2021-07-09,3,2021,1,Grain Filling,0.94,6.62,0.797,1,73.0,2.32,31.2,0.318,2021-07-09 02:00:00
2021-07-10,3,2021,1,Grain Filling,0.92,6.0,0.799,1,67.0,2.1,32.7,0.333,2021-07-10 02:00:00
2021-07-11,3,2021,1,Grain Filling,0.91,6.2,0.839,1,73.0,2.17,31.3,0.343,2021-07-11 02:00:00
2021-07-12,3,2021,1,Grain Filling,0.95,6.37,0.799,1,75.0,2.23,31.4,0.351,2021-07-12 02:00:00
2021-07-13,3,2021,1,Grain Filling,0.88,6.74,0.752,1,77.0,2.36,31.8,0.31,2021-07-13 02:00:00
2021-07-14,3,2021,1,Grain Filling,0.91,6.34,0.671,1,75.0,10.42,33.0,0.312,2021-07-14 02:00:00
2021-07-15,3,2021,1,Grain Filling,0.94,6.7,0.694,1,71.0,2.34,31.8,0.323,2021-07-15 02:00:00
2021-07-16,3,2021,1,Grain Filling,0.9,6.2,0.719,1,76.0,2.17,32.2,0.305,2021-07-16 02:00:00
2021-07-17,3,2021,1,Grain Filling,0.93,6.08,0.754,1,67.0,2.13,31.0,0.367,2021-07-17 02:00:00
2021-07-18,3,2021,1,Grain Filling,0.91,6.52,0.782,1,74.0,2.28,32.0,0.312,2021-07-18 02:00:00
2021-07-19,3,2021,1,Grain Filling,0.94,6.56,0.8,1,76.0,2.3,30.7,0.352,2021-07-19 02:00:00
2021-07-20,3,2021,1,Grain Filling,0.91,6.76,0.84,1,73.0,2.37,34.1,0.299,2021-07-20 02:00:00
2021-07-21,3,2021,1,Grain Filling,0.97,6.94,0.859,1,82.0,2.43,31.7,0.287,2021-07-21 02:00:00
2021-07-22,3,2021,1,Grain Filling,0.95,6.25,0.878,1,81.0,2.19,32.5,0.309,2021-07-22 02:00:00
2021-07-23,3,2021,1,Grain Filling,0.96,6.42,0.899,1,73.0,2.25,31.1,0.331,2021-07-23 02:00:00
2021-07-24,3,2021,1,Grain Filling,0.94,6.61,0.779,1,77.0,11.63,30.7,0.325,2021-07-24 02:00:00
2021-07-25,3,2021,1,Grain Filling,0.89,6.13,0.811,1,75.0,2.15,32.7,0.314,2021-07-25 02:00:00
2021-07-26,3,2021,1,Grain Filling,0.94,6.58,0.806,1,74.0,2.3,34.2,0.338,2021-07-26 02:00:00
2021-07-27,3,2021,1,Grain Filling,0.9,6.11,0.827,1,71.0,2.14,32.3,0.323,2021-07-27 02:00:00
2021-07-28,3,2021,1,Grain Filling,0.93,6.3,0.775,1,73.0,2.2,35.0,0.301,2021-07-28 02:00:00
2021-07-29,3,2021,1,Grain Filling,0.92,6.79,0.776,1,75.0,2.38,30.8,0.342,2021-07-29 02:00:00
2021-07-30,3,2021,1,Grain Filling,0.97,6.91,0.81,1,72.0,2.42,32.5,0.338,2021-07-30 02:00:00
2021-07-31,3,2021,1,Grain Filling,0.94,6.86,0.854,1,82.0,2.4,34.3,0.328,2021-07-31 02:00:00
2021-08-01,3,2021,1,Grain Filling,0.95,6.48,0.892,1,78.0,2.27,33.3,0.344,2021-08-01 02:00:00
2021-08-02,3,2021,1,Grain Filling,0.93,6.69,0.917,1,77.0,2.34,32.2,0.309,2021-08-02 02:00:00
2021-08-03,3,2021,1,Grain Filling,0.95,7.02,0.917,1,81.0,2.46,32.7,0.318,2021-08-03 02:00:00
2021-08-04,3,2021,1,Grain Filling,0.95,6.59,0.886,1,77.0,6.1,33.5,0.354,2021-08-04 02:00:00
2021-08-05,3,2021,1,Grain Filling,0.93,6.55,0.917,1,78.0,2.29,31.9,0.315,2021-08-05 02:00:00
2021-08-06,3,2021,1,Grain Filling,1.01,7.01,0.902,1,75.0,2.45,31.2,0.294,2021-08-06 02:00:00
2021-08-07,3,2021,1,Grain Filling,0.89,6.64,0.839,1,76.0,2.32,33.4,0.308,2021-08-07 02:00:00
2021-08-08,3,2021,1,Grain Filling,0.98,7.23,0.877,1,72.0,2.53,32.5,0.3,2021-08-08 02:00:00
2021-08-09,3,2021,1,Grain Filling,0.89,6.65,0.745,1,77.0,8.55,33.9,0.284,2021-08-09 02:00:00
2021-08-10,3,2021,1,Grain Filling,0.99,6.94,0.756,1,71.0,2.43,33.2,0.277,2021-08-10 02:00:00
2021-08-11,3,2021,1,Grain Filling,0.94,6.67,0.764,1,77.0,2.33,31.8,0.287,2021-08-11 02:00:00
2021-08-12,3,2021,1,Grain Filling,1.0,6.91,0.804,1,71.0,2.42,31.0,0.28,2021-08-12 02:00:00
2021-08-13,3,2021,1,Grain Filling,1.0,7.52,0.786,1,74.0,2.63,30.8,0.286,2021-08-13 02:00:00
2021-08-14,3,2021,1,Grain Filling,0.92,6.52,0.711,1,75.0,9.61,31.5,0.29,2021-08-14 02:00:00
2021-08-15,3,2021,1,Grain Filling,0.93,6.44,0.744,1,70.0,2.25,32.4,0.312,2021-08-15 02:00:00
2021-08-16,3,2021,1,Grain Filling,0.96,7.16,0.787,1,78.0,2.51,31.4,0.331,2021-08-16 02:00:00
2021-08-17,3,2021,1,Grain Filling,0.98,6.73,0.815,1,78.0,2.36,33.4,0.345,2021-08-17 02:00:00
2021-08-18,3,2021,1,Grain Filling,0.93,6.64,0.839,1,73.0,2.32,30.6,0.293,2021-08-18 02:00:00
2021-08-19,3,2021,1,Grain Filling,0.92,6.79,0.878,1,79.0,2.38,34.3,0.328,2021-08-19 02:00:00
2021-08-20,3,2021,1,Grain Filling,0.97,7.05,0.914,1,75.0,2.47,31.6,0.324,2021-08-20 02:00:00
2021-08-21,3,2021,1,Grain Filling,0.95,6.69,0.917,1,75.0,2.34,31.2,0.284,2021-08-21 02:00:00
2021-08-22,3,2021,1,Grain Filling,0.93,6.55,0.909,1,78.0,2.29,33.3,0.323,2021-08-22 02:00:00
2021-08-23,3,2021,1,Grain Filling,0.95,6.89,0.917,1,75.0,2.41,31.3,0.271,2021-08-23 02:00:00
2021-08-24,3,2021,1,Grain Filling,0.99,7.44,0.917,1,76.0,2.6,32.0,0.342,2021-08-24 02:00:00
2021-08-25,3,2021,1,Grain Filling,0.99,7.79,0.908,1,77.0,2.73,32.3,0.295,2021-08-25 02:00:00
2021-08-26,3,2021,1,Grain Filling,0.96,7.25,0.917,1,72.0,2.54,33.2,0.314,2021-08-26 02:00:00
2021-08-27,3,2021,1,Grain Filling,0.99,6.99,0.917,1,77.0,2.45,33.4,0.318,2021-08-27 02:00:00
2021-08-28,3,2021,1,Grain Filling,0.97,7.04,0.917,1,76.0,2.46,33.6,0.317,2021-08-28 02:00:00
2021-08-29,3,2021,1,Grain Filling,1.02,7.25,0.86,1,75.0,2.54,30.5,0.304,2021-08-29 02:00:00
2021-08-30,3,2021,1,Grain Filling,1.0,7.39,0.898,1,76.0,2.59,31.2,0.305,2021-08-30 02:00:00
2021-08-31,3,2021,1,Grain Filling,0.96,6.83,0.801,1,75.0,10.9,33.5,0.281,2021-08-31 02:00:00
2021-09-01,3,2021,1,Grain Filling,0.98,6.69,0.841,1,77.0,2.34,31.9,0.331,2021-09-01 02:00:00
2021-09-02,3,2021,1,Grain Filling,0.99,7.43,0.84,1,76.0,2.6,35.1,0.308,2021-09-02 02:00:00
2021-09-03,3,2021,1,Grain Filling,0.97,6.8,0.705,1,74.0,2.38,33.5,0.283,2021-09-03 02:00:00
2021-09-04,3,2021,1,Grain Filling,0.97,6.94,0.702,1,78.0,2.43,31.0,0.307,2021-09-04 02:00:00
2021-09-05,3,2021,1,Grain Filling,1.04,7.29,0.732,1,78.0,2.55,33.0,0.308,2021-09-05 02:00:00
2021-09-06,3,2021,1,Grain Filling,1.0,6.99,0.758,1,76.0,2.45,32.1,0.271,2021-09-06 02:00:00
2021-09-07,3,2021,1,Grain Filling,0.96,7.03,0.803,1,76.0,2.46,34.9,0.282,2021-09-07 02:00:00
2021-09-08,3,2021,1,Grain Filling,1.0,6.93,0.764,1,80.0,2.43,32.3,0.258,2021-09-08 02:00:00
2021-09-09,3,2021,1,Grain Filling,0.97,7.1,0.692,1,77.0,8.06,32.9,0.311,2021-09-09 02:00:00
2021-09-10,3,2021,1,Grain Filling,0.97,6.78,0.697,1,74.0,2.37,35.5,0.285,2021-09-10 02:00:00
2021-09-11,3,2021,1,Grain Filling,1.01,7.6,0.738,1,75.0,2.66,33.9,0.286,2021-09-11 02:00:00
2021-09-12,3,2021,1,Grain Filling,1.0,7.96,0.745,1,82.0,2.79,35.0,0.265,2021-09-12 02:00:00
2021-09-13,3,2021,1,Grain Filling,1.01,7.86,0.791,1,77.0,2.75,34.9,0.295,2021-09-13 02:00:00
2021-09-14,3,2021,1,Grain Filling,1.02,7.62,0.836,1,85.0,2.67,33.4,0.311,2021-09-14 02:00:00
2021-09-15,3,2021,1,Grain Filling,1.0,7.13,0.839,1,80.0,2.5,31.9,0.278,2021-09-15 02:00:00
2021-09-16,3,2021,1,Grain Filling,0.97,7.35,0.882,1,76.0,2.57,32.8,0.32,2021-09-16 02:00:00
2021-09-17,3,2021,1,Grain Filling,1.04,7.03,0.895,1,81.0,2.46,30.2,0.284,2021-09-17 02:00:00
2021-09-18,3,2021,1,Grain Filling,0.97,7.22,0.888,1,76.0,2.53,35.3,0.292,2021-09-18 02:00:00
2021-09-19,3,2021,1,Grain Filling,1.01,6.73,0.917,1,74.0,2.36,32.1,0.277,2021-09-19 02:00:00
2021-09-20,3,2021,1,Grain Filling,0.98,7.1,0.917,1,80.0,2.48,32.4,0.286,2021-09-20 02:00:00
2021-09-21,3,2021,1,Grain Filling,0.99,7.12,0.887,1,80.0,7.3,33.2,0.307,2021-09-21 02:00:00
2021-09-22,3,2021,1,Grain Filling,1.03,7.38,0.917,1,78.0,2.58,31.1,0.307,2021-09-22 02:00:00
2021-09-23,3,2021,1,Grain Filling,0.97,7.53,0.917,1,85.0,2.64,31.0,0.33,2021-09-23 02:00:00
2021-09-24,3,2021,1,Grain Filling,1.05,7.57,0.917,1,72.0,2.65,32.9,0.248,2021-09-24 02:00:00
2021-09-25,3,2021,1,Grain Filling,1.04,7.66,0.868,1,85.0,6.35,33.0,0.268,2021-09-25 02:00:00
2021-09-26,3,2021,1,Grain Filling,1.04,7.09,0.798,1,75.0,9.19,32.0,0.285,2021-09-26 02:00:00
2021-09-27,3,2021,1,Grain Filling,1.01,7.96,0.811,1,76.0,2.79,32.2,0.281,2021-09-27 02:00:00
2021-09-28,3,2021,1,Grain Filling,0.95,6.42,0.795,1,72.0,4.85,32.0,0.275,2021-09-28 02:00:00
2021-09-29,3,2021,1,Grain Filling,1.08,7.75,0.821,1,77.0,2.71,34.3,0.318,2021-09-29 02:00:00
2021-09-30,3,2021,1,Grain Filling,0.99,6.76,0.863,1,81.0,2.37,34.0,0.283,2021-09-30 02:00:00
2021-10-01,3,2021,1,Grain Filling,1.03,7.53,0.904,1,83.0,2.64,33.4,0.274,2021-10-01 02:00:00
2021-10-02,3,2021,1,Grain Filling,1.0,6.94,0.917,1,81.0,2.43,33.2,0.31,2021-10-02 02:00:00
2021-10-03,3,2021,1,Grain Filling,1.03,7.62,0.917,1,75.0,2.67,33.6,0.292,2021-10-03 02:00:00
2021-10-04,3,2021,1,Grain Filling,1.02,7.86,0.868,1,81.0,2.75,33.8,0.308,2021-10-04 02:00:00
2021-10-05,3,2021,1,Grain Filling,1.05,8.39,0.901,1,69.0,2.94,36.4,0.264,2021-10-05 02:00:00
2021-10-06,3,2021,1,Grain Filling,1.08,8.28,0.917,1,79.0,2.9,33.4,0.236,2021-10-06 02:00:00
2021-10-07,3,2021,1,Grain Filling,1.08,8.39,0.917,1,78.0,2.94,33.2,0.287,2021-10-07 02:00:00
2021-10-08,3,2021,1,Grain Filling,1.02,7.56,0.917,1,82.0,2.65,34.3,0.272,2021-10-08 02:00:00
2021-10-09,3,2021,1,Grain Filling,1.05,8.14,0.917,1,83.0,2.85,34.8,0.296,2021-10-09 02:00:00
2021-10-10,3,2021,1,Grain Filling,1.06,7.46,0.917,1,78.0,2.61,32.6,0.277,2021-10-10 02:00:00
2021-10-11,3,2021,1,Grain Filling,1.1,8.12,0.917,1,78.0,2.84,33.4,0.268,2021-10-11 02:00:00
2021-10-12,3,2021,1,Grain Filling,1.06,7.97,0.917,1,78.0,2.79,32.2,0.281,2021-10-12 02:00:00
2021-10-13,3,2021,1,Grain Filling,0.99,7.23,0.917,1,78.0,2.53,33.3,0.289,2021-10-13 02:00:00
2021-10-14,3,2021,1,Grain Filling,1.03,7.97,0.917,1,80.0,2.79,33.9,0.293,2021-10-14 02:00:00
2021-10-15,3,2021,1,Grain Filling,1.11,7.89,0.917,1,78.0,2.76,33.4,0.27,2021-10-15 02:00:00
2021-10-16,3,2021,1,Grain Filling,1.08,7.76,0.917,1,79.0,2.72,33.6,0.284,2021-10-16 02:00:00
2021-10-17,3,2021,1,Grain Filling,1.04,7.39,0.917,1,77.0,2.59,32.0,0.276,2021-10-17 02:00:00
2021-10-18,3,2021,1,Grain Filling,1.02,6.99,0.915,1,85.0,2.45,33.9,0.255,2021-10-18 02:00:00
2021-10-19,3,2021,1,Grain Filling,1.08,8.25,0.917,1,80.0,2.89,34.1,0.245,2021-10-19 02:00:00
2021-10-20,3,2021,1,Maturity,1.02,7.83,0.917,1,86.0,2.74,34.5,0.228,2021-10-20 02:00:00
2021-10-21,3,2021,1,Maturity,1.11,8.3,0.917,1,91.0,2.9,32.0,0.293,2021-10-21 02:00:00
2021-10-22,3,2021,1,Maturity,1.07,7.76,0.917,1,81.0,2.72,33.9,0.237,2021-10-22 02:00:00
2021-10-23,3,2021,1,Maturity,1.05,7.73,0.917,1,85.0,2.71,33.7,0.295,2021-10-23 02:00:00
2021-10-24,3,2021,1,Maturity,1.09,7.69,0.865,1,78.0,8.99,33.6,0.273,2021-10-24 02:00:00
