time,region_id,year_id,precipitation_mm,evapotranspiration_mm,groundwater_depth_m,runoff_mm,river_flow_m3s,reservoir_storage_m3,irrigation_supply_available_m3,soil_water_deficit_index_mm,water_balance_percent,updated_at
2022-01-22,3,2022,0.4,6.5,5.07,0.5,14.08,4086899.0,194145.0,6.19,5.4,2022-01-22 02:00:00
2022-01-23,3,2022,1.8,6.5,5.39,0.0,12.12,4048698.0,256615.0,4.65,28.38,2022-01-23 02:00:00
2022-01-24,3,2022,3.2,5.8,5.15,1.0,20.26,4014605.0,266710.0,1.03,109.21,2022-01-24 02:00:00
2022-01-25,3,2022,1.9,6.7,4.97,0.1,16.89,4005721.0,264736.0,4.8,28.17,2022-01-25 02:00:00
2022-01-26,3,2022,1.5,6.3,5.08,0.0,11.77,3891558.0,260849.0,4.82,23.67,2022-01-26 02:00:00
2022-01-27,3,2022,0.0,6.4,5.07,0.0,8.92,3812583.0,288011.0,6.35,0.0,2022-01-27 02:00:00
2022-01-28,3,2022,0.0,6.1,4.5,0.7,10.33,3722622.0,266592.0,6.07,0.68,2022-01-28 02:00:00
2022-01-29,3,2022,1.3,6.6,5.28,1.1,12.4,3762918.0,263772.0,5.26,20.04,2022-01-29 02:00:00
2022-01-30,3,2022,2.0,6.3,5.14,0.7,10.94,3728617.0,252166.0,4.27,32.39,2022-01-30 02:00:00
2022-01-31,3,2022,1.6,6.6,5.11,1.5,13.62,3663931.0,241572.0,4.99,24.67,2022-01-31 02:00:00
2022-02-01,3,2022,0.3,6.0,5.06,0.1,12.58,3613525.0,266760.0,5.76,4.72,2022-02-01 02:00:00
2022-02-02,3,2022,0.1,6.5,4.87,0.9,9.26,3529050.0,287765.0,6.46,0.89,2022-02-02 02:00:00
2022-02-03,3,2022,0.0,6.3,4.74,0.8,6.18,3388479.0,281235.0,6.34,0.0,2022-02-03 02:00:00
2022-02-04,3,2022,0.3,5.8,5.13,0.0,8.39,3387866.0,238846.0,5.52,4.5,2022-02-04 02:00:00
2022-02-05,3,2022,0.8,6.2,4.37,0.0,11.94,3283218.0,293575.0,5.42,12.25,2022-02-05 02:00:00
2022-02-06,3,2022,2.6,6.5,5.01,0.9,22.95,3388732.0,244512.0,3.92,40.11,2022-02-06 02:00:00
2022-02-07,3,2022,0.1,6.2,5.3,0.3,7.32,3193645.0,287631.0,6.13,1.71,2022-02-07 02:00:00
2022-02-08,3,2022,0.5,6.1,4.9,0.0,15.91,3177661.0,267823.0,5.61,7.45,2022-02-08 02:00:00
2022-02-09,3,2022,2.9,6.5,4.85,0.0,14.62,3176709.0,249042.0,3.6,44.28,2022-02-09 02:00:00
2022-02-10,3,2022,0.8,6.4,5.59,0.5,13.48,3072894.0,288084.0,1.22,149.25,2022-02-10 02:00:00
2022-02-11,3,2022,1.8,5.9,5.39,0.3,12.22,3107796.0,308860.0,4.14,30.02,2022-02-11 02:00:00
2022-02-12,3,2022,1.4,6.1,5.48,1.7,8.48,3034873.0,317546.0,4.69,23.23,2022-02-12 02:00:00
2022-02-13,3,2022,0.4,6.7,4.53,0.2,11.46,2962008.0,340976.0,4.6,57.54,2022-02-13 02:00:00
2022-02-14,3,2022,1.0,6.1,5.56,0.0,9.52,2964511.0,345643.0,5.14,15.67,2022-02-14 02:00:00
2022-02-15,3,2022,0.1,6.6,5.03,0.0,11.08,2850611.0,312076.0,6.46,2.16,2022-02-15 02:00:00
2022-02-16,3,2022,3.3,5.8,5.45,1.8,16.53,2773654.0,329761.0,2.5,57.05,2022-02-16 02:00:00
2022-02-17,3,2022,1.4,6.2,5.45,0.0,11.83,2724226.0,278574.0,4.84,22.54,2022-02-17 02:00:00
2022-02-18,3,2022,0.1,6.0,5.52,0.3,4.58,2771393.0,320521.0,5.97,1.19,2022-02-18 02:00:00
2022-02-19,3,2022,0.3,6.1,5.37,0.0,11.57,2683157.0,334392.0,5.86,4.33,2022-02-19 02:00:00
2022-02-20,3,2022,2.2,6.3,4.94,0.0,15.56,2646890.0,302464.0,2.66,80.43,2022-02-20 02:00:00
2022-02-21,3,2022,2.7,6.5,4.9,1.9,19.38,2560933.0,343169.0,2.7,75.46,2022-02-21 02:00:00
2022-02-22,3,2022,0.6,6.1,5.34,0.3,14.39,2425028.0,313975.0,5.57,9.45,2022-02-22 02:00:00
2022-02-23,3,2022,0.6,5.7,5.21,0.0,7.48,2418234.0,355641.0,5.06,10.88,2022-02-23 02:00:00
2022-02-24,3,2022,4.2,5.9,4.68,0.4,18.54,2530006.0,357618.0,1.73,70.84,2022-02-24 02:00:00
2022-02-25,3,2022,2.5,6.6,6.13,0.7,15.46,2389551.0,380868.0,4.12,37.59,2022-02-25 02:00:00
2022-02-26,3,2022,6.2,6.2,5.27,0.0,25.39,2383511.0,359619.0,0.02,99.6,2022-02-26 02:00:00
2022-02-27,3,2022,0.5,6.2,5.01,1.5,12.89,2334306.0,341823.0,5.73,8.05,2022-02-27 02:00:00
2022-02-28,3,2022,0.0,6.3,4.49,0.4,12.23,2275206.0,334775.0,6.28,0.0,2022-02-28 02:00:00
2022-03-01,3,2022,0.3,5.9,5.78,0.0,13.0,2193961.0,349652.0,5.65,4.32,2022-03-01 02:00:00
2022-03-02,3,2022,4.0,6.3,4.65,1.8,17.02,2201195.0,371297.0,2.22,64.56,2022-03-02 02:00:00
2022-03-03,3,2022,0.7,6.6,5.37,0.0,11.33,2179948.0,382721.0,5.89,11.05,2022-03-03 02:00:00
2022-03-04,3,2022,0.0,6.4,5.03,0.6,8.35,2098522.0,350517.0,6.39,0.0,2022-03-04 02:00:00
2022-03-05,3,2022,0.3,6.4,4.8,0.2,14.03,1844072.0,353739.0,6.12,4.72,2022-03-05 02:00:00
2022-03-06,3,2022,0.6,6.3,5.5,1.4,8.61,1963790.0,341068.0,5.71,9.76,2022-03-06 02:00:00
2022-03-07,3,2022,1.5,6.8,5.33,0.1,14.95,1864999.0,319475.0,5.29,21.69,2022-03-07 02:00:00
2022-03-08,3,2022,1.2,6.7,5.24,0.8,14.6,1764139.0,340755.0,5.46,18.06,2022-03-08 02:00:00
2022-03-09,3,2022,2.2,6.3,5.34,0.9,14.75,1782012.0,382383.0,4.1,35.24,2022-03-09 02:00:00
2022-03-10,3,2022,2.4,6.2,5.32,1.2,14.35,1707604.0,366583.0,3.84,38.02,2022-03-10 02:00:00
2022-03-11,3,2022,3.3,6.7,4.8,0.1,13.18,1736259.0,345918.0,3.38,49.57,2022-03-11 02:00:00
2022-03-12,3,2022,4.2,6.2,5.64,2.4,20.03,1738502.0,385211.0,2.01,67.68,2022-03-12 02:00:00
2022-03-13,3,2022,0.0,6.5,5.9,0.0,7.28,1553738.0,333371.0,6.44,0.65,2022-03-13 02:00:00
2022-03-14,3,2022,1.2,6.5,5.28,0.3,13.55,1619335.0,334106.0,5.31,18.13,2022-03-14 02:00:00
2022-03-15,3,2022,4.6,6.7,4.56,0.5,20.64,1587737.0,370866.0,2.1,68.6,2022-03-15 02:00:00
2022-03-16,3,2022,1.6,6.3,5.05,0.0,14.9,1533762.0,350302.0,4.69,25.16,2022-03-16 02:00:00
2022-03-17,3,2022,0.4,6.6,5.65,0.3,6.88,1450231.0,347667.0,6.23,5.49,2022-03-17 02:00:00
2022-03-18,3,2022,1.6,6.0,5.67,0.0,12.67,1429096.0,386922.0,4.47,25.77,2022-03-18 02:00:00
2022-03-19,3,2022,3.2,6.5,5.15,1.3,21.05,1399788.0,345994.0,3.29,49.16,2022-03-19 02:00:00
2022-03-20,3,2022,0.9,6.4,5.0,0.0,18.27,1407923.0,332936.0,5.5,14.12,2022-03-20 02:00:00
2022-03-21,3,2022,0.0,6.4,5.24,0.0,9.47,1230250.0,361622.0,6.39,0.0,2022-03-21 02:00:00
2022-03-22,3,2022,0.8,6.8,5.33,0.1,10.38,1230364.0,370178.0,6.06,11.55,2022-03-22 02:00:00
2022-03-23,3,2022,6.0,5.9,5.02,0.0,26.28,1239179.0,359126.0,-0.07,101.25,2022-03-23 02:00:00
2022-03-24,3,2022,0.6,6.0,4.75,0.3,8.81,1135441.0,338048.0,5.43,9.63,2022-03-24 02:00:00
2022-03-25,3,2022,2.1,6.2,5.14,0.0,17.2,1164497.0,347751.0,4.09,33.94,2022-03-25 02:00:00
2022-03-26,3,2022,0.2,6.1,5.1,0.0,14.88,1025407.0,330540.0,5.83,4.08,2022-03-26 02:00:00
2022-03-27,3,2022,2.4,6.6,5.35,1.4,14.75,1051314.0,327361.0,4.2,36.86,2022-03-27 02:00:00
2022-03-28,3,2022,0.8,6.5,5.56,1.5,11.87,1023041.0,394834.0,5.71,12.75,2022-03-28 02:00:00
2022-03-29,3,2022,0.7,6.5,5.56,0.2,10.37,914063.0,356911.0,5.8,11.07,2022-03-29 02:00:00
2022-03-30,3,2022,0.6,6.7,5.53,1.3,11.31,772919.0,365188.0,6.02,9.54,2022-03-30 02:00:00
2022-03-31,3,2022,0.6,6.8,5.45,0.1,7.42,762551.0,323162.0,6.23,8.37,2022-03-31 02:00:00
2022-04-01,3,2022,0.5,7.0,5.08,1.5,5.1,755765.0,351119.0,6.41,7.85,2022-04-01 02:00:00
2022-04-02,3,2022,2.2,6.7,4.66,0.2,18.95,553804.0,335922.0,4.49,32.99,2022-04-02 02:00:00
2022-04-03,3,2022,4.6,6.8,5.43,0.3,21.72,680192.0,326522.0,2.25,67.13,2022-04-03 02:00:00
2022-04-04,3,2022,0.2,6.1,5.57,0.0,11.04,604696.0,402953.0,1.27,155.02,2022-04-04 02:00:00
2022-04-05,3,2022,2.1,6.4,4.85,0.6,14.56,507420.0,403482.0,4.35,32.16,2022-04-05 02:00:00
2022-04-06,3,2022,0.2,6.8,5.31,0.0,6.39,550169.0,398081.0,6.58,2.84,2022-04-06 02:00:00
2022-04-07,3,2022,0.0,6.0,5.17,0.0,14.75,370032.0,377062.0,6.04,0.0,2022-04-07 02:00:00
2022-04-08,3,2022,0.7,6.8,5.17,0.0,13.02,359135.0,373380.0,6.13,9.81,2022-04-08 02:00:00
2022-04-09,3,2022,0.5,6.8,4.78,0.0,9.77,299769.0,409953.0,6.28,7.53,2022-04-09 02:00:00
2022-04-10,3,2022,0.1,6.7,5.3,0.0,9.29,128938.0,457043.0,2.08,136.6,2022-04-10 02:00:00
2022-04-11,3,2022,0.0,6.5,4.97,0.0,17.14,129784.0,438796.0,6.48,0.0,2022-04-11 02:00:00
2022-04-12,3,2022,2.6,6.8,5.41,0.4,22.18,77953.0,444845.0,4.14,38.85,2022-04-12 02:00:00
2022-04-13,3,2022,0.0,6.4,5.64,0.9,7.71,90123.0,432117.0,6.45,0.0,2022-04-13 02:00:00
2022-04-14,3,2022,4.0,6.3,5.38,0.5,21.94,0.0,473165.0,0.18,130.8,2022-04-14 02:00:00
2022-04-15,3,2022,7.0,6.4,5.87,1.1,25.64,0.0,463809.0,-0.6,109.27,2022-04-15 02:00:00
2022-04-16,3,2022,5.1,6.4,5.74,0.0,22.93,75647.0,482876.0,-1.91,179.35,2022-04-16 02:00:00
2022-04-17,3,2022,1.6,6.6,5.28,0.0,14.47,0.0,546009.0,4.97,24.57,2022-04-17 02:00:00
2022-04-18,3,2022,1.4,6.2,5.76,0.0,9.73,0.0,494958.0,4.72,23.31,2022-04-18 02:00:00
2022-04-19,3,2022,1.4,6.7,5.3,0.0,14.4,0.0,508344.0,5.25,21.25,2022-04-19 02:00:00
2022-04-20,3,2022,0.0,6.7,4.69,0.3,7.12,0.0,505577.0,6.73,0.0,2022-04-20 02:00:00
2022-04-21,3,2022,0.6,6.5,5.12,0.0,8.38,0.0,567645.0,3.76,74.53,2022-04-21 02:00:00
2022-04-22,3,2022,1.3,6.8,5.74,0.0,13.43,0.0,502125.0,5.42,19.8,2022-04-22 02:00:00
2022-04-23,3,2022,0.9,6.6,4.59,0.0,13.62,0.0,497905.0,5.72,13.42,2022-04-23 02:00:00
2022-04-24,3,2022,0.1,6.6,5.03,0.0,10.32,0.0,510117.0,6.56,1.22,2022-04-24 02:00:00
2022-04-25,3,2022,0.4,6.5,4.85,1.5,16.74,0.0,552958.0,6.1,6.5,2022-04-25 02:00:00
2022-04-26,3,2022,0.6,6.3,5.73,0.3,13.68,0.0,565988.0,1.14,153.45,2022-04-26 02:00:00
2022-04-27,3,2022,0.7,6.6,5.49,0.2,14.68,0.0,555005.0,5.97,9.88,2022-04-27 02:00:00
2022-04-28,3,2022,0.5,6.2,5.22,0.0,4.93,0.0,606316.0,5.66,8.37,2022-04-28 02:00:00
2022-04-29,3,2022,0.4,6.3,5.11,0.0,13.35,0.0,549480.0,5.93,6.44,2022-04-29 02:00:00
2022-04-30,3,2022,0.1,6.5,5.35,0.8,12.03,0.0,593380.0,5.43,31.98,2022-04-30 02:00:00
2022-05-01,3,2022,1.0,6.0,5.15,0.7,13.56,0.0,551698.0,5.06,16.37,2022-05-01 02:00:00
2022-05-02,3,2022,0.7,7.2,5.45,1.1,8.57,0.0,553645.0,6.43,10.12,2022-05-02 02:00:00
2022-05-03,3,2022,0.9,6.7,5.37,0.0,13.1,0.0,560665.0,5.81,13.08,2022-05-03 02:00:00
2022-05-04,3,2022,0.8,6.8,5.0,1.0,16.2,0.0,622961.0,6.04,11.47,2022-05-04 02:00:00
2022-05-05,3,2022,0.6,6.6,5.64,0.0,12.26,0.0,597483.0,5.93,9.84,2022-05-05 02:00:00
2022-05-06,3,2022,1.4,6.9,6.46,0.3,12.2,0.0,581021.0,2.29,112.48,2022-05-06 02:00:00
2022-05-07,3,2022,0.4,6.5,6.02,1.0,12.16,0.0,593082.0,6.17,5.74,2022-05-07 02:00:00
2022-05-08,3,2022,0.7,6.7,5.26,0.9,14.68,0.0,590459.0,6.04,10.22,2022-05-08 02:00:00
2022-05-09,3,2022,0.8,6.6,5.62,0.2,16.29,0.0,577703.0,5.76,12.2,2022-05-09 02:00:00
2022-05-10,3,2022,1.8,6.6,5.04,0.0,13.23,0.0,624006.0,4.8,27.35,2022-05-10 02:00:00
2022-05-11,3,2022,0.0,7.0,5.6,0.0,12.23,0.0,615360.0,6.98,0.0,2022-05-11 02:00:00
2022-05-12,3,2022,2.9,6.7,5.53,0.9,17.87,0.0,617649.0,3.86,42.61,2022-05-12 02:00:00
2022-05-13,3,2022,1.2,6.9,5.27,0.6,12.13,0.0,620853.0,3.5,80.85,2022-05-13 02:00:00
2022-05-14,3,2022,0.9,7.4,6.09,1.4,11.6,0.0,655360.0,6.41,12.8,2022-05-14 02:00:00
2022-05-15,3,2022,0.9,6.3,5.64,1.1,10.23,0.0,607663.0,5.44,13.56,2022-05-15 02:00:00
2022-05-16,3,2022,12.2,6.1,6.06,1.4,38.68,0.0,640366.0,-6.07,199.81,2022-05-16 02:00:00
2022-05-17,3,2022,1.3,6.6,5.36,0.6,13.36,0.0,668696.0,1.16,144.38,2022-05-17 02:00:00
2022-05-18,3,2022,1.2,6.9,6.36,1.4,10.44,0.0,657969.0,5.7,16.88,2022-05-18 02:00:00
2022-05-19,3,2022,2.9,6.7,6.03,0.4,17.27,0.0,667091.0,3.82,42.97,2022-05-19 02:00:00
2022-05-20,3,2022,4.3,6.3,5.58,0.7,22.19,0.0,699834.0,2.05,67.58,2022-05-20 02:00:00
2022-05-21,3,2022,1.6,6.7,5.31,2.1,12.68,0.0,678097.0,5.09,23.98,2022-05-21 02:00:00
2022-05-22,3,2022,1.3,6.7,5.23,0.8,12.95,0.0,693018.0,4.25,52.48,2022-05-22 02:00:00
2022-05-23,3,2022,1.7,7.1,5.49,0.0,22.16,0.0,694399.0,5.41,23.61,2022-05-23 02:00:00
2022-05-24,3,2022,5.4,6.7,5.26,1.5,24.43,0.0,696070.0,1.24,81.49,2022-05-24 02:00:00
2022-05-25,3,2022,0.4,6.8,5.69,0.0,10.48,0.0,701050.0,6.49,5.12,2022-05-25 02:00:00
2022-05-26,3,2022,4.6,6.4,5.04,0.9,22.2,0.0,631646.0,1.81,71.64,2022-05-26 02:00:00
2022-05-27,3,2022,5.7,6.9,5.46,0.6,20.68,0.0,660097.0,1.18,82.88,2022-05-27 02:00:00
2022-05-28,3,2022,0.0,7.0,4.87,0.4,6.4,0.0,666018.0,6.98,0.0,2022-05-28 02:00:00
2022-05-29,3,2022,2.2,6.4,5.34,0.4,16.86,0.0,720985.0,0.4,152.74,2022-05-29 02:00:00
2022-05-30,3,2022,0.0,6.5,5.37,0.0,8.37,0.0,760562.0,6.53,0.0,2022-05-30 02:00:00
2022-05-31,3,2022,1.2,6.9,5.53,0.3,17.27,0.0,739548.0,5.68,17.65,2022-05-31 02:00:00
2022-06-01,3,2022,5.3,7.0,5.58,1.3,24.77,0.0,698935.0,1.66,76.3,2022-06-01 02:00:00
2022-06-02,3,2022,0.0,7.1,5.65,0.0,13.72,0.0,741116.0,7.05,0.0,2022-06-02 02:00:00
2022-06-03,3,2022,4.2,6.7,5.55,0.1,20.9,0.0,703456.0,2.56,61.99,2022-06-03 02:00:00
2022-06-04,3,2022,7.2,6.4,6.08,0.8,25.96,0.0,734534.0,-0.76,111.77,2022-06-04 02:00:00
2022-06-05,3,2022,2.1,6.8,5.76,1.3,16.89,0.0,735274.0,2.61,91.44,2022-06-05 02:00:00
2022-06-06,3,2022,0.0,6.3,5.36,0.2,12.72,0.0,694173.0,6.25,0.71,2022-06-06 02:00:00
2022-06-07,3,2022,0.1,7.0,6.03,0.1,9.46,0.0,717451.0,6.86,1.83,2022-06-07 02:00:00
2022-06-08,3,2022,2.6,6.9,5.12,0.0,17.86,0.0,749790.0,0.09,159.85,2022-06-08 02:00:00
2022-06-09,3,2022,0.7,6.6,4.84,0.0,13.52,0.0,773622.0,5.9,10.3,2022-06-09 02:00:00
2022-06-10,3,2022,0.8,6.9,5.34,0.0,13.77,0.0,790855.0,6.1,11.13,2022-06-10 02:00:00
2022-06-11,3,2022,0.0,6.9,6.07,0.0,10.68,0.0,798816.0,6.86,0.0,2022-06-11 02:00:00
2022-06-12,3,2022,1.9,7.0,6.02,1.5,14.47,0.0,794982.0,5.1,27.66,2022-06-12 02:00:00
2022-06-13,3,2022,0.0,7.2,5.84,0.0,16.67,0.0,766356.0,7.2,0.0,2022-06-13 02:00:00
2022-06-14,3,2022,0.7,7.3,5.38,1.1,9.04,0.0,767962.0,6.56,9.9,2022-06-14 02:00:00
2022-06-15,3,2022,4.3,6.4,5.73,0.7,25.54,0.0,781196.0,2.01,68.36,2022-06-15 02:00:00
2022-06-16,3,2022,1.0,6.9,5.0,0.7,9.97,0.0,809207.0,5.84,15.16,2022-06-16 02:00:00
2022-06-17,3,2022,0.0,6.8,6.12,0.0,9.44,0.0,777676.0,6.79,0.0,2022-06-17 02:00:00
2022-06-18,3,2022,0.8,7.5,4.86,0.0,12.45,0.0,766276.0,6.63,11.13,2022-06-18 02:00:00
2022-06-19,3,2022,0.0,6.7,5.65,0.2,7.23,0.0,817658.0,6.68,0.0,2022-06-19 02:00:00
2022-06-20,3,2022,0.5,7.0,5.06,0.2,4.14,0.0,774793.0,6.56,6.67,2022-06-20 02:00:00
2022-06-21,3,2022,0.7,7.2,6.42,0.1,9.26,0.0,787730.0,6.45,9.96,2022-06-21 02:00:00
2022-06-22,3,2022,0.0,7.0,6.16,0.4,14.14,0.0,784278.0,6.97,0.0,2022-06-22 02:00:00
2022-06-23,3,2022,0.1,6.7,5.75,0.0,10.57,0.0,776635.0,6.65,1.0,2022-06-23 02:00:00
2022-06-24,3,2022,0.5,6.3,5.5,0.0,10.99,0.0,806881.0,5.85,7.31,2022-06-24 02:00:00
2022-06-25,3,2022,1.8,7.5,5.3,0.0,10.97,0.0,777671.0,5.61,24.73,2022-06-25 02:00:00
2022-06-26,3,2022,2.4,7.0,5.62,0.9,16.76,0.0,777230.0,2.61,92.46,2022-06-26 02:00:00
2022-06-27,3,2022,1.7,6.9,4.96,1.1,15.19,0.0,791129.0,5.14,24.92,2022-06-27 02:00:00
2022-06-28,3,2022,0.3,7.0,5.67,0.0,10.21,0.0,785378.0,6.72,4.64,2022-06-28 02:00:00
2022-06-29,3,2022,2.3,7.0,5.57,1.0,14.88,0.0,785752.0,4.65,33.27,2022-06-29 02:00:00
2022-06-30,3,2022,2.0,6.9,5.55,0.0,13.71,0.0,821748.0,4.87,29.3,2022-06-30 02:00:00
2022-07-01,3,2022,0.1,7.0,5.86,0.0,13.61,0.0,792350.0,6.94,1.45,2022-07-01 02:00:00
2022-07-02,3,2022,0.0,7.1,5.59,0.0,8.44,0.0,822021.0,7.14,0.0,2022-07-02 02:00:00
2022-07-03,3,2022,0.1,6.6,5.21,0.1,6.33,0.0,792017.0,6.55,1.48,2022-07-03 02:00:00
2022-07-04,3,2022,1.5,7.1,5.68,0.9,11.12,0.0,792662.0,5.54,21.75,2022-07-04 02:00:00
2022-07-05,3,2022,0.6,7.0,4.92,0.7,13.58,0.0,891975.0,1.88,137.4,2022-07-05 02:00:00
2022-07-06,3,2022,1.0,7.3,5.54,0.0,19.59,0.0,831652.0,6.23,14.18,2022-07-06 02:00:00
2022-07-07,3,2022,0.7,7.1,6.48,0.0,6.16,0.0,870841.0,6.38,9.56,2022-07-07 02:00:00
2022-07-08,3,2022,0.3,7.0,5.27,0.6,15.02,0.0,836964.0,6.65,4.43,2022-07-08 02:00:00
2022-07-09,3,2022,9.2,7.1,5.19,1.8,37.96,0.0,859400.0,-2.08,129.07,2022-07-09 02:00:00
2022-07-10,3,2022,0.2,6.6,5.15,0.8,8.05,0.0,876195.0,6.44,2.53,2022-07-10 02:00:00
2022-07-11,3,2022,2.9,7.0,5.22,0.0,14.11,0.0,859173.0,4.03,42.18,2022-07-11 02:00:00
2022-07-12,3,2022,0.0,6.7,4.87,1.2,7.42,0.0,899845.0,2.4,128.25,2022-07-12 02:00:00
2022-07-13,3,2022,0.0,6.9,5.49,0.0,11.67,0.0,898470.0,6.88,0.0,2022-07-13 02:00:00
2022-07-14,3,2022,0.0,7.2,5.27,0.1,12.89,0.0,883408.0,7.2,0.0,2022-07-14 02:00:00
2022-07-15,3,2022,0.0,7.0,5.72,0.9,6.78,0.0,873699.0,7.03,0.0,2022-07-15 02:00:00
2022-07-16,3,2022,3.3,7.3,5.44,0.3,16.76,0.0,915930.0,4.08,44.32,2022-07-16 02:00:00
2022-07-17,3,2022,2.8,6.7,5.91,2.0,16.23,0.0,889864.0,3.86,41.98,2022-07-17 02:00:00
2022-07-18,3,2022,4.2,6.2,4.79,1.0,24.41,0.0,906386.0,1.98,68.07,2022-07-18 02:00:00
2022-07-19,3,2022,0.1,7.1,5.69,0.0,9.55,0.0,887074.0,6.98,1.52,2022-07-19 02:00:00
2022-07-20,3,2022,0.0,6.6,6.06,0.9,10.57,0.0,908920.0,6.6,0.0,2022-07-20 02:00:00
2022-07-21,3,2022,4.7,6.3,5.38,1.6,17.79,0.0,931337.0,1.59,74.86,2022-07-21 02:00:00
2022-07-22,3,2022,0.0,6.9,5.56,0.8,12.45,0.0,906997.0,6.87,0.0,2022-07-22 02:00:00
2022-07-23,3,2022,0.7,7.0,6.03,0.0,8.51,0.0,859504.0,6.26,10.21,2022-07-23 02:00:00
2022-07-24,3,2022,1.7,7.1,5.41,0.0,16.63,0.0,913675.0,5.36,24.13,2022-07-24 02:00:00
2022-07-25,3,2022,0.0,7.0,5.68,0.4,4.59,0.0,878942.0,7.0,0.0,2022-07-25 02:00:00
2022-07-26,3,2022,0.9,6.8,5.45,0.0,11.23,0.0,886095.0,5.84,13.49,2022-07-26 02:00:00
2022-07-27,3,2022,0.5,6.7,5.77,1.3,11.96,0.0,882815.0,6.2,7.57,2022-07-27 02:00:00
2022-07-28,3,2022,0.0,7.2,5.77,0.0,4.0,0.0,855420.0,7.17,0.0,2022-07-28 02:00:00
2022-07-29,3,2022,8.1,7.1,5.15,0.6,28.21,0.0,909851.0,-1.01,114.14,2022-07-29 02:00:00
2022-07-30,3,2022,1.7,6.9,5.87,1.0,15.42,0.0,903063.0,5.24,24.51,2022-07-30 02:00:00
2022-07-31,3,2022,4.1,7.6,5.92,0.6,22.91,0.0,852130.0,3.52,53.82,2022-07-31 02:00:00
2022-08-01,3,2022,2.0,6.7,6.17,0.0,16.72,0.0,912785.0,4.68,30.03,2022-08-01 02:00:00
2022-08-02,3,2022,1.4,6.5,5.82,0.4,10.7,0.0,883502.0,5.05,22.14,2022-08-02 02:00:00
2022-08-03,3,2022,0.0,6.9,5.6,0.0,10.18,0.0,873817.0,6.94,0.0,2022-08-03 02:00:00
2022-08-04,3,2022,2.0,6.9,6.05,0.5,13.56,0.0,933102.0,0.85,146.54,2022-08-04 02:00:00
2022-08-05,3,2022,0.0,7.6,6.14,0.5,8.8,0.0,981048.0,2.62,131.16,2022-08-05 02:00:00
2022-08-06,3,2022,3.6,6.9,5.18,0.0,19.62,0.0,1006781.0,3.29,52.04,2022-08-06 02:00:00
2022-08-07,3,2022,4.9,7.1,5.26,2.2,21.08,0.0,998669.0,2.23,68.72,2022-08-07 02:00:00
2022-08-08,3,2022,3.8,7.4,5.39,0.8,21.48,0.0,961758.0,3.61,51.0,2022-08-08 02:00:00
2022-08-09,3,2022,1.3,7.1,6.45,1.1,15.25,0.0,968257.0,5.81,17.93,2022-08-09 02:00:00
2022-08-10,3,2022,0.0,6.8,5.89,0.0,7.55,0.0,980129.0,6.78,0.0,2022-08-10 02:00:00
2022-08-11,3,2022,0.0,7.0,6.26,0.0,6.02,0.0,975748.0,6.99,0.0,2022-08-11 02:00:00
2022-08-12,3,2022,0.3,7.1,5.3,0.0,12.05,0.0,980469.0,5.42,42.45,2022-08-12 02:00:00
2022-08-13,3,2022,0.6,7.2,5.42,0.2,10.32,0.0,983680.0,6.64,8.18,2022-08-13 02:00:00
2022-08-14,3,2022,4.2,7.1,5.16,1.7,20.88,0.0,1029503.0,2.91,58.87,2022-08-14 02:00:00
2022-08-15,3,2022,0.0,7.1,5.62,0.1,7.02,0.0,1029367.0,4.22,80.36,2022-08-15 02:00:00
2022-08-16,3,2022,0.1,7.0,5.99,0.0,7.17,0.0,1007536.0,6.96,0.95,2022-08-16 02:00:00
2022-08-17,3,2022,1.0,7.3,5.92,0.0,11.61,0.0,1019694.0,6.3,13.34,2022-08-17 02:00:00
2022-08-18,3,2022,0.5,7.7,6.21,0.0,14.75,0.0,1011163.0,7.2,6.12,2022-08-18 02:00:00
2022-08-19,3,2022,0.0,7.1,6.11,0.6,9.46,0.0,1028803.0,7.11,0.0,2022-08-19 02:00:00
2022-08-20,3,2022,0.0,7.1,5.7,0.0,8.4,0.0,1033883.0,7.14,0.0,2022-08-20 02:00:00
2022-08-21,3,2022,2.0,6.4,6.09,0.0,15.5,0.0,1025026.0,4.36,31.95,2022-08-21 02:00:00
2022-08-22,3,2022,0.9,7.2,5.66,0.6,11.49,0.0,994569.0,6.3,12.68,2022-08-22 02:00:00
2022-08-23,3,2022,1.2,7.5,4.52,0.2,19.04,0.0,1005829.0,6.3,16.26,2022-08-23 02:00:00
2022-08-24,3,2022,0.0,7.3,6.03,0.2,11.12,0.0,1027193.0,7.31,0.0,2022-08-24 02:00:00
2022-08-25,3,2022,0.8,7.0,5.32,0.7,14.73,0.0,999219.0,6.19,11.1,2022-08-25 02:00:00
2022-08-26,3,2022,0.0,7.3,5.27,0.0,9.43,0.0,1009334.0,7.29,0.0,2022-08-26 02:00:00
2022-08-27,3,2022,0.5,7.6,5.57,0.4,8.81,0.0,1024705.0,7.03,7.2,2022-08-27 02:00:00
2022-08-28,3,2022,1.0,7.6,5.17,0.2,13.81,0.0,993340.0,6.6,12.64,2022-08-28 02:00:00
2022-08-29,3,2022,0.4,7.3,5.5,0.0,8.68,0.0,985848.0,6.88,5.27,2022-08-29 02:00:00
2022-08-30,3,2022,2.8,7.0,5.97,0.0,17.59,0.0,1017432.0,4.24,39.86,2022-08-30 02:00:00
