time,region_id,year_id,wind_speed_kmh,wind_gust_kmh,wind_direction,rainfall_mm,rainfall_delta_percent,ph_level,npk_index,temperature_c,humidity_percent,updated_at
2021-11-20,3,2021,12.6,17.7,NE,0.1,22.0,7.1,Low,24.3,61.0,2021-11-20 02:00:00
2021-11-21,3,2021,9.9,19.8,N,1.3,778.0,6.8,Low,26.3,62.0,2021-11-21 02:00:00
2021-11-22,3,2021,11.1,24.8,NE,0.0,-100.0,6.8,Low,24.8,63.0,2021-11-22 02:00:00
2021-11-23,3,2021,8.9,20.6,N,1.6,0.0,6.9,Low,26.4,66.0,2021-11-23 02:00:00
2021-11-24,3,2021,11.5,29.1,W,0.7,-59.0,6.8,Low,25.8,57.0,2021-11-24 02:00:00
2021-11-25,3,2021,10.8,21.9,SW,1.2,87.0,6.9,Low,24.5,60.0,2021-11-25 02:00:00
2021-11-26,3,2021,10.4,20.4,E,1.3,3.0,6.7,Low,25.4,61.0,2021-11-26 02:00:00
2021-11-27,3,2021,11.3,19.4,N,1.2,-2.0,7.0,Low,25.9,63.0,2021-11-27 02:00:00
2021-11-28,3,2021,10.9,17.9,E,0.0,-100.0,6.9,Low,25.1,61.0,2021-11-28 02:00:00
2021-11-29,3,2021,10.0,26.9,SE,0.0,0.0,6.9,Low,24.9,65.0,2021-11-29 02:00:00
2021-11-30,3,2021,10.4,17.4,W,0.0,0.0,6.8,Low,24.8,57.0,2021-11-30 02:00:00
2021-12-01,3,2021,10.0,16.8,N,0.3,0.0,6.9,Low,26.4,62.0,2021-12-01 02:00:00
2021-12-02,3,2021,10.0,20.4,NW,0.2,-48.0,6.9,Low,26.4,59.0,2021-12-02 02:00:00
2021-12-03,3,2021,10.4,21.8,E,0.1,-72.0,7.0,Low,24.1,60.0,2021-12-03 02:00:00
2021-12-04,3,2021,9.4,25.9,N,0.3,534.0,6.9,Low,26.2,62.0,2021-12-04 02:00:00
2021-12-05,3,2021,8.9,20.7,E,0.3,-5.0,6.8,Low,25.9,64.0,2021-12-05 02:00:00
2021-12-06,3,2021,9.0,22.1,W,7.3,2328.0,6.9,Low,24.1,57.0,2021-12-06 02:00:00
2021-12-07,3,2021,11.9,21.8,SE,6.9,-6.0,6.8,Low,24.8,63.0,2021-12-07 02:00:00
2021-12-08,3,2021,11.2,25.4,E,6.0,-13.0,6.9,Low,25.3,59.0,2021-12-08 02:00:00
2021-12-09,3,2021,13.9,28.8,NE,1.0,-84.0,6.9,Low,25.9,61.0,2021-12-09 02:00:00
2021-12-10,3,2021,10.3,26.5,NW,0.0,-100.0,6.8,Low,26.6,63.0,2021-12-10 02:00:00
2021-12-11,3,2021,9.6,21.7,W,2.6,0.0,6.8,Low,24.6,57.0,2021-12-11 02:00:00
2021-12-12,3,2021,10.0,15.5,S,0.0,-100.0,6.8,Low,25.7,58.0,2021-12-12 02:00:00
2021-12-13,3,2021,10.7,20.5,W,1.4,0.0,6.9,Low,24.4,55.0,2021-12-13 02:00:00
2021-12-14,3,2021,12.4,23.2,N,0.4,-71.0,6.9,Low,26.3,59.0,2021-12-14 02:00:00
2021-12-15,3,2021,11.4,28.3,E,1.4,255.0,6.9,Low,25.2,58.0,2021-12-15 02:00:00
2021-12-16,3,2021,11.5,24.1,SW,20.6,1331.0,6.8,Low,25.6,57.0,2021-12-16 02:00:00
2021-12-17,3,2021,11.4,19.7,S,0.0,-100.0,6.8,Low,25.7,68.0,2021-12-17 02:00:00
2021-12-18,3,2021,10.0,19.7,N,0.3,0.0,6.6,Low,24.6,58.0,2021-12-18 02:00:00
2021-12-19,3,2021,11.7,22.7,N,0.0,-100.0,6.9,Low,25.5,57.0,2021-12-19 02:00:00
2021-12-20,3,2021,13.1,26.2,SW,0.0,0.0,6.8,Low,26.1,65.0,2021-12-20 02:00:00
2021-12-21,3,2021,11.1,22.4,NE,2.6,0.0,7.0,Low,25.5,57.0,2021-12-21 02:00:00
2021-12-22,3,2021,11.1,19.9,W,0.3,-88.0,6.6,Low,26.6,55.0,2021-12-22 02:00:00
2021-12-23,3,2021,10.9,20.1,NW,0.0,-100.0,6.8,Low,26.3,60.0,2021-12-23 02:00:00
2021-12-24,3,2021,9.1,14.8,SW,0.0,0.0,6.9,Low,27.7,57.0,2021-12-24 02:00:00
2021-12-25,3,2021,12.1,19.3,E,0.0,0.0,6.7,Low,26.2,61.0,2021-12-25 02:00:00
2021-12-26,3,2021,13.3,25.6,E,0.5,0.0,6.9,Low,24.8,65.0,2021-12-26 02:00:00
2021-12-27,3,2021,10.5,20.3,N,3.2,504.0,6.8,Low,25.7,58.0,2021-12-27 02:00:00
2021-12-28,3,2021,11.4,25.4,E,2.0,-37.0,6.9,Low,26.3,59.0,2021-12-28 02:00:00
2021-12-29,3,2021,9.5,24.3,S,0.0,-100.0,6.9,Low,26.1,60.0,2021-12-29 02:00:00
2021-12-30,3,2021,11.6,16.8,N,4.8,0.0,6.9,Low,26.1,61.0,2021-12-30 02:00:00
2021-12-31,3,2021,9.5,23.1,NW,1.2,-75.0,7.0,Low,25.0,63.0,2021-12-31 02:00:00
2022-01-01,3,2022,10.6,16.1,NW,0.3,0.0,7.2,Med-High,22.1,72.0,2022-01-01 02:00:00
2022-01-02,3,2022,11.9,28.8,N,0.4,77.0,7.2,Med-High,22.2,73.0,2022-01-02 02:00:00
2022-01-03,3,2022,10.2,23.3,E,1.6,261.0,7.1,Med-High,22.1,77.0,2022-01-03 02:00:00
2022-01-04,3,2022,11.1,20.9,S,7.4,358.0,7.5,Med-High,23.0,73.0,2022-01-04 02:00:00
2022-01-05,3,2022,12.3,19.2,E,0.0,-100.0,7.3,Med-High,21.4,74.0,2022-01-05 02:00:00
2022-01-06,3,2022,10.0,20.8,N,2.4,0.0,7.2,Med-High,21.1,72.0,2022-01-06 02:00:00
2022-01-07,3,2022,9.2,17.7,S,1.0,-60.0,7.1,Med-High,21.7,72.0,2022-01-07 02:00:00
2022-01-08,3,2022,12.1,23.4,N,0.3,-68.0,7.2,Med-High,21.6,70.0,2022-01-08 02:00:00
2022-01-09,3,2022,11.6,28.4,E,2.3,632.0,7.2,Med-High,22.8,74.0,2022-01-09 02:00:00
2022-01-10,3,2022,12.2,28.3,E,2.3,2.0,7.2,Med-High,22.6,71.0,2022-01-10 02:00:00
2022-01-11,3,2022,9.6,22.1,SW,3.6,57.0,7.3,Med-High,22.6,72.0,2022-01-11 02:00:00
2022-01-12,3,2022,10.9,25.4,SW,0.7,-80.0,7.2,Med-High,22.1,62.0,2022-01-12 02:00:00
2022-01-13,3,2022,10.0,18.0,NE,2.5,245.0,7.2,Med-High,21.7,69.0,2022-01-13 02:00:00
2022-01-14,3,2022,12.4,26.1,NE,1.7,-31.0,7.2,Med-High,22.0,74.0,2022-01-14 02:00:00
2022-01-15,3,2022,8.6,21.3,E,2.3,36.0,7.1,Med-High,22.9,63.0,2022-01-15 02:00:00
2022-01-16,3,2022,12.7,28.1,NW,2.9,24.0,7.1,Med-High,22.6,70.0,2022-01-16 02:00:00
2022-01-17,3,2022,9.9,17.1,S,3.8,35.0,7.2,Med-High,21.9,71.0,2022-01-17 02:00:00
2022-01-18,3,2022,9.7,18.9,NW,1.3,-65.0,7.3,Med-High,21.8,71.0,2022-01-18 02:00:00
2022-01-19,3,2022,11.9,16.9,NW,2.4,79.0,7.3,Med-High,23.0,77.0,2022-01-19 02:00:00
2022-01-20,3,2022,10.5,20.2,SE,1.4,-43.0,7.1,Med-High,22.4,70.0,2022-01-20 02:00:00
2022-01-21,3,2022,10.3,20.3,W,2.4,77.0,7.2,Med-High,21.2,68.0,2022-01-21 02:00:00
2022-01-22,3,2022,10.7,20.1,SE,0.4,-85.0,7.2,Med-High,22.1,69.0,2022-01-22 02:00:00
2022-01-23,3,2022,9.7,26.1,NE,1.8,422.0,7.2,Med-High,22.4,71.0,2022-01-23 02:00:00
2022-01-24,3,2022,10.7,22.5,SE,3.2,75.0,7.2,Med-High,23.0,69.0,2022-01-24 02:00:00
2022-01-25,3,2022,10.2,17.8,S,1.9,-42.0,7.3,Med-High,23.1,72.0,2022-01-25 02:00:00
2022-01-26,3,2022,11.0,21.3,N,1.5,-21.0,7.2,Med-High,22.7,74.0,2022-01-26 02:00:00
2022-01-27,3,2022,8.2,14.5,SW,0.0,-100.0,7.3,Med-High,21.3,70.0,2022-01-27 02:00:00
2022-01-28,3,2022,9.3,26.8,NW,0.0,0.0,7.1,Med-High,22.6,72.0,2022-01-28 02:00:00
2022-01-29,3,2022,7.4,24.0,SE,1.3,3093.0,7.2,Med-High,21.8,74.0,2022-01-29 02:00:00
2022-01-30,3,2022,10.8,19.0,SW,2.0,55.0,7.0,Med-High,22.8,71.0,2022-01-30 02:00:00
2022-01-31,3,2022,10.4,25.5,NE,1.6,-20.0,7.2,Med-High,22.7,69.0,2022-01-31 02:00:00
2022-02-01,3,2022,9.6,21.2,NW,0.3,-83.0,7.1,Med-High,21.3,75.0,2022-02-01 02:00:00
2022-02-02,3,2022,11.8,28.5,SE,0.1,-80.0,7.2,Med-High,22.1,72.0,2022-02-02 02:00:00
2022-02-03,3,2022,9.7,15.7,SE,0.0,-100.0,7.3,Medium,21.6,68.0,2022-02-03 02:00:00
2022-02-04,3,2022,10.4,27.5,N,0.3,0.0,7.2,Medium,21.5,68.0,2022-02-04 02:00:00
2022-02-05,3,2022,10.6,18.9,NE,0.8,191.0,7.1,Medium,22.5,70.0,2022-02-05 02:00:00
2022-02-06,3,2022,12.8,23.9,SE,2.6,247.0,7.1,Medium,21.5,70.0,2022-02-06 02:00:00
2022-02-07,3,2022,13.5,23.0,SE,0.1,-96.0,7.3,Medium,22.7,69.0,2022-02-07 02:00:00
2022-02-08,3,2022,10.5,25.1,SW,0.5,323.0,7.3,Medium,21.3,61.0,2022-02-08 02:00:00
2022-02-09,3,2022,10.3,16.3,S,2.9,534.0,7.0,Medium,23.8,68.0,2022-02-09 02:00:00
2022-02-10,3,2022,11.1,21.5,W,0.8,-72.0,7.1,Medium,24.3,74.0,2022-02-10 02:00:00
2022-02-11,3,2022,11.8,19.0,SE,1.8,120.0,7.2,Medium,23.1,76.0,2022-02-11 02:00:00
2022-02-12,3,2022,7.1,14.4,N,1.4,-20.0,7.0,Medium,22.9,69.0,2022-02-12 02:00:00
2022-02-13,3,2022,12.4,25.5,S,0.4,-75.0,7.1,Medium,22.1,69.0,2022-02-13 02:00:00
2022-02-14,3,2022,11.2,21.9,S,1.0,171.0,7.3,Medium,21.8,70.0,2022-02-14 02:00:00
2022-02-15,3,2022,10.4,26.0,SW,0.1,-85.0,7.2,Medium,23.1,74.0,2022-02-15 02:00:00
2022-02-16,3,2022,9.0,17.5,SE,3.3,2222.0,7.1,Medium,23.3,72.0,2022-02-16 02:00:00
2022-02-17,3,2022,15.1,28.5,N,1.4,-58.0,7.2,Medium,23.0,71.0,2022-02-17 02:00:00
2022-02-18,3,2022,10.9,18.0,NE,0.1,-95.0,7.1,Medium,22.7,68.0,2022-02-18 02:00:00
2022-02-19,3,2022,9.2,17.9,SE,0.3,270.0,7.2,Medium,21.9,74.0,2022-02-19 02:00:00
2022-02-20,3,2022,8.2,23.7,E,2.2,734.0,7.1,Medium,22.1,71.0,2022-02-20 02:00:00
2022-02-21,3,2022,10.9,23.8,NW,2.7,23.0,7.0,Medium,22.2,70.0,2022-02-21 02:00:00
2022-02-22,3,2022,11.6,28.8,S,0.6,-79.0,7.1,Medium,22.5,69.0,2022-02-22 02:00:00
2022-02-23,3,2022,10.7,22.0,E,0.6,6.0,7.0,Medium,22.3,69.0,2022-02-23 02:00:00
2022-02-24,3,2022,9.3,15.1,N,4.2,580.0,7.0,Medium,22.4,69.0,2022-02-24 02:00:00
2022-02-25,3,2022,10.6,24.4,N,2.5,-41.0,7.1,Medium,22.7,65.0,2022-02-25 02:00:00
2022-02-26,3,2022,9.8,26.4,N,6.2,148.0,7.0,Medium,21.8,72.0,2022-02-26 02:00:00
2022-02-27,3,2022,12.4,24.0,S,0.5,-92.0,7.2,Medium,23.7,69.0,2022-02-27 02:00:00
2022-02-28,3,2022,9.4,22.3,S,0.0,-100.0,7.3,Medium,21.3,74.0,2022-02-28 02:00:00
2022-03-01,3,2022,12.4,18.1,W,0.3,0.0,7.3,Low,22.3,73.0,2022-03-01 02:00:00
2022-03-02,3,2022,10.7,18.5,NW,4.0,1484.0,7.1,Medium,23.3,76.0,2022-03-02 02:00:00
2022-03-03,3,2022,10.3,16.7,E,0.7,-82.0,7.1,Low,23.8,67.0,2022-03-03 02:00:00
2022-03-04,3,2022,11.5,27.2,W,0.0,-100.0,7.2,Low,22.3,68.0,2022-03-04 02:00:00
2022-03-05,3,2022,9.8,21.2,W,0.3,0.0,7.1,Low,21.5,67.0,2022-03-05 02:00:00
2022-03-06,3,2022,11.8,28.2,NW,0.6,104.0,7.0,Low,23.3,67.0,2022-03-06 02:00:00
2022-03-07,3,2022,11.2,19.5,E,1.5,137.0,7.0,Low,22.4,70.0,2022-03-07 02:00:00
2022-03-08,3,2022,11.0,19.9,E,1.2,-18.0,7.2,Low,23.1,66.0,2022-03-08 02:00:00
2022-03-09,3,2022,9.0,18.2,W,2.2,85.0,7.2,Low,23.1,65.0,2022-03-09 02:00:00
2022-03-10,3,2022,10.9,23.5,N,2.4,6.0,7.3,Low,21.8,71.0,2022-03-10 02:00:00
2022-03-11,3,2022,11.0,26.6,W,3.3,41.0,7.1,Low,22.1,70.0,2022-03-11 02:00:00
2022-03-12,3,2022,9.3,22.6,W,4.2,27.0,7.1,Low,22.7,68.0,2022-03-12 02:00:00
2022-03-13,3,2022,8.9,16.9,W,0.0,-99.0,7.3,Low,23.4,75.0,2022-03-13 02:00:00
2022-03-14,3,2022,12.3,18.1,W,1.2,2686.0,7.1,Low,21.8,74.0,2022-03-14 02:00:00
2022-03-15,3,2022,11.4,17.3,SE,4.6,289.0,7.1,Low,22.5,65.0,2022-03-15 02:00:00
2022-03-16,3,2022,11.8,26.1,SE,1.6,-66.0,6.9,Low,23.3,73.0,2022-03-16 02:00:00
2022-03-17,3,2022,8.8,17.9,SE,0.4,-77.0,7.1,Low,22.7,71.0,2022-03-17 02:00:00
2022-03-18,3,2022,13.0,21.8,S,1.6,329.0,7.1,Low,22.3,72.0,2022-03-18 02:00:00
2022-03-19,3,2022,11.6,28.0,N,3.2,105.0,7.2,Low,23.5,72.0,2022-03-19 02:00:00
2022-03-20,3,2022,9.8,22.8,N,0.9,-72.0,7.1,Low,22.3,72.0,2022-03-20 02:00:00
2022-03-21,3,2022,11.3,20.4,S,0.0,-100.0,7.1,Low,23.1,72.0,2022-03-21 02:00:00
2022-03-22,3,2022,10.1,23.0,E,0.8,0.0,7.3,Low,22.2,71.0,2022-03-22 02:00:00
2022-03-23,3,2022,12.1,27.5,SE,6.0,653.0,7.0,Low,23.0,70.0,2022-03-23 02:00:00
2022-03-24,3,2022,12.5,21.3,NW,0.6,-90.0,7.0,Low,22.3,66.0,2022-03-24 02:00:00
2022-03-25,3,2022,11.6,20.6,NE,2.1,263.0,7.3,Low,22.1,63.0,2022-03-25 02:00:00
2022-03-26,3,2022,10.1,26.6,NW,0.2,-88.0,7.2,Low,23.4,69.0,2022-03-26 02:00:00
2022-03-27,3,2022,8.9,19.8,NE,2.4,888.0,6.9,Low,22.9,67.0,2022-03-27 02:00:00
2022-03-28,3,2022,11.5,20.5,SW,0.8,-66.0,7.2,Low,22.4,73.0,2022-03-28 02:00:00
2022-03-29,3,2022,8.7,21.8,NW,0.7,-13.0,7.1,Low,22.6,66.0,2022-03-29 02:00:00
2022-03-30,3,2022,11.6,25.2,W,0.6,-12.0,7.0,Low,23.3,70.0,2022-03-30 02:00:00
2022-03-31,3,2022,11.4,19.9,E,0.6,-10.0,7.0,Low,23.0,69.0,2022-03-31 02:00:00
2022-04-01,3,2022,9.0,23.2,NW,0.5,-4.0,6.9,Low,23.3,75.0,2022-04-01 02:00:00
2022-04-02,3,2022,13.6,26.1,NE,2.2,305.0,7.3,Low,23.1,72.0,2022-04-02 02:00:00
2022-04-03,3,2022,11.3,20.6,S,4.6,108.0,7.2,Low,22.2,72.0,2022-04-03 02:00:00
2022-04-04,3,2022,7.8,18.8,N,0.2,-96.0,7.1,Low,22.3,68.0,2022-04-04 02:00:00
2022-04-05,3,2022,13.0,28.5,NE,2.1,972.0,7.1,Low,22.8,72.0,2022-04-05 02:00:00
2022-04-06,3,2022,13.5,27.7,NE,0.2,-91.0,7.1,Low,24.0,68.0,2022-04-06 02:00:00
2022-04-07,3,2022,9.4,24.8,E,0.0,-100.0,7.1,Low,22.8,69.0,2022-04-07 02:00:00
2022-04-08,3,2022,8.0,14.1,NE,0.7,0.0,6.9,Low,23.1,62.0,2022-04-08 02:00:00
2022-04-09,3,2022,12.1,23.9,SW,0.5,-23.0,7.1,Low,23.0,70.0,2022-04-09 02:00:00
2022-04-10,3,2022,12.0,27.9,NE,0.1,-77.0,7.1,Low,22.2,70.0,2022-04-10 02:00:00
2022-04-11,3,2022,9.6,25.4,W,0.0,-100.0,7.0,Low,22.1,64.0,2022-04-11 02:00:00
2022-04-12,3,2022,12.7,23.8,NW,2.6,0.0,7.2,Low,22.4,65.0,2022-04-12 02:00:00
2022-04-13,3,2022,10.8,17.1,NW,0.0,-100.0,7.3,Low,22.1,67.0,2022-04-13 02:00:00
2022-04-14,3,2022,9.1,15.5,NW,4.0,0.0,7.1,Low,22.2,66.0,2022-04-14 02:00:00
2022-04-15,3,2022,12.3,23.6,S,7.0,77.0,6.9,Low,22.4,69.0,2022-04-15 02:00:00
2022-04-16,3,2022,13.9,26.2,S,5.1,-27.0,7.0,Medium,22.7,66.0,2022-04-16 02:00:00
2022-04-17,3,2022,12.6,23.9,W,1.6,-68.0,7.1,Medium,23.2,67.0,2022-04-17 02:00:00
2022-04-18,3,2022,13.6,20.2,E,1.4,-11.0,7.2,Medium,22.0,65.0,2022-04-18 02:00:00
2022-04-19,3,2022,10.2,23.9,E,1.4,-1.0,7.2,Low,23.3,62.0,2022-04-19 02:00:00
2022-04-20,3,2022,10.5,24.1,NW,0.0,-100.0,7.1,Low,23.0,69.0,2022-04-20 02:00:00
2022-04-21,3,2022,11.4,28.3,E,0.6,0.0,6.9,Low,23.7,64.0,2022-04-21 02:00:00
2022-04-22,3,2022,10.5,16.7,S,1.3,117.0,7.1,Low,23.6,74.0,2022-04-22 02:00:00
2022-04-23,3,2022,10.8,28.5,SE,0.9,-34.0,7.1,Low,22.3,72.0,2022-04-23 02:00:00
2022-04-24,3,2022,10.5,24.5,N,0.1,-91.0,7.1,Low,23.1,70.0,2022-04-24 02:00:00
2022-04-25,3,2022,10.9,28.8,E,0.4,423.0,6.9,Low,23.6,68.0,2022-04-25 02:00:00
2022-04-26,3,2022,8.2,15.2,E,0.6,52.0,7.2,Low,22.2,68.0,2022-04-26 02:00:00
2022-04-27,3,2022,9.6,24.6,E,0.7,2.0,6.9,Low,24.2,70.0,2022-04-27 02:00:00
2022-04-28,3,2022,11.0,28.0,E,0.5,-21.0,7.1,Low,22.3,66.0,2022-04-28 02:00:00
2022-04-29,3,2022,11.4,24.2,N,0.4,-21.0,7.1,Low,23.5,61.0,2022-04-29 02:00:00
2022-04-30,3,2022,11.4,18.9,E,0.1,-86.0,7.0,Low,22.8,69.0,2022-04-30 02:00:00
2022-05-01,3,2022,9.1,15.1,E,1.0,1621.0,7.1,Low,22.3,67.0,2022-05-01 02:00:00
2022-05-02,3,2022,11.3,24.8,SE,0.7,-27.0,7.2,Low,23.1,66.0,2022-05-02 02:00:00
2022-05-03,3,2022,10.2,22.8,NW,0.9,21.0,7.2,Low,22.7,67.0,2022-05-03 02:00:00
2022-05-04,3,2022,12.2,20.3,NE,0.8,-11.0,7.1,Low,22.8,66.0,2022-05-04 02:00:00
2022-05-05,3,2022,12.0,17.3,S,0.6,-17.0,7.0,Low,23.0,62.0,2022-05-05 02:00:00
2022-05-06,3,2022,11.3,17.4,SW,1.4,122.0,7.1,Low,22.9,72.0,2022-05-06 02:00:00
2022-05-07,3,2022,12.0,25.6,NW,0.4,-74.0,7.2,Low,23.4,65.0,2022-05-07 02:00:00
2022-05-08,3,2022,11.8,19.4,NW,0.7,83.0,7.1,Low,22.8,67.0,2022-05-08 02:00:00
2022-05-09,3,2022,11.7,20.7,SW,0.8,16.0,7.2,Low,22.5,68.0,2022-05-09 02:00:00
2022-05-10,3,2022,9.2,20.9,NW,1.8,126.0,7.1,Low,24.1,67.0,2022-05-10 02:00:00
2022-05-11,3,2022,12.9,28.4,N,0.0,-100.0,7.2,Low,23.5,67.0,2022-05-11 02:00:00
2022-05-12,3,2022,11.3,27.5,E,2.9,0.0,7.0,Low,24.7,65.0,2022-05-12 02:00:00
2022-05-13,3,2022,9.5,23.2,SE,1.2,-57.0,7.0,Low,22.9,64.0,2022-05-13 02:00:00
2022-05-14,3,2022,11.5,19.4,E,0.9,-24.0,7.1,Low,22.8,65.0,2022-05-14 02:00:00
2022-05-15,3,2022,10.1,26.6,W,0.9,-9.0,7.0,Low,23.0,65.0,2022-05-15 02:00:00
2022-05-16,3,2022,11.0,20.0,W,12.2,1324.0,7.0,Low,24.9,69.0,2022-05-16 02:00:00
2022-05-17,3,2022,11.8,23.8,SE,1.3,-89.0,7.1,Low,23.3,71.0,2022-05-17 02:00:00
2022-05-18,3,2022,10.9,26.4,W,1.2,-13.0,7.1,Low,22.0,69.0,2022-05-18 02:00:00
2022-05-19,3,2022,12.0,19.6,NE,2.9,149.0,7.0,Low,24.0,72.0,2022-05-19 02:00:00
2022-05-20,3,2022,9.5,27.1,W,4.3,48.0,7.2,Low,23.2,70.0,2022-05-20 02:00:00
2022-05-21,3,2022,11.5,21.6,SE,1.6,-62.0,7.2,Low,22.5,71.0,2022-05-21 02:00:00
2022-05-22,3,2022,11.0,19.8,SW,1.3,-17.0,6.9,Low,23.3,69.0,2022-05-22 02:00:00
2022-05-23,3,2022,9.1,19.5,SE,1.7,25.0,6.9,Low,23.0,70.0,2022-05-23 02:00:00
2022-05-24,3,2022,10.6,16.0,SE,5.4,226.0,7.0,Medium,23.7,65.0,2022-05-24 02:00:00
2022-05-25,3,2022,12.7,27.1,SE,0.4,-94.0,7.0,Low,24.4,68.0,2022-05-25 02:00:00
2022-05-26,3,2022,11.0,18.9,E,4.6,1204.0,7.1,Low,23.9,74.0,2022-05-26 02:00:00
2022-05-27,3,2022,12.8,28.2,SW,5.7,25.0,7.1,Medium,24.0,66.0,2022-05-27 02:00:00
2022-05-28,3,2022,9.7,17.3,NW,0.0,-100.0,7.1,Low,24.5,63.0,2022-05-28 02:00:00
2022-05-29,3,2022,11.9,27.7,NE,2.2,0.0,7.1,Medium,23.3,68.0,2022-05-29 02:00:00
2022-05-30,3,2022,9.2,25.0,S,0.0,-100.0,7.0,Medium,24.0,64.0,2022-05-30 02:00:00
2022-05-31,3,2022,8.2,22.4,SW,1.2,0.0,7.1,Medium,23.0,68.0,2022-05-31 02:00:00
2022-06-01,3,2022,11.0,19.8,SW,5.3,338.0,7.1,Medium,23.6,65.0,2022-06-01 02:00:00
2022-06-02,3,2022,11.7,22.0,W,0.0,-100.0,7.1,Medium,22.8,70.0,2022-06-02 02:00:00
2022-06-03,3,2022,10.6,27.1,NE,4.2,0.0,6.9,Medium,23.1,70.0,2022-06-03 02:00:00
2022-06-04,3,2022,13.1,19.4,E,7.2,71.0,7.1,Medium,23.1,68.0,2022-06-04 02:00:00
2022-06-05,3,2022,8.9,20.4,SW,2.1,-70.0,7.2,Med-High,22.4,66.0,2022-06-05 02:00:00
2022-06-06,3,2022,8.9,26.1,S,0.0,-98.0,7.0,Medium,23.0,68.0,2022-06-06 02:00:00
2022-06-07,3,2022,9.2,18.8,W,0.1,186.0,7.0,Medium,23.6,69.0,2022-06-07 02:00:00
2022-06-08,3,2022,8.4,24.4,SW,2.6,1920.0,6.8,Med-High,23.7,63.0,2022-06-08 02:00:00
2022-06-09,3,2022,11.7,17.5,NW,0.7,-74.0,6.9,Med-High,23.1,70.0,2022-06-09 02:00:00
2022-06-10,3,2022,11.8,25.1,SE,0.8,13.0,7.2,Medium,24.6,66.0,2022-06-10 02:00:00
2022-06-11,3,2022,10.4,18.6,NE,0.0,-100.0,7.0,Medium,24.3,64.0,2022-06-11 02:00:00
2022-06-12,3,2022,12.0,29.7,NW,1.9,0.0,7.1,Medium,23.6,67.0,2022-06-12 02:00:00
2022-06-13,3,2022,10.6,21.8,SW,0.0,-100.0,7.1,Medium,24.3,67.0,2022-06-13 02:00:00
2022-06-14,3,2022,10.2,22.5,NW,0.7,0.0,7.0,Medium,24.2,71.0,2022-06-14 02:00:00
2022-06-15,3,2022,9.9,18.5,NE,4.3,503.0,7.1,Medium,23.3,66.0,2022-06-15 02:00:00
2022-06-16,3,2022,12.3,17.8,SW,1.0,-76.0,6.8,Medium,24.1,68.0,2022-06-16 02:00:00
2022-06-17,3,2022,8.4,21.6,E,0.0,-100.0,6.9,Low,23.1,70.0,2022-06-17 02:00:00
2022-06-18,3,2022,10.7,27.7,E,0.8,0.0,7.1,Low,24.2,71.0,2022-06-18 02:00:00
2022-06-19,3,2022,9.5,21.2,NE,0.0,-100.0,7.0,Low,24.4,62.0,2022-06-19 02:00:00
2022-06-20,3,2022,8.8,24.0,N,0.5,0.0,7.1,Low,24.3,66.0,2022-06-20 02:00:00
2022-06-21,3,2022,9.4,20.1,SW,0.7,52.0,7.0,Low,24.5,71.0,2022-06-21 02:00:00
2022-06-22,3,2022,11.7,19.5,S,0.0,-100.0,7.0,Low,24.6,66.0,2022-06-22 02:00:00
2022-06-23,3,2022,10.1,15.2,SW,0.1,0.0,7.1,Low,24.1,66.0,2022-06-23 02:00:00
2022-06-24,3,2022,12.5,24.8,N,0.5,589.0,7.1,Low,23.8,64.0,2022-06-24 02:00:00
2022-06-25,3,2022,10.9,16.8,NW,1.8,300.0,7.1,Low,23.9,66.0,2022-06-25 02:00:00
2022-06-26,3,2022,10.0,17.1,NE,2.4,28.0,6.9,Low,24.1,68.0,2022-06-26 02:00:00
2022-06-27,3,2022,11.5,19.8,S,1.7,-27.0,6.9,Low,22.8,67.0,2022-06-27 02:00:00
2022-06-28,3,2022,12.7,24.2,SE,0.3,-81.0,7.1,Low,24.6,68.0,2022-06-28 02:00:00
2022-06-29,3,2022,9.9,15.3,NE,2.3,610.0,6.9,Low,23.3,70.0,2022-06-29 02:00:00
2022-06-30,3,2022,10.1,18.5,NE,2.0,-13.0,6.9,Low,24.3,64.0,2022-06-30 02:00:00
2022-07-01,3,2022,11.3,17.5,SE,0.1,-95.0,6.9,Low,22.9,72.0,2022-07-01 02:00:00
2022-07-02,3,2022,12.6,26.2,E,0.0,-100.0,6.9,Low,24.5,71.0,2022-07-02 02:00:00
2022-07-03,3,2022,8.7,22.6,S,0.1,0.0,7.1,Low,23.4,72.0,2022-07-03 02:00:00
2022-07-04,3,2022,11.1,17.4,W,1.5,1464.0,6.9,Low,24.4,64.0,2022-07-04 02:00:00
2022-07-05,3,2022,9.7,25.0,NE,0.6,-60.0,6.9,Low,25.1,64.0,2022-07-05 02:00:00
2022-07-06,3,2022,13.1,21.1,SW,1.0,67.0,7.0,Low,24.0,60.0,2022-07-06 02:00:00
2022-07-07,3,2022,10.8,26.0,NW,0.7,-34.0,7.2,Low,23.7,65.0,2022-07-07 02:00:00
2022-07-08,3,2022,11.6,21.0,N,0.3,-54.0,7.2,Low,23.3,65.0,2022-07-08 02:00:00
2022-07-09,3,2022,10.1,23.9,W,9.2,2889.0,7.0,Low,23.5,67.0,2022-07-09 02:00:00
2022-07-10,3,2022,10.7,23.8,NE,0.2,-98.0,7.2,Low,24.4,62.0,2022-07-10 02:00:00
