time,region_id,year_id,ndvi,ndwi,land_surface_temperature_c,satellite_soil_moisture_percent,satellite_source,vegetation_condition_index,evapotranspiration_sebal_mmday,updated_at
2020-09-12,3,2020,0.611,0.342,28.19,26.71,MODIS,31.01,6.41,2020-09-12 02:00:00
2020-09-13,3,2020,0.646,0.245,29.71,27.6,MODIS,46.37,5.51,2020-09-13 02:00:00
2020-09-14,3,2020,0.603,0.273,27.78,26.61,MODIS,27.88,6.64,2020-09-14 02:00:00
2020-09-15,3,2020,0.597,0.209,28.03,27.56,MODIS,25.2,6.26,2020-09-15 02:00:00
2020-09-16,3,2020,0.645,0.245,29.07,28.56,MODIS,45.74,6.6,2020-09-16 02:00:00
2020-09-17,3,2020,0.627,0.175,28.35,29.08,MODIS,38.01,6.4,2020-09-17 02:00:00
2020-09-18,3,2020,0.627,0.234,27.85,29.62,MODIS,38.19,5.85,2020-09-18 02:00:00
2020-09-19,3,2020,0.623,0.216,29.56,31.12,MODIS,36.42,6.87,2020-09-19 02:00:00
2020-09-20,3,2020,0.599,0.303,29.16,28.42,MODIS,25.77,6.0,2020-09-20 02:00:00
2020-09-21,3,2020,0.615,0.197,29.76,27.51,MODIS,32.96,6.81,2020-09-21 02:00:00
2020-09-22,3,2020,0.626,0.276,28.88,28.31,MODIS,37.69,6.14,2020-09-22 02:00:00
2020-09-23,3,2020,0.629,0.313,28.62,24.35,MODIS,38.68,6.02,2020-09-23 02:00:00
2020-09-24,3,2020,0.608,0.243,28.55,30.08,MODIS,30.03,6.42,2020-09-24 02:00:00
2020-09-25,3,2020,0.63,0.214,29.57,25.54,MODIS,39.46,6.53,2020-09-25 02:00:00
2020-09-26,3,2020,0.648,0.206,29.56,24.56,MODIS,46.85,7.47,2020-09-26 02:00:00
2020-09-27,3,2020,0.617,0.357,28.75,23.72,MODIS,33.58,6.8,2020-09-27 02:00:00
2020-09-28,3,2020,0.643,0.2,28.66,25.12,MODIS,45.11,6.52,2020-09-28 02:00:00
2020-09-29,3,2020,0.616,0.346,29.19,24.46,MODIS,33.49,6.83,2020-09-29 02:00:00
2020-09-30,3,2020,0.618,0.219,29.22,26.02,MODIS,34.07,7.23,2020-09-30 02:00:00
2020-10-01,3,2020,0.618,0.377,27.35,26.54,MODIS,33.96,6.0,2020-10-01 02:00:00
2020-10-02,3,2020,0.625,0.192,29.21,29.04,MODIS,37.07,7.17,2020-10-02 02:00:00
2020-10-03,3,2020,0.578,0.264,28.3,25.25,MODIS,16.71,6.46,2020-10-03 02:00:00
2020-10-04,3,2020,0.623,0.202,28.91,26.32,MODIS,36.29,6.9,2020-10-04 02:00:00
2020-10-05,3,2020,0.602,0.356,28.45,25.95,MODIS,27.05,6.72,2020-10-05 02:00:00
2020-10-06,3,2020,0.658,0.222,29.51,26.66,MODIS,51.35,6.31,2020-10-06 02:00:00
2020-10-07,3,2020,0.6,0.262,28.37,23.84,MODIS,26.42,6.8,2020-10-07 02:00:00
2020-10-08,3,2020,0.565,0.211,27.93,23.38,MODIS,11.39,6.43,2020-10-08 02:00:00
2020-10-09,3,2020,0.607,0.223,29.46,26.93,MODIS,29.62,5.84,2020-10-09 02:00:00
2020-10-10,3,2020,0.591,0.192,28.32,25.53,MODIS,22.72,6.96,2020-10-10 02:00:00
2020-10-11,3,2020,0.619,0.262,29.42,25.86,MODIS,34.63,5.63,2020-10-11 02:00:00
2020-10-12,3,2020,0.592,0.202,28.42,23.09,MODIS,22.82,7.51,2020-10-12 02:00:00
2020-10-13,3,2020,0.624,0.324,28.8,26.96,MODIS,36.53,5.93,2020-10-13 02:00:00
2020-10-14,3,2020,0.596,0.327,29.54,27.83,MODIS,24.73,6.31,2020-10-14 02:00:00
2020-10-15,3,2020,0.597,0.258,29.94,25.54,MODIS,25.05,6.91,2020-10-15 02:00:00
2020-10-16,3,2020,0.627,0.214,30.21,22.16,MODIS,37.81,6.47,2020-10-16 02:00:00
2020-10-17,3,2020,0.619,0.285,28.82,27.28,MODIS,34.62,7.21,2020-10-17 02:00:00
2020-10-18,3,2020,0.612,0.328,29.17,23.86,MODIS,31.43,6.37,2020-10-18 02:00:00
2020-10-19,3,2020,0.601,0.498,29.69,25.89,MODIS,26.98,6.59,2020-10-19 02:00:00
2020-10-20,3,2020,0.602,0.263,30.14,23.15,MODIS,27.05,7.31,2020-10-20 02:00:00
2020-10-21,3,2020,0.622,0.51,28.27,25.3,MODIS,36.02,6.42,2020-10-21 02:00:00
2020-10-22,3,2020,0.602,0.196,29.18,25.9,MODIS,27.04,6.11,2020-10-22 02:00:00
2020-10-23,3,2020,0.602,0.212,29.2,26.0,MODIS,27.37,6.57,2020-10-23 02:00:00
2020-10-24,3,2020,0.623,0.303,29.06,25.16,MODIS,36.49,6.64,2020-10-24 02:00:00
2020-10-25,3,2020,0.598,0.382,28.43,25.3,MODIS,25.52,7.15,2020-10-25 02:00:00
2020-10-26,3,2020,0.6,0.235,29.07,25.71,MODIS,26.48,6.46,2020-10-26 02:00:00
2020-10-27,3,2020,0.601,0.23,27.95,24.44,MODIS,26.85,6.46,2020-10-27 02:00:00
2020-10-28,3,2020,0.595,0.227,28.67,27.18,MODIS,24.12,7.08,2020-10-28 02:00:00
2020-10-29,3,2020,0.583,0.179,29.24,28.67,MODIS,18.89,6.53,2020-10-29 02:00:00
2020-10-30,3,2020,0.602,0.254,28.0,20.72,MODIS,27.21,7.6,2020-10-30 02:00:00
2020-10-31,3,2020,0.573,0.213,29.18,23.65,MODIS,14.93,6.59,2020-10-31 02:00:00
2020-11-01,3,2020,0.607,0.292,29.19,23.53,MODIS,29.37,7.21,2020-11-01 02:00:00
2020-11-02,3,2020,0.592,0.338,28.89,23.16,MODIS,23.09,6.8,2020-11-02 02:00:00
2020-11-03,3,2020,0.557,0.21,28.53,26.36,MODIS,7.98,7.11,2020-11-03 02:00:00
2020-11-04,3,2020,0.598,0.225,27.76,22.03,MODIS,25.42,6.27,2020-11-04 02:00:00
2020-11-05,3,2020,0.591,0.222,29.72,27.38,MODIS,22.56,6.71,2020-11-05 02:00:00
2020-11-06,3,2020,0.607,0.301,29.68,26.16,MODIS,29.32,5.87,2020-11-06 02:00:00
2020-11-07,3,2020,0.583,0.167,29.81,24.73,MODIS,18.86,6.68,2020-11-07 02:00:00
2020-11-08,3,2020,0.597,0.168,30.5,25.89,MODIS,24.99,6.48,2020-11-08 02:00:00
2020-11-09,3,2020,0.597,0.216,28.74,26.11,MODIS,25.17,6.68,2020-11-09 02:00:00
2020-11-10,3,2020,0.589,0.366,29.9,22.89,MODIS,21.83,7.27,2020-11-10 02:00:00
2020-11-11,3,2020,0.592,0.218,29.84,21.4,MODIS,22.99,7.2,2020-11-11 02:00:00
2020-11-12,3,2020,0.607,0.298,28.85,24.8,MODIS,29.2,7.36,2020-11-12 02:00:00
2020-11-13,3,2020,0.603,0.467,30.52,23.07,MODIS,27.47,6.8,2020-11-13 02:00:00
2020-11-14,3,2020,0.601,0.28,30.11,22.85,MODIS,26.62,6.43,2020-11-14 02:00:00
2020-11-15,3,2020,0.597,0.211,30.27,29.49,MODIS,24.9,5.96,2020-11-15 02:00:00
2020-11-16,3,2020,0.583,0.242,28.39,27.14,MODIS,18.89,7.14,2020-11-16 02:00:00
2020-11-17,3,2020,0.605,0.216,29.51,28.6,MODIS,28.67,6.24,2020-11-17 02:00:00
2020-11-18,3,2020,0.6,0.215,30.32,24.75,MODIS,26.59,6.65,2020-11-18 02:00:00
2020-11-19,3,2020,0.565,0.232,29.47,23.59,MODIS,11.32,6.82,2020-11-19 02:00:00
2020-11-20,3,2020,0.558,0.186,30.12,26.16,MODIS,8.29,5.79,2020-11-20 02:00:00
2020-11-21,3,2020,0.59,0.589,29.05,23.93,MODIS,22.23,6.97,2020-11-21 02:00:00
2020-11-22,3,2020,0.587,0.222,29.24,24.93,MODIS,20.74,7.52,2020-11-22 02:00:00
2020-11-23,3,2020,0.584,0.199,28.56,24.01,MODIS,19.68,8.38,2020-11-23 02:00:00
2020-11-24,3,2020,0.588,0.295,28.79,27.46,MODIS,21.04,7.22,2020-11-24 02:00:00
2020-11-25,3,2020,0.592,0.245,30.52,22.25,MODIS,22.9,5.99,2020-11-25 02:00:00
2020-11-26,3,2020,0.586,0.221,29.93,21.33,MODIS,20.54,6.39,2020-11-26 02:00:00
2020-11-27,3,2020,0.588,0.203,29.47,28.39,MODIS,21.22,6.95,2020-11-27 02:00:00
2020-11-28,3,2020,0.597,0.206,28.95,21.66,MODIS,25.08,6.62,2020-11-28 02:00:00
2020-11-29,3,2020,0.588,0.22,29.08,25.03,MODIS,21.34,6.52,2020-11-29 02:00:00
2020-11-30,3,2020,0.576,0.259,30.35,22.41,MODIS,16.17,7.11,2020-11-30 02:00:00
2020-12-01,3,2020,0.594,0.283,29.68,23.58,MODIS,23.79,6.04,2020-12-01 02:00:00
2020-12-02,3,2020,0.621,0.253,29.37,24.25,MODIS,35.4,6.72,2020-12-02 02:00:00
2020-12-03,3,2020,0.557,0.314,30.85,25.69,MODIS,7.87,6.97,2020-12-03 02:00:00
2020-12-04,3,2020,0.578,0.219,29.76,27.59,MODIS,16.95,6.95,2020-12-04 02:00:00
2020-12-05,3,2020,0.574,0.227,30.33,24.22,MODIS,15.11,6.35,2020-12-05 02:00:00
2020-12-06,3,2020,0.573,0.311,29.49,24.48,MODIS,14.59,6.86,2020-12-06 02:00:00
2020-12-07,3,2020,0.578,0.227,29.48,24.43,MODIS,16.86,7.1,2020-12-07 02:00:00
2020-12-08,3,2020,0.599,0.238,30.36,28.13,MODIS,25.98,6.07,2020-12-08 02:00:00
2020-12-09,3,2020,0.59,0.237,29.38,22.08,MODIS,22.29,6.94,2020-12-09 02:00:00
2020-12-10,3,2020,0.612,0.174,29.49,24.05,MODIS,31.34,6.65,2020-12-10 02:00:00
2020-12-11,3,2020,0.575,0.229,29.37,26.94,MODIS,15.55,7.08,2020-12-11 02:00:00
2020-12-12,3,2020,0.589,0.264,28.94,22.06,MODIS,21.55,7.97,2020-12-12 02:00:00
2020-12-13,3,2020,0.539,0.198,28.37,25.0,MODIS,0.0,7.6,2020-12-13 02:00:00
2020-12-14,3,2020,0.586,0.285,29.87,23.76,MODIS,20.17,6.75,2020-12-14 02:00:00
2020-12-15,3,2020,0.606,0.182,29.34,24.08,MODIS,29.15,6.44,2020-12-15 02:00:00
2020-12-16,3,2020,0.581,0.208,29.82,22.22,MODIS,18.09,7.73,2020-12-16 02:00:00
2020-12-17,3,2020,0.583,0.464,30.95,17.99,MODIS,19.01,6.79,2020-12-17 02:00:00
2020-12-18,3,2020,0.568,0.539,29.66,25.33,MODIS,12.72,6.61,2020-12-18 02:00:00
2020-12-19,3,2020,0.577,0.185,29.0,27.84,MODIS,16.7,6.28,2020-12-19 02:00:00
2020-12-20,3,2020,0.577,0.19,30.39,25.93,MODIS,16.64,6.77,2020-12-20 02:00:00
2020-12-21,3,2020,0.57,0.239,29.64,23.54,MODIS,13.4,6.64,2020-12-21 02:00:00
2020-12-22,3,2020,0.567,0.342,29.45,26.11,MODIS,12.13,6.88,2020-12-22 02:00:00
2020-12-23,3,2020,0.558,0.326,31.18,20.86,MODIS,8.27,7.41,2020-12-23 02:00:00
2020-12-24,3,2020,0.572,0.208,29.5,23.94,MODIS,14.51,6.47,2020-12-24 02:00:00
2020-12-25,3,2020,0.585,0.256,30.24,24.18,MODIS,20.12,6.49,2020-12-25 02:00:00
2020-12-26,3,2020,0.591,0.221,30.46,25.51,MODIS,22.48,5.95,2020-12-26 02:00:00
2020-12-27,3,2020,0.591,0.225,28.97,20.97,MODIS,22.65,6.72,2020-12-27 02:00:00
2020-12-28,3,2020,0.576,0.232,29.88,26.98,MODIS,16.24,6.72,2020-12-28 02:00:00
2020-12-29,3,2020,0.572,0.341,30.48,24.09,MODIS,14.4,7.25,2020-12-29 02:00:00
2020-12-30,3,2020,0.547,0.335,30.7,23.09,MODIS,3.63,7.23,2020-12-30 02:00:00
2020-12-31,3,2020,0.573,0.154,30.44,25.46,MODIS,14.95,7.18,2020-12-31 02:00:00
2021-01-01,3,2021,0.744,0.198,26.19,30.64,MODIS,82.49,5.45,2021-01-01 02:00:00
2021-01-02,3,2021,0.76,0.241,26.17,31.0,MODIS,88.79,5.24,2021-01-02 02:00:00
2021-01-03,3,2021,0.756,0.203,25.26,31.49,MODIS,87.46,5.83,2021-01-03 02:00:00
2021-01-04,3,2021,0.788,0.294,25.81,34.62,MODIS,100.0,5.48,2021-01-04 02:00:00
2021-01-05,3,2021,0.743,0.245,26.71,30.06,MODIS,82.2,5.36,2021-01-05 02:00:00
2021-01-06,3,2021,0.758,0.249,25.08,28.49,MODIS,88.19,5.56,2021-01-06 02:00:00
2021-01-07,3,2021,0.736,0.189,27.49,28.14,MODIS,79.15,5.59,2021-01-07 02:00:00
2021-01-08,3,2021,0.734,0.203,26.45,31.1,MODIS,78.62,5.24,2021-01-08 02:00:00
2021-01-09,3,2021,0.73,0.245,25.39,32.59,MODIS,76.8,5.45,2021-01-09 02:00:00
2021-01-10,3,2021,0.726,0.177,25.25,28.6,MODIS,75.28,5.69,2021-01-10 02:00:00
2021-01-11,3,2021,0.744,0.224,26.13,30.91,MODIS,82.52,5.06,2021-01-11 02:00:00
2021-01-12,3,2021,0.734,0.235,26.92,28.17,MODIS,78.71,4.93,2021-01-12 02:00:00
2021-01-13,3,2021,0.738,0.36,24.36,27.52,MODIS,79.97,5.1,2021-01-13 02:00:00
2021-01-14,3,2021,0.743,0.228,26.63,29.23,MODIS,82.12,6.15,2021-01-14 02:00:00
2021-01-15,3,2021,0.759,0.166,25.82,28.81,MODIS,88.51,5.88,2021-01-15 02:00:00
2021-01-16,3,2021,0.727,0.364,26.47,32.04,MODIS,75.85,4.91,2021-01-16 02:00:00
2021-01-17,3,2021,0.72,0.235,26.86,29.19,MODIS,72.97,5.69,2021-01-17 02:00:00
2021-01-18,3,2021,0.754,0.194,25.7,27.34,MODIS,86.75,5.78,2021-01-18 02:00:00
2021-01-19,3,2021,0.736,0.271,26.69,28.4,MODIS,79.35,5.18,2021-01-19 02:00:00
2021-01-20,3,2021,0.753,0.239,26.33,29.16,MODIS,86.04,5.9,2021-01-20 02:00:00
2021-01-21,3,2021,0.733,0.324,25.88,28.77,MODIS,78.23,5.48,2021-01-21 02:00:00
2021-01-22,3,2021,0.73,0.215,27.25,27.65,MODIS,76.77,5.19,2021-01-22 02:00:00
2021-01-23,3,2021,0.738,0.282,26.91,29.59,MODIS,80.32,5.42,2021-01-23 02:00:00
2021-01-24,3,2021,0.76,0.277,25.75,31.86,MODIS,89.09,5.3,2021-01-24 02:00:00
2021-01-25,3,2021,0.746,0.212,25.41,31.44,MODIS,83.53,5.62,2021-01-25 02:00:00
2021-01-26,3,2021,0.742,0.264,26.65,27.65,MODIS,81.73,5.98,2021-01-26 02:00:00
2021-01-27,3,2021,0.765,0.268,25.95,26.49,MODIS,90.78,5.66,2021-01-27 02:00:00
2021-01-28,3,2021,0.729,0.198,26.02,32.45,MODIS,76.63,5.94,2021-01-28 02:00:00
2021-01-29,3,2021,0.76,0.239,26.8,31.01,MODIS,89.03,4.47,2021-01-29 02:00:00
2021-01-30,3,2021,0.735,0.216,25.74,31.57,MODIS,78.92,6.26,2021-01-30 02:00:00
2021-01-31,3,2021,0.765,0.27,26.97,29.72,MODIS,90.82,5.52,2021-01-31 02:00:00
2021-02-01,3,2021,0.713,0.206,26.82,27.59,MODIS,70.13,5.12,2021-02-01 02:00:00
2021-02-02,3,2021,0.727,0.218,26.78,30.08,MODIS,75.75,5.82,2021-02-02 02:00:00
2021-02-03,3,2021,0.741,0.263,25.59,28.98,MODIS,81.49,6.51,2021-02-03 02:00:00
2021-02-04,3,2021,0.758,0.244,25.63,25.87,MODIS,88.18,6.06,2021-02-04 02:00:00
2021-02-05,3,2021,0.741,0.186,26.48,31.39,MODIS,81.51,5.16,2021-02-05 02:00:00
2021-02-06,3,2021,0.736,0.21,25.92,30.04,MODIS,79.3,5.5,2021-02-06 02:00:00
2021-02-07,3,2021,0.731,0.257,25.91,29.18,MODIS,77.39,5.88,2021-02-07 02:00:00
2021-02-08,3,2021,0.709,0.195,27.68,30.09,MODIS,68.61,5.29,2021-02-08 02:00:00
2021-02-09,3,2021,0.703,0.223,26.49,29.9,MODIS,65.98,6.0,2021-02-09 02:00:00
2021-02-10,3,2021,0.714,0.252,26.11,28.6,MODIS,70.37,6.24,2021-02-10 02:00:00
2021-02-11,3,2021,0.736,0.239,26.22,28.77,MODIS,79.43,4.86,2021-02-11 02:00:00
2021-02-12,3,2021,0.758,0.257,26.61,29.38,MODIS,88.26,5.58,2021-02-12 02:00:00
2021-02-13,3,2021,0.726,0.245,28.26,29.46,MODIS,75.3,6.16,2021-02-13 02:00:00
2021-02-14,3,2021,0.718,0.267,27.6,29.97,MODIS,72.05,5.77,2021-02-14 02:00:00
2021-02-15,3,2021,0.725,0.281,26.21,29.77,MODIS,75.06,5.36,2021-02-15 02:00:00
2021-02-16,3,2021,0.714,0.173,26.15,34.8,MODIS,70.71,6.35,2021-02-16 02:00:00
2021-02-17,3,2021,0.73,0.222,27.68,25.64,MODIS,76.85,5.22,2021-02-17 02:00:00
2021-02-18,3,2021,0.761,0.188,26.37,27.23,MODIS,89.49,5.74,2021-02-18 02:00:00
2021-02-19,3,2021,0.729,0.231,26.78,24.74,MODIS,76.62,5.62,2021-02-19 02:00:00
2021-02-20,3,2021,0.709,0.252,27.37,30.57,MODIS,68.38,5.91,2021-02-20 02:00:00
2021-02-21,3,2021,0.712,0.227,26.62,29.91,MODIS,69.74,5.28,2021-02-21 02:00:00
2021-02-22,3,2021,0.728,0.226,26.06,28.1,MODIS,76.2,5.82,2021-02-22 02:00:00
2021-02-23,3,2021,0.734,0.248,27.06,29.97,MODIS,78.37,6.01,2021-02-23 02:00:00
2021-02-24,3,2021,0.729,0.262,27.23,32.49,MODIS,76.36,5.51,2021-02-24 02:00:00
2021-02-25,3,2021,0.724,0.255,25.73,32.04,MODIS,74.64,5.31,2021-02-25 02:00:00
2021-02-26,3,2021,0.723,0.196,26.17,27.22,MODIS,74.11,5.72,2021-02-26 02:00:00
2021-02-27,3,2021,0.712,0.225,25.89,29.63,MODIS,69.62,4.98,2021-02-27 02:00:00
2021-02-28,3,2021,0.678,0.242,26.23,28.47,MODIS,56.21,5.88,2021-02-28 02:00:00
2021-03-01,3,2021,0.716,0.233,25.98,29.03,MODIS,71.45,5.69,2021-03-01 02:00:00
2021-03-02,3,2021,0.73,0.217,26.25,28.99,MODIS,76.97,5.8,2021-03-02 02:00:00
2021-03-03,3,2021,0.711,0.284,28.72,30.54,MODIS,69.27,4.88,2021-03-03 02:00:00
2021-03-04,3,2021,0.697,0.222,26.62,26.47,MODIS,63.8,5.31,2021-03-04 02:00:00
2021-03-05,3,2021,0.726,0.269,27.46,26.67,MODIS,75.39,6.06,2021-03-05 02:00:00
2021-03-06,3,2021,0.744,0.163,26.72,30.03,MODIS,82.58,5.97,2021-03-06 02:00:00
2021-03-07,3,2021,0.722,0.189,27.4,25.15,MODIS,73.71,5.59,2021-03-07 02:00:00
2021-03-08,3,2021,0.717,0.254,27.12,29.36,MODIS,71.53,5.33,2021-03-08 02:00:00
2021-03-09,3,2021,0.727,0.227,26.84,27.99,MODIS,75.89,5.58,2021-03-09 02:00:00
2021-03-10,3,2021,0.712,0.247,26.48,27.33,MODIS,69.55,6.33,2021-03-10 02:00:00
2021-03-11,3,2021,0.746,0.282,26.01,29.56,MODIS,83.19,5.9,2021-03-11 02:00:00
2021-03-12,3,2021,0.716,0.266,27.22,27.36,MODIS,71.14,6.35,2021-03-12 02:00:00
2021-03-13,3,2021,0.75,0.232,25.45,29.81,MODIS,84.85,5.83,2021-03-13 02:00:00
2021-03-14,3,2021,0.711,0.225,27.22,25.74,MODIS,69.41,5.77,2021-03-14 02:00:00
2021-03-15,3,2021,0.71,0.194,25.72,28.31,MODIS,68.9,5.84,2021-03-15 02:00:00
2021-03-16,3,2021,0.71,0.192,27.71,33.51,MODIS,68.98,5.33,2021-03-16 02:00:00
2021-03-17,3,2021,0.719,0.28,26.3,29.23,MODIS,72.36,5.87,2021-03-17 02:00:00
2021-03-18,3,2021,0.731,0.213,27.77,26.02,MODIS,77.21,5.65,2021-03-18 02:00:00
2021-03-19,3,2021,0.754,0.23,25.96,29.71,MODIS,86.49,5.35,2021-03-19 02:00:00
2021-03-20,3,2021,0.702,0.207,27.42,30.28,MODIS,65.65,5.9,2021-03-20 02:00:00
2021-03-21,3,2021,0.724,0.212,27.98,30.65,MODIS,74.63,5.94,2021-03-21 02:00:00
2021-03-22,3,2021,0.717,0.187,27.34,29.5,MODIS,71.89,5.89,2021-03-22 02:00:00
2021-03-23,3,2021,0.709,0.233,26.41,27.48,MODIS,68.36,5.78,2021-03-23 02:00:00
2021-03-24,3,2021,0.734,0.199,27.8,30.39,MODIS,78.64,5.84,2021-03-24 02:00:00
2021-03-25,3,2021,0.672,0.249,27.81,26.84,MODIS,53.63,5.86,2021-03-25 02:00:00
2021-03-26,3,2021,0.724,0.194,26.75,25.95,MODIS,74.48,5.3,2021-03-26 02:00:00
2021-03-27,3,2021,0.725,0.192,27.47,28.06,MODIS,75.05,5.48,2021-03-27 02:00:00
2021-03-28,3,2021,0.695,0.309,26.8,26.4,MODIS,63.09,6.16,2021-03-28 02:00:00
2021-03-29,3,2021,0.71,0.247,26.87,30.1,MODIS,68.81,5.67,2021-03-29 02:00:00
2021-03-30,3,2021,0.687,0.371,27.53,24.4,MODIS,59.55,6.19,2021-03-30 02:00:00
2021-03-31,3,2021,0.715,0.186,26.82,28.9,MODIS,70.86,5.53,2021-03-31 02:00:00
2021-04-01,3,2021,0.71,0.194,28.2,26.34,MODIS,68.88,6.01,2021-04-01 02:00:00
2021-04-02,3,2021,0.697,0.23,28.11,25.55,MODIS,63.77,5.25,2021-04-02 02:00:00
2021-04-03,3,2021,0.684,0.257,27.61,29.8,MODIS,58.53,6.59,2021-04-03 02:00:00
2021-04-04,3,2021,0.693,0.226,26.91,28.53,MODIS,62.01,5.44,2021-04-04 02:00:00
2021-04-05,3,2021,0.71,0.284,26.98,25.17,MODIS,69.07,6.45,2021-04-05 02:00:00
2021-04-06,3,2021,0.691,0.161,26.83,30.67,MODIS,61.43,5.42,2021-04-06 02:00:00
2021-04-07,3,2021,0.692,0.21,25.91,27.3,MODIS,61.83,5.68,2021-04-07 02:00:00
2021-04-08,3,2021,0.706,0.188,27.36,25.51,MODIS,67.25,5.16,2021-04-08 02:00:00
2021-04-09,3,2021,0.691,0.176,27.02,23.99,MODIS,61.5,4.69,2021-04-09 02:00:00
2021-04-10,3,2021,0.709,0.305,27.84,23.39,MODIS,68.57,6.11,2021-04-10 02:00:00
2021-04-11,3,2021,0.701,0.294,27.98,26.74,MODIS,65.23,6.07,2021-04-11 02:00:00
2021-04-12,3,2021,0.706,0.214,26.39,30.44,MODIS,67.51,6.17,2021-04-12 02:00:00
2021-04-13,3,2021,0.658,0.294,26.41,26.53,MODIS,48.13,6.17,2021-04-13 02:00:00
2021-04-14,3,2021,0.697,0.202,26.66,29.56,MODIS,63.67,5.68,2021-04-14 02:00:00
2021-04-15,3,2021,0.7,0.203,27.07,27.51,MODIS,64.98,6.23,2021-04-15 02:00:00
2021-04-16,3,2021,0.683,0.269,26.8,31.21,MODIS,58.09,5.65,2021-04-16 02:00:00
2021-04-17,3,2021,0.717,0.263,26.14,30.08,MODIS,71.6,5.97,2021-04-17 02:00:00
2021-04-18,3,2021,0.685,0.18,27.4,30.53,MODIS,59.01,6.11,2021-04-18 02:00:00
2021-04-19,3,2021,0.701,0.177,26.87,32.39,MODIS,65.45,5.48,2021-04-19 02:00:00
2021-04-20,3,2021,0.696,0.24,28.27,31.02,MODIS,63.41,5.79,2021-04-20 02:00:00
2021-04-21,3,2021,0.714,0.2,28.02,28.6,MODIS,70.6,6.24,2021-04-21 02:00:00
2021-04-22,3,2021,0.697,0.239,27.88,28.59,MODIS,63.57,5.67,2021-04-22 02:00:00
2021-04-23,3,2021,0.688,0.248,27.01,29.53,MODIS,60.14,5.38,2021-04-23 02:00:00
2021-04-24,3,2021,0.69,0.462,26.98,25.13,MODIS,60.79,6.06,2021-04-24 02:00:00
2021-04-25,3,2021,0.707,0.2,26.91,30.38,MODIS,67.62,6.14,2021-04-25 02:00:00
2021-04-26,3,2021,0.711,0.377,27.09,27.96,MODIS,69.39,6.35,2021-04-26 02:00:00
2021-04-27,3,2021,0.698,0.205,27.85,28.11,MODIS,64.13,6.28,2021-04-27 02:00:00
2021-04-28,3,2021,0.679,0.308,26.98,28.28,MODIS,56.59,7.03,2021-04-28 02:00:00
2021-04-29,3,2021,0.677,0.227,27.61,25.03,MODIS,55.74,5.4,2021-04-29 02:00:00
2021-04-30,3,2021,0.702,0.19,27.8,27.12,MODIS,65.65,6.81,2021-04-30 02:00:00
2021-05-01,3,2021,0.688,0.23,26.87,28.55,MODIS,60.12,6.04,2021-05-01 02:00:00
2021-05-02,3,2021,0.67,0.189,27.68,30.96,MODIS,52.74,6.35,2021-05-02 02:00:00
2021-05-03,3,2021,0.676,0.238,27.79,29.23,MODIS,55.15,5.22,2021-05-03 02:00:00
2021-05-04,3,2021,0.684,0.313,27.25,28.53,MODIS,58.44,6.3,2021-05-04 02:00:00
2021-05-05,3,2021,0.713,0.223,27.2,31.79,MODIS,70.19,6.14,2021-05-05 02:00:00
2021-05-06,3,2021,0.697,0.259,26.67,31.45,MODIS,63.67,5.61,2021-05-06 02:00:00
2021-05-07,3,2021,0.66,0.201,26.32,27.53,MODIS,48.7,5.57,2021-05-07 02:00:00
2021-05-08,3,2021,0.689,0.243,27.93,28.28,MODIS,60.69,6.41,2021-05-08 02:00:00
2021-05-09,3,2021,0.685,0.268,27.21,29.38,MODIS,58.84,5.69,2021-05-09 02:00:00
2021-05-10,3,2021,0.683,0.238,27.43,25.93,MODIS,57.97,6.28,2021-05-10 02:00:00
2021-05-11,3,2021,0.678,0.215,28.12,27.99,MODIS,55.95,6.43,2021-05-11 02:00:00
2021-05-12,3,2021,0.691,0.392,26.52,26.66,MODIS,61.12,6.49,2021-05-12 02:00:00
2021-05-13,3,2021,0.664,0.206,27.22,30.98,MODIS,50.31,5.66,2021-05-13 02:00:00
2021-05-14,3,2021,0.68,0.197,27.48,28.62,MODIS,57.09,6.31,2021-05-14 02:00:00
2021-05-15,3,2021,0.679,0.6,28.64,30.89,MODIS,56.43,5.91,2021-05-15 02:00:00
2021-05-16,3,2021,0.696,0.242,28.17,29.22,MODIS,63.45,6.19,2021-05-16 02:00:00
2021-05-17,3,2021,0.689,0.212,26.47,29.38,MODIS,60.58,5.97,2021-05-17 02:00:00
2021-05-18,3,2021,0.692,0.207,27.02,26.5,MODIS,61.67,6.54,2021-05-18 02:00:00
2021-05-19,3,2021,0.69,0.213,27.64,27.07,MODIS,60.78,5.74,2021-05-19 02:00:00
2021-05-20,3,2021,0.684,0.165,26.94,25.38,MODIS,58.33,5.85,2021-05-20 02:00:00
2021-05-21,3,2021,0.678,0.33,27.19,25.37,MODIS,55.95,6.58,2021-05-21 02:00:00
2021-05-22,3,2021,0.699,0.256,26.54,26.85,MODIS,64.64,5.88,2021-05-22 02:00:00
2021-05-23,3,2021,0.668,0.209,27.96,25.17,MODIS,52.18,5.98,2021-05-23 02:00:00
2021-05-24,3,2021,0.671,0.249,28.12,27.84,MODIS,53.24,6.03,2021-05-24 02:00:00
2021-05-25,3,2021,0.677,0.266,27.84,29.13,MODIS,55.87,6.19,2021-05-25 02:00:00
2021-05-26,3,2021,0.688,0.24,27.78,23.73,MODIS,60.07,6.22,2021-05-26 02:00:00
