time,region_id,year_id,moisture_content_percent,sand_ratio,clay_ratio,silt_ratio,root_zone_depth_mm,organic_matter_percent,infiltration_rate_mmhr,field_capacity_percent,wilting_point_percent,salinity_ece_dsm,soil_ph_level,updated_at
2022-11-23,3,2022,9.73,44.53,24.32,31.15,447.0,2.37,11.15,30.29,13.07,1.118,6.7,2022-11-23 02:00:00
2022-11-24,3,2022,7.34,41.55,26.73,31.72,478.0,2.14,10.2,31.07,12.91,1.155,6.7,2022-11-24 02:00:00
2022-11-25,3,2022,5.47,39.59,23.91,36.5,481.0,2.1,11.12,30.83,13.12,1.11,6.8,2022-11-25 02:00:00
2022-11-26,3,2022,5.6,43.97,24.19,31.84,504.0,2.24,13.69,30.85,13.2,1.128,7.0,2022-11-26 02:00:00
2022-11-27,3,2022,5.0,42.86,24.13,33.01,480.0,2.37,11.86,31.81,14.23,1.142,6.8,2022-11-27 02:00:00
2022-11-28,3,2022,5.0,41.3,26.3,32.4,490.0,2.28,10.97,32.31,14.28,1.198,6.9,2022-11-28 02:00:00
2022-11-29,3,2022,5.0,43.81,26.06,30.13,481.0,2.07,11.59,29.16,13.95,1.063,6.8,2022-11-29 02:00:00
2022-11-30,3,2022,5.0,41.74,23.06,35.2,480.0,2.13,12.07,31.29,14.27,1.096,6.6,2022-11-30 02:00:00
2022-12-01,3,2022,5.0,42.85,23.55,33.6,469.0,2.38,12.25,31.22,12.77,1.078,6.7,2022-12-01 02:00:00
2022-12-02,3,2022,5.93,45.68,24.63,29.69,476.0,2.28,12.76,30.31,13.72,1.101,6.8,2022-12-02 02:00:00
2022-12-03,3,2022,5.0,40.31,22.57,37.12,481.0,2.45,11.55,30.58,14.79,1.11,6.6,2022-12-03 02:00:00
2022-12-04,3,2022,5.0,39.89,24.17,35.94,476.0,2.28,14.0,29.19,14.72,1.169,6.7,2022-12-04 02:00:00
2022-12-05,3,2022,5.26,41.25,24.92,33.83,465.0,2.42,11.08,31.26,15.09,1.085,6.7,2022-12-05 02:00:00
2022-12-06,3,2022,5.0,42.75,25.25,32.0,477.0,2.21,11.8,32.75,13.57,1.151,6.7,2022-12-06 02:00:00
2022-12-07,3,2022,7.15,46.25,24.06,29.69,489.0,2.45,12.88,31.75,14.05,1.112,6.7,2022-12-07 02:00:00
2022-12-08,3,2022,9.68,43.29,24.93,31.78,479.0,2.55,11.93,32.55,13.48,1.192,6.6,2022-12-08 02:00:00
2022-12-09,3,2022,16.89,44.81,23.78,31.41,478.0,2.08,11.47,29.2,14.1,1.144,6.7,2022-12-09 02:00:00
2022-12-10,3,2022,13.78,38.94,24.02,37.04,469.0,2.59,11.14,30.49,13.24,1.135,6.6,2022-12-10 02:00:00
2022-12-11,3,2022,10.37,43.65,23.78,32.57,484.0,2.26,11.77,31.17,12.89,1.133,6.7,2022-12-11 02:00:00
2022-12-12,3,2022,21.11,40.84,24.01,35.15,477.0,2.47,13.51,31.76,13.38,1.108,6.9,2022-12-12 02:00:00
2022-12-13,3,2022,25.9,43.05,23.22,33.73,480.0,2.43,12.02,30.63,13.69,1.081,6.8,2022-12-13 02:00:00
2022-12-14,3,2022,24.74,40.85,23.17,35.98,475.0,2.38,9.59,29.53,12.05,1.08,6.6,2022-12-14 02:00:00
2022-12-15,3,2022,25.21,40.34,22.86,36.8,461.0,2.16,13.11,29.33,13.64,1.14,6.6,2022-12-15 02:00:00
2022-12-16,3,2022,24.83,43.86,28.12,28.02,475.0,2.01,11.95,30.6,13.39,1.085,6.7,2022-12-16 02:00:00
2022-12-17,3,2022,27.84,37.67,24.5,37.83,482.0,2.2,12.45,30.96,14.43,1.131,6.6,2022-12-17 02:00:00
2022-12-18,3,2022,22.25,42.77,23.2,34.03,495.0,2.26,10.38,30.73,13.18,1.103,6.7,2022-12-18 02:00:00
2022-12-19,3,2022,23.91,43.04,24.52,32.44,479.0,2.4,12.19,32.58,13.24,1.071,6.7,2022-12-19 02:00:00
2022-12-20,3,2022,21.44,44.66,25.47,29.87,478.0,1.84,12.5,30.25,12.85,1.23,6.6,2022-12-20 02:00:00
2022-12-21,3,2022,19.22,42.98,23.95,33.07,485.0,1.84,14.47,32.11,14.42,1.185,6.6,2022-12-21 02:00:00
2022-12-22,3,2022,15.28,43.0,24.53,32.47,480.0,1.93,12.5,30.33,13.83,1.13,6.6,2022-12-22 02:00:00
2022-12-23,3,2022,13.48,40.94,21.11,37.95,474.0,2.2,13.47,30.17,15.74,1.112,6.7,2022-12-23 02:00:00
2022-12-24,3,2022,13.39,40.3,27.8,31.9,487.0,2.32,12.7,30.38,13.06,1.061,6.6,2022-12-24 02:00:00
2022-12-25,3,2022,11.89,38.32,23.31,38.37,487.0,2.0,11.67,29.62,13.88,1.047,6.8,2022-12-25 02:00:00
2022-12-26,3,2022,9.35,42.75,22.68,34.57,486.0,2.33,11.78,29.83,13.01,1.162,6.6,2022-12-26 02:00:00
2022-12-27,3,2022,12.93,41.64,22.48,35.88,482.0,2.28,10.94,31.95,15.54,1.153,6.6,2022-12-27 02:00:00
2022-12-28,3,2022,9.93,43.93,21.19,34.88,492.0,2.27,13.96,30.65,14.06,1.149,6.6,2022-12-28 02:00:00
2022-12-29,3,2022,7.55,41.61,23.4,34.99,471.0,2.08,10.86,30.93,15.03,1.1,6.6,2022-12-29 02:00:00
2022-12-30,3,2022,5.44,40.14,24.14,35.72,488.0,2.38,10.78,30.64,13.92,1.082,6.6,2022-12-30 02:00:00
2022-12-31,3,2022,6.59,43.13,23.91,32.96,472.0,2.13,10.97,30.87,14.98,1.202,6.8,2022-12-31 02:00:00
2020-01-02,4,2020,33.77,43.28,23.21,33.51,397.0,2.15,11.54,30.08,13.45,0.803,7.1,2020-01-02 02:00:00
2020-01-03,4,2020,36.54,40.74,23.84,35.42,432.0,2.31,12.56,31.02,13.56,0.784,7.0,2020-01-03 02:00:00
2020-01-04,4,2020,35.91,41.42,22.55,36.03,422.0,2.02,14.56,31.56,14.94,0.75,7.1,2020-01-04 02:00:00
2020-01-05,4,2020,35.66,40.21,21.01,38.78,422.0,2.25,13.44,30.0,13.47,0.832,6.9,2020-01-05 02:00:00
2020-01-06,4,2020,36.92,40.66,22.72,36.62,415.0,2.15,11.65,32.77,14.92,0.858,7.0,2020-01-06 02:00:00
2020-01-07,4,2020,35.39,44.26,24.54,31.2,420.0,2.11,12.23,31.57,14.56,0.785,7.2,2020-01-07 02:00:00
2020-01-08,4,2020,33.92,41.19,24.93,33.88,426.0,2.13,10.0,30.93,13.13,0.809,6.8,2020-01-08 02:00:00
2020-01-09,4,2020,35.6,39.99,23.38,36.63,444.0,2.29,13.35,30.3,13.16,0.835,7.1,2020-01-09 02:00:00
2020-01-10,4,2020,31.96,42.45,24.09,33.46,411.0,1.9,11.93,31.7,12.85,0.887,7.0,2020-01-10 02:00:00
2020-01-11,4,2020,33.0,45.34,23.14,31.52,430.0,2.34,11.02,29.71,12.73,0.843,7.2,2020-01-11 02:00:00
2020-01-12,4,2020,34.94,40.94,22.07,36.99,413.0,2.33,9.5,30.68,13.3,0.802,7.0,2020-01-12 02:00:00
2020-01-13,4,2020,33.12,41.3,26.44,32.26,432.0,2.17,11.81,32.11,13.83,0.759,7.1,2020-01-13 02:00:00
2020-01-14,4,2020,31.01,40.76,21.61,37.63,421.0,2.09,12.74,30.44,15.04,0.816,7.0,2020-01-14 02:00:00
2020-01-15,4,2020,29.65,42.47,24.23,33.3,428.0,2.34,12.63,31.01,14.23,0.825,6.9,2020-01-15 02:00:00
2020-01-16,4,2020,28.29,41.6,24.11,34.29,425.0,2.12,12.75,30.48,13.16,0.865,7.0,2020-01-16 02:00:00
2020-01-17,4,2020,29.66,40.26,22.31,37.43,431.0,2.17,10.83,30.17,13.5,0.785,7.1,2020-01-17 02:00:00
2020-01-18,4,2020,29.58,43.62,25.62,30.76,424.0,2.26,14.1,32.0,13.37,0.797,6.9,2020-01-18 02:00:00
2020-01-19,4,2020,28.25,40.23,23.15,36.62,419.0,2.11,12.09,32.41,14.07,0.862,6.9,2020-01-19 02:00:00
2020-01-20,4,2020,31.45,45.81,24.49,29.7,432.0,2.14,13.11,28.43,13.04,0.845,7.1,2020-01-20 02:00:00
2020-01-21,4,2020,29.72,45.4,24.77,29.83,415.0,2.2,11.45,30.01,16.47,0.795,7.1,2020-01-21 02:00:00
2020-01-22,4,2020,29.34,42.74,24.1,33.16,432.0,2.09,11.56,29.66,15.44,0.867,6.9,2020-01-22 02:00:00
2020-01-23,4,2020,30.3,45.24,23.95,30.81,443.0,2.11,13.13,32.41,13.77,0.728,7.0,2020-01-23 02:00:00
2020-01-24,4,2020,32.45,41.38,22.05,36.57,420.0,1.94,12.55,31.13,13.79,0.832,6.8,2020-01-24 02:00:00
2020-01-25,4,2020,28.21,42.61,25.78,31.61,421.0,2.33,12.99,30.6,13.94,0.815,6.9,2020-01-25 02:00:00
2020-01-26,4,2020,29.96,38.64,25.2,36.16,415.0,2.22,11.47,30.26,14.11,0.759,6.9,2020-01-26 02:00:00
2020-01-27,4,2020,28.96,46.02,25.24,28.74,437.0,2.11,11.15,32.06,15.07,0.801,7.0,2020-01-27 02:00:00
2020-01-28,4,2020,30.88,44.87,24.71,30.42,444.0,2.13,12.47,32.13,14.68,0.736,6.9,2020-01-28 02:00:00
2020-01-29,4,2020,37.34,44.06,24.52,31.42,431.0,1.94,12.66,30.25,14.31,0.894,7.0,2020-01-29 02:00:00
2020-01-30,4,2020,36.87,39.96,24.69,35.35,427.0,2.31,12.05,32.66,14.71,0.817,6.9,2020-01-30 02:00:00
2020-01-31,4,2020,40.77,41.36,21.82,36.82,416.0,2.0,9.61,30.75,14.69,0.744,6.8,2020-01-31 02:00:00
2020-02-01,4,2020,38.8,43.72,23.56,32.72,418.0,2.38,12.68,30.44,14.4,0.873,6.9,2020-02-01 02:00:00
2020-02-02,4,2020,36.38,42.5,23.76,33.74,419.0,2.16,12.97,32.24,13.74,0.808,7.0,2020-02-02 02:00:00
2020-02-03,4,2020,40.33,39.27,25.16,35.57,431.0,2.26,11.01,31.26,11.92,0.872,6.8,2020-02-03 02:00:00
2020-02-04,4,2020,44.48,39.5,23.9,36.6,419.0,1.91,10.7,32.8,13.91,0.853,7.0,2020-02-04 02:00:00
2020-02-05,4,2020,41.66,42.55,23.74,33.71,438.0,2.45,11.67,30.94,13.43,0.812,7.1,2020-02-05 02:00:00
2020-02-06,4,2020,42.42,41.94,22.22,35.84,423.0,2.11,12.7,30.84,15.63,0.785,6.9,2020-02-06 02:00:00
2020-02-07,4,2020,41.32,41.49,21.84,36.67,425.0,2.2,11.69,30.09,14.16,0.85,7.1,2020-02-07 02:00:00
2020-02-08,4,2020,39.16,44.01,24.16,31.83,426.0,2.06,13.55,29.96,14.62,0.849,7.1,2020-02-08 02:00:00
2020-02-09,4,2020,45.0,41.48,21.98,36.54,429.0,2.36,13.35,34.11,13.76,0.839,7.0,2020-02-09 02:00:00
2020-02-10,4,2020,42.57,44.32,21.45,34.23,437.0,2.17,13.45,30.38,13.12,0.872,7.1,2020-02-10 02:00:00
2020-02-11,4,2020,43.8,40.58,24.04,35.38,431.0,2.21,12.92,31.34,14.17,0.852,6.9,2020-02-11 02:00:00
2020-02-12,4,2020,42.31,39.79,24.28,35.93,421.0,2.35,11.65,28.85,13.32,0.794,7.1,2020-02-12 02:00:00
2020-02-13,4,2020,44.77,40.12,21.34,38.54,448.0,2.3,10.86,31.31,13.29,0.832,6.9,2020-02-13 02:00:00
2020-02-14,4,2020,44.98,43.45,25.21,31.34,408.0,2.24,11.93,30.72,15.48,0.793,7.0,2020-02-14 02:00:00
2020-02-15,4,2020,44.67,40.56,25.83,33.61,435.0,2.23,13.82,31.98,14.92,0.818,7.2,2020-02-15 02:00:00
2020-02-16,4,2020,45.0,43.68,21.57,34.75,414.0,2.08,13.81,31.16,14.37,0.697,6.8,2020-02-16 02:00:00
2020-02-17,4,2020,43.53,42.35,24.2,33.45,429.0,2.06,12.95,31.67,13.44,0.836,6.9,2020-02-17 02:00:00
2020-02-18,4,2020,41.07,43.48,20.61,35.91,433.0,2.17,12.64,32.18,13.7,0.808,7.1,2020-02-18 02:00:00
2020-02-19,4,2020,40.68,41.06,24.7,34.24,435.0,2.07,13.64,30.41,15.01,0.82,7.0,2020-02-19 02:00:00
2020-02-20,4,2020,43.37,44.1,23.9,32.0,430.0,2.41,11.53,29.39,14.46,0.784,7.0,2020-02-20 02:00:00
2020-02-21,4,2020,43.63,40.76,22.56,36.68,419.0,2.25,11.31,31.6,13.31,0.83,7.0,2020-02-21 02:00:00
2020-02-22,4,2020,41.5,39.85,22.54,37.61,412.0,2.42,10.41,29.35,14.43,0.733,6.9,2020-02-22 02:00:00
2020-02-23,4,2020,43.15,41.51,24.16,34.33,444.0,2.36,9.89,30.11,13.61,0.846,7.0,2020-02-23 02:00:00
2020-02-24,4,2020,41.67,44.08,24.89,31.03,444.0,2.51,11.75,29.66,12.48,0.923,6.9,2020-02-24 02:00:00
2020-02-25,4,2020,40.06,40.62,24.09,35.29,422.0,2.28,12.76,30.92,15.88,0.764,7.0,2020-02-25 02:00:00
2020-02-26,4,2020,40.0,38.13,24.79,37.08,429.0,2.23,10.08,33.44,14.22,0.835,6.8,2020-02-26 02:00:00
2020-02-27,4,2020,41.87,40.15,25.79,34.06,431.0,2.31,12.07,32.73,14.89,0.887,7.0,2020-02-27 02:00:00
2020-02-28,4,2020,40.37,38.13,24.32,37.55,437.0,2.0,12.92,30.86,13.55,0.892,6.9,2020-02-28 02:00:00
2020-02-29,4,2020,38.63,41.75,24.56,33.69,446.0,2.27,14.09,31.42,14.41,0.885,7.0,2020-02-29 02:00:00
2020-03-01,4,2020,39.53,43.02,24.28,32.7,433.0,2.21,10.1,30.27,14.98,0.948,7.0,2020-03-01 02:00:00
2020-03-02,4,2020,38.97,38.03,21.46,40.51,424.0,1.98,13.28,32.65,13.02,0.868,6.8,2020-03-02 02:00:00
2020-03-03,4,2020,36.87,43.96,25.98,30.06,420.0,2.2,12.29,29.89,12.9,0.879,6.8,2020-03-03 02:00:00
2020-03-04,4,2020,34.25,42.5,22.84,34.66,432.0,2.13,11.33,30.42,13.82,0.83,7.0,2020-03-04 02:00:00
2020-03-05,4,2020,33.86,43.02,24.13,32.85,418.0,1.82,12.92,30.39,14.67,0.797,7.1,2020-03-05 02:00:00
2020-03-06,4,2020,32.03,43.52,27.46,29.02,430.0,2.15,11.98,29.1,15.36,0.95,7.0,2020-03-06 02:00:00
2020-03-07,4,2020,29.52,40.42,22.51,37.07,439.0,2.09,10.78,30.67,14.93,0.87,7.0,2020-03-07 02:00:00
2020-03-08,4,2020,31.53,42.61,25.48,31.91,434.0,1.98,10.42,31.76,15.27,0.818,6.8,2020-03-08 02:00:00
2020-03-09,4,2020,32.85,37.8,24.31,37.89,425.0,2.27,9.63,31.21,14.07,0.857,6.9,2020-03-09 02:00:00
2020-03-10,4,2020,29.63,47.08,20.89,32.03,432.0,2.23,10.56,30.69,14.68,0.95,7.0,2020-03-10 02:00:00
2020-03-11,4,2020,28.5,41.51,24.53,33.96,440.0,2.3,12.04,32.04,15.3,0.942,6.7,2020-03-11 02:00:00
2020-03-12,4,2020,25.88,38.87,24.52,36.61,429.0,2.26,11.0,29.72,14.44,0.909,6.9,2020-03-12 02:00:00
2020-03-13,4,2020,23.8,42.06,24.99,32.95,431.0,2.21,12.25,32.71,13.46,0.933,7.0,2020-03-13 02:00:00
2020-03-14,4,2020,23.59,42.13,24.7,33.17,418.0,2.17,11.92,32.35,12.31,0.872,6.9,2020-03-14 02:00:00
2020-03-15,4,2020,24.53,38.68,24.8,36.52,415.0,2.17,11.8,30.35,13.23,0.868,7.1,2020-03-15 02:00:00
2020-03-16,4,2020,22.79,39.28,22.95,37.77,457.0,2.34,12.57,30.8,12.89,0.881,6.9,2020-03-16 02:00:00
2020-03-17,4,2020,19.51,43.38,25.03,31.59,418.0,2.23,12.73,30.95,14.4,0.971,6.9,2020-03-17 02:00:00
2020-03-18,4,2020,20.66,40.89,22.94,36.17,440.0,2.27,11.47,29.78,13.92,0.92,6.9,2020-03-18 02:00:00
2020-03-19,4,2020,23.99,42.6,25.83,31.57,451.0,2.14,10.31,29.53,13.92,0.852,6.9,2020-03-19 02:00:00
2020-03-20,4,2020,24.1,40.39,22.16,37.45,429.0,2.28,10.8,33.4,14.01,0.882,7.1,2020-03-20 02:00:00
2020-03-21,4,2020,23.38,39.59,21.78,38.63,435.0,2.16,13.06,30.52,14.16,0.822,7.1,2020-03-21 02:00:00
2020-03-22,4,2020,20.19,42.67,25.08,32.25,422.0,2.09,10.68,32.11,12.58,0.894,6.8,2020-03-22 02:00:00
2020-03-23,4,2020,23.01,43.24,24.1,32.66,432.0,2.06,11.23,31.39,13.3,0.878,6.8,2020-03-23 02:00:00
2020-03-24,4,2020,23.69,43.89,24.08,32.03,442.0,2.14,12.45,31.77,13.08,0.856,6.8,2020-03-24 02:00:00
2020-03-25,4,2020,26.64,44.12,24.83,31.05,422.0,2.19,12.72,32.23,13.72,0.811,6.9,2020-03-25 02:00:00
2020-03-26,4,2020,21.76,41.76,24.57,33.67,436.0,1.98,10.51,31.3,14.99,0.948,7.1,2020-03-26 02:00:00
2020-03-27,4,2020,25.13,41.53,24.84,33.63,439.0,2.1,10.54,32.0,13.72,0.917,7.0,2020-03-27 02:00:00
2020-03-28,4,2020,20.68,43.71,24.73,31.56,430.0,2.34,11.11,30.33,13.91,0.858,6.9,2020-03-28 02:00:00
2020-03-29,4,2020,18.19,46.03,24.42,29.55,429.0,2.39,11.8,30.13,14.02,0.895,6.9,2020-03-29 02:00:00
2020-03-30,4,2020,17.12,41.74,25.71,32.55,438.0,2.07,11.18,32.0,14.14,0.902,6.9,2020-03-30 02:00:00
2020-03-31,4,2020,14.98,39.61,23.09,37.3,418.0,1.96,13.31,30.68,13.81,0.98,7.0,2020-03-31 02:00:00
2020-04-01,4,2020,16.84,44.14,23.45,32.41,440.0,2.14,11.27,30.96,13.04,0.864,6.9,2020-04-01 02:00:00
2020-04-02,4,2020,25.37,41.56,21.72,36.72,445.0,2.04,11.99,30.8,13.66,0.913,6.8,2020-04-02 02:00:00
2020-04-03,4,2020,23.69,42.89,24.48,32.63,430.0,2.29,11.98,30.27,13.77,0.901,6.9,2020-04-03 02:00:00
2020-04-04,4,2020,28.84,42.29,25.29,32.42,426.0,2.08,12.21,29.92,13.09,0.916,6.9,2020-04-04 02:00:00
2020-04-05,4,2020,27.59,45.93,24.24,29.83,452.0,2.43,12.14,30.93,13.92,0.862,7.1,2020-04-05 02:00:00
2020-04-06,4,2020,26.77,42.83,24.37,32.8,444.0,2.26,13.49,30.13,12.89,0.824,7.0,2020-04-06 02:00:00
2020-04-07,4,2020,29.12,42.56,23.28,34.16,452.0,2.38,9.97,31.79,13.32,0.883,7.0,2020-04-07 02:00:00
2020-04-08,4,2020,32.11,45.17,26.05,28.78,439.0,2.31,12.42,30.26,13.32,0.871,6.9,2020-04-08 02:00:00
2020-04-09,4,2020,29.32,43.07,26.27,30.66,448.0,2.27,10.65,31.85,12.72,0.875,6.9,2020-04-09 02:00:00
2020-04-10,4,2020,24.76,40.92,22.43,36.65,447.0,2.26,13.43,29.19,12.44,0.896,6.9,2020-04-10 02:00:00
2020-04-11,4,2020,23.51,41.46,26.36,32.18,439.0,2.34,12.46,30.96,15.48,0.94,6.8,2020-04-11 02:00:00
2020-04-12,4,2020,26.32,41.1,23.3,35.6,431.0,2.47,11.49,31.36,13.88,0.848,6.7,2020-04-12 02:00:00
2020-04-13,4,2020,23.87,43.07,25.76,31.17,447.0,2.19,12.66,32.17,12.46,0.956,6.7,2020-04-13 02:00:00
2020-04-14,4,2020,24.54,40.91,24.87,34.22,429.0,2.26,10.96,31.14,13.89,0.914,6.9,2020-04-14 02:00:00
2020-04-15,4,2020,22.45,43.8,24.59,31.61,438.0,2.06,13.23,31.95,14.8,0.851,6.9,2020-04-15 02:00:00
2020-04-16,4,2020,18.81,41.75,22.89,35.36,434.0,2.25,11.98,32.28,15.32,0.843,6.9,2020-04-16 02:00:00
2020-04-17,4,2020,20.49,42.54,23.04,34.42,442.0,2.29,10.11,31.25,14.58,0.853,7.1,2020-04-17 02:00:00
2020-04-18,4,2020,21.72,48.71,24.33,26.96,429.0,1.96,12.35,29.85,13.7,0.848,7.0,2020-04-18 02:00:00
2020-04-19,4,2020,21.61,41.83,23.12,35.05,435.0,2.16,12.79,30.66,13.02,0.969,6.9,2020-04-19 02:00:00
2020-04-20,4,2020,20.05,41.26,22.36,36.38,452.0,2.25,12.46,31.82,12.67,0.894,6.8,2020-04-20 02:00:00
2020-04-21,4,2020,19.14,40.58,23.92,35.5,444.0,2.01,13.09,30.61,12.7,0.989,6.8,2020-04-21 02:00:00
2020-04-22,4,2020,16.18,41.03,21.22,37.75,454.0,2.3,10.91,31.27,13.96,0.891,6.9,2020-04-22 02:00:00
2020-04-23,4,2020,13.79,41.71,26.01,32.28,450.0,2.23,10.47,30.46,12.91,0.911,7.1,2020-04-23 02:00:00
2020-04-24,4,2020,22.14,41.78,23.9,34.32,433.0,2.26,11.28,28.33,13.22,0.981,7.0,2020-04-24 02:00:00
2020-04-25,4,2020,22.81,43.06,22.34,34.6,429.0,2.08,11.44,30.73,13.97,0.869,6.9,2020-04-25 02:00:00
2020-04-26,4,2020,25.42,40.65,24.11,35.24,460.0,2.23,11.31,31.34,12.56,0.894,7.0,2020-04-26 02:00:00
2020-04-27,4,2020,25.24,41.42,23.85,34.73,433.0,2.09,10.75,31.06,12.82,0.941,6.9,2020-04-27 02:00:00
2020-04-28,4,2020,26.41,40.85,25.79,33.36,424.0,2.22,11.42,31.09,13.45,0.811,7.1,2020-04-28 02:00:00
2020-04-29,4,2020,23.13,40.25,24.87,34.88,446.0,2.13,11.67,31.56,13.86,0.892,6.9,2020-04-29 02:00:00
2020-04-30,4,2020,22.1,42.8,21.11,36.09,439.0,2.25,11.82,30.55,17.07,0.946,6.9,2020-04-30 02:00:00
2020-05-01,4,2020,23.82,40.05,21.72,38.23,427.0,2.21,11.61,31.65,15.28,0.895,7.0,2020-05-01 02:00:00
2020-05-02,4,2020,24.53,42.92,24.47,32.61,455.0,2.21,12.9,32.86,13.88,0.876,6.9,2020-05-02 02:00:00
2020-05-03,4,2020,22.83,42.87,21.67,35.46,442.0,2.34,12.45,28.63,13.22,0.968,6.7,2020-05-03 02:00:00
2020-05-04,4,2020,21.55,46.58,24.6,28.82,442.0,2.21,12.12,31.75,14.87,0.91,7.0,2020-05-04 02:00:00
2020-05-05,4,2020,19.11,42.69,26.26,31.05,452.0,2.26,11.72,29.91,12.5,0.857,6.9,2020-05-05 02:00:00
2020-05-06,4,2020,21.02,42.28,22.72,35.0,434.0,2.03,10.51,29.51,13.22,0.83,7.1,2020-05-06 02:00:00
2020-05-07,4,2020,21.0,42.54,23.26,34.2,428.0,2.07,13.19,30.18,13.46,0.871,7.0,2020-05-07 02:00:00
2020-05-08,4,2020,21.23,44.9,24.0,31.1,447.0,2.25,12.36,31.52,14.07,0.933,6.9,2020-05-08 02:00:00
2020-05-09,4,2020,15.95,42.79,24.23,32.98,447.0,2.56,10.91,31.11,14.57,0.884,7.0,2020-05-09 02:00:00
2020-05-10,4,2020,15.48,44.19,22.97,32.84,429.0,2.14,9.96,31.12,13.92,0.955,7.0,2020-05-10 02:00:00
2020-05-11,4,2020,13.91,43.98,24.86,31.16,443.0,2.18,11.79,30.96,13.5,0.883,7.1,2020-05-11 02:00:00
2020-05-12,4,2020,12.89,39.23,23.81,36.96,444.0,2.06,10.98,31.61,14.45,0.96,6.8,2020-05-12 02:00:00
2020-05-13,4,2020,15.17,42.68,21.78,35.54,461.0,2.13,11.07,30.84,12.62,0.87,6.7,2020-05-13 02:00:00
2020-05-14,4,2020,18.35,41.79,26.07,32.14,452.0,1.9,12.08,32.15,14.31,0.876,7.0,2020-05-14 02:00:00
2020-05-15,4,2020,17.65,40.26,25.32,34.42,438.0,2.1,11.72,30.57,13.68,0.99,6.9,2020-05-15 02:00:00
2020-05-16,4,2020,15.46,44.32,20.22,35.46,437.0,2.31,10.76,31.25,14.57,0.953,6.8,2020-05-16 02:00:00
2020-05-17,4,2020,16.7,44.42,19.99,35.59,448.0,2.4,10.35,31.5,13.49,0.917,6.9,2020-05-17 02:00:00
2020-05-18,4,2020,11.91,43.79,26.48,29.73,440.0,2.2,13.3,30.91,14.54,0.855,7.0,2020-05-18 02:00:00
2020-05-19,4,2020,10.11,42.34,21.55,36.11,449.0,2.16,10.38,30.67,14.24,0.867,6.8,2020-05-19 02:00:00
2020-05-20,4,2020,10.72,40.05,22.94,37.01,457.0,2.14,11.98,31.81,14.45,0.911,6.9,2020-05-20 02:00:00
2020-05-21,4,2020,13.55,39.8,23.16,37.04,456.0,2.34,13.52,28.87,13.15,0.943,6.9,2020-05-21 02:00:00
2020-05-22,4,2020,14.19,40.36,23.74,35.9,465.0,2.09,11.48,30.6,12.63,0.896,6.9,2020-05-22 02:00:00
2020-05-23,4,2020,10.06,40.2,23.21,36.59,433.0,1.87,10.53,31.38,14.96,0.89,6.8,2020-05-23 02:00:00
2020-05-24,4,2020,7.11,42.53,23.49,33.98,436.0,2.14,10.41,31.01,13.98,0.874,7.0,2020-05-24 02:00:00
2020-05-25,4,2020,8.49,38.13,24.75,37.12,450.0,2.08,10.91,31.11,15.13,0.96,7.0,2020-05-25 02:00:00
2020-05-26,4,2020,8.22,42.77,23.29,33.94,441.0,2.39,11.94,31.23,13.45,0.92,7.0,2020-05-26 02:00:00
2020-05-27,4,2020,9.47,41.71,26.34,31.95,439.0,2.09,11.95,32.44,13.45,0.914,6.8,2020-05-27 02:00:00
2020-05-28,4,2020,6.16,43.02,23.16,33.82,449.0,2.29,10.81,32.32,12.68,0.916,6.8,2020-05-28 02:00:00
2020-05-29,4,2020,10.5,41.27,23.89,34.84,454.0,2.09,12.25,31.54,13.7,0.942,6.7,2020-05-29 02:00:00
2020-05-30,4,2020,11.29,42.28,26.78,30.94,437.0,2.22,11.45,31.93,13.9,1.026,7.0,2020-05-30 02:00:00
2020-05-31,4,2020,8.21,43.27,25.32,31.41,453.0,2.16,10.65,31.25,13.96,0.94,6.9,2020-05-31 02:00:00
2020-06-01,4,2020,9.0,39.91,25.95,34.14,440.0,2.53,12.06,31.22,14.18,0.936,6.8,2020-06-01 02:00:00
2020-06-02,4,2020,5.0,44.3,22.3,33.4,461.0,2.29,12.47,33.47,13.64,0.868,7.0,2020-06-02 02:00:00
2020-06-03,4,2020,6.73,44.25,24.0,31.75,442.0,2.13,12.43,33.29,15.04,1.025,6.7,2020-06-03 02:00:00
2020-06-04,4,2020,11.15,44.4,22.71,32.89,441.0,2.25,12.16,29.01,12.25,0.879,6.8,2020-06-04 02:00:00
2020-06-05,4,2020,8.85,39.79,23.7,36.51,446.0,2.1,11.57,31.56,14.57,0.99,7.0,2020-06-05 02:00:00
2020-06-06,4,2020,11.5,39.85,26.1,34.05,458.0,2.04,13.58,30.05,14.37,0.817,6.8,2020-06-06 02:00:00
2020-06-07,4,2020,12.97,40.91,24.81,34.28,441.0,2.27,9.71,31.19,12.74,0.954,6.8,2020-06-07 02:00:00
2020-06-08,4,2020,11.35,44.51,25.67,29.82,435.0,2.48,11.24,31.61,13.28,0.902,6.9,2020-06-08 02:00:00
2020-06-09,4,2020,10.45,40.37,24.57,35.06,458.0,2.12,11.06,32.42,15.01,0.947,6.9,2020-06-09 02:00:00
2020-06-10,4,2020,8.44,38.22,25.25,36.53,465.0,2.45,12.7,29.98,14.68,0.906,7.0,2020-06-10 02:00:00
2020-06-11,4,2020,5.0,44.86,22.21,32.93,457.0,2.5,10.66,31.64,13.97,0.919,6.8,2020-06-11 02:00:00
