time,region_id,year_id,crop_id,irrigation_id,region_name,region_country,region_latitude,region_longitude,region_elevation_m,region_area_km2,region_description,year_label,year_start_date,year_end_date,year_season,crop_name,scientific_name,crop_family,water_requirement_mm_season,growing_period_days,crop_description,irrigation_name,irrigation_efficiency_percent_dim,water_application_uniformity,irrigation_description,wind_speed_kmh,wind_gust_kmh,wind_direction,rainfall_mm,rainfall_delta_percent,ph_level,npk_index,temperature_c,humidity_percent,moisture_content_percent,sand_ratio,clay_ratio,silt_ratio,root_zone_depth_mm,organic_matter_percent,infiltration_rate_mmhr,field_capacity_percent,wilting_point_percent,salinity_ece_dsm,soil_ph_level,seasonal_rainfall_variability,temperature_max_c,temperature_min_c,temperature_mean_c,relative_humidity_percent,wind_speed_ms,solar_radiation_mjm2day,evapotranspiration_et0_mmday,evapotranspiration_etc_mmday,spi_1month,spi_3month,spi_12month,spei_1month,spei_3month,spei_12month,pdsi_value,drought_severity_class,growth_stage,crop_coefficient_kc,crop_water_requirement_mmday,yield_reduction_factor,irrigation_method_name,irrigation_efficiency_percent,water_applied_mm,leaf_temperature_c,stomatal_conductance,ndvi,ndwi,land_surface_temperature_c,lst_c,satellite_soil_moisture_percent,satellite_source,vegetation_condition_index,evapotranspiration_sebal_mmday,precipitation_mm,evapotranspiration_mm,groundwater_depth_m,runoff_mm,river_flow_m3s,reservoir_storage_m3,irrigation_supply_available_m3,soil_water_deficit_index_mm,water_balance_percent,risk_level,risk_score,recommendation,factors,soil_moisture_pct,irrigation_mm,temp_max_c,temp_min_c,humidity_pct,wind_speed_ms_daily,solar_radiation_wm2,etc_mm,soil_water_mm,spi,crop_type,days_since_planting,created_at,updated_at
2021-12-17,3,2021,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2021,2021-01-01,2021-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,11.4,19.7,S,0.0,-100.0,6.8,Low,25.7,68.0,17.57,40.85,23.08,36.07,488.0,2.16,11.52,30.94,14.0,1.118,6.6,High,33.9,17.4,25.7,68.0,3.16,23.42,7.3,7.3,-0.68,-0.56,-0.68,-1.77,-1.44,-1.41,-1.77,Abnormally Dry,Maturity,1.14,8.32,0.717,Drip Irrigation,83.0,2.91,35.3,0.258,0.571,0.188,29.06,29.06,22.82,MODIS,13.11,6.7,0.0,7.3,5.59,1.1,7.49,0.0,1319742.0,7.3,0.0,High,69.9,Prioritize irrigation and reduce plant stress.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 17.0, ""temperature"": 33.9}",16.97,0.0,33.9,17.41,67.64,3.16,271.07,7.3,25.73,-0.68,wheat,351,2021-12-17 01:00:00,2021-12-17 02:00:00
2021-12-18,3,2021,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2021,2021-01-01,2021-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,10.0,19.7,N,0.3,0.0,6.6,Low,24.6,58.0,15.15,38.15,27.27,34.58,493.0,2.21,12.76,31.33,14.85,1.12,6.7,High,32.0,17.3,24.6,58.0,2.79,23.01,7.11,7.11,-0.56,-0.44,-0.57,-1.58,-1.26,-1.25,-1.55,Abnormally Dry,Maturity,1.1,7.82,0.756,Drip Irrigation,85.0,2.74,34.1,0.25,0.552,0.177,29.1,29.1,22.2,MODIS,5.66,6.51,0.3,7.1,6.42,0.9,11.38,0.0,1291594.0,6.81,4.25,High,74.5,Prioritize irrigation and reduce plant stress.,"{""rainfall_deficit"": 19.7, ""soil_moisture"": 14.7, ""temperature"": 32.0}",14.66,0.0,32.0,17.26,58.22,2.79,266.34,7.11,20.0,-0.56,wheat,352,2021-12-18 01:00:00,2021-12-18 02:00:00
2021-12-19,3,2021,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2021,2021-01-01,2021-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,11.7,22.7,N,0.0,-100.0,6.9,Low,25.5,57.0,10.97,42.9,23.76,33.34,474.0,2.36,13.37,30.8,14.23,1.121,6.9,High,31.9,19.2,25.5,57.0,3.24,23.92,7.5,7.5,-0.68,-0.55,-0.68,-1.81,-1.45,-1.43,-1.79,Abnormally Dry,Maturity,1.15,8.63,0.8,Drip Irrigation,85.0,3.02,33.0,0.22,0.566,0.204,29.66,29.66,24.17,MODIS,11.14,6.06,0.0,7.5,5.44,0.3,5.13,0.0,1286313.0,7.5,0.0,Extreme,80.1,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 12.0, ""temperature"": 31.9}",12.0,0.0,31.89,19.21,57.17,3.24,276.82,7.5,20.0,-0.68,wheat,353,2021-12-19 01:00:00,2021-12-19 02:00:00
2021-12-20,3,2021,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2021,2021-01-01,2021-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,13.1,26.2,SW,0.0,0.0,6.8,Low,26.1,65.0,8.83,38.9,23.72,37.38,475.0,2.33,12.43,30.99,13.25,1.161,6.7,High,33.4,18.9,26.1,65.0,3.64,23.86,7.51,7.51,-0.68,-0.55,-0.68,-1.81,-1.45,-1.43,-1.79,Abnormally Dry,Maturity,1.15,8.64,0.845,Drip Irrigation,77.0,3.02,35.2,0.231,0.578,0.188,29.64,29.64,23.21,MODIS,16.08,6.0,0.0,7.5,6.39,0.1,10.84,0.0,1277686.0,7.51,0.0,Extreme,84.0,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 9.3, ""temperature"": 33.4}",9.28,0.0,33.37,18.85,64.96,3.64,276.13,7.51,20.0,-0.68,wheat,354,2021-12-20 01:00:00,2021-12-20 02:00:00
2021-12-21,3,2021,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2021,2021-01-01,2021-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,11.1,22.4,NE,2.6,0.0,7.0,Low,25.5,57.0,9.44,45.12,23.1,31.78,493.0,2.46,10.36,32.15,14.68,1.215,6.8,High,33.1,17.9,25.5,57.0,3.09,24.83,7.77,7.77,0.36,0.46,0.35,-0.41,-0.16,-0.16,-0.22,None,Maturity,1.13,8.78,0.854,Drip Irrigation,78.0,3.07,33.5,0.238,0.556,0.241,29.77,29.77,28.06,MODIS,7.03,6.76,2.6,7.8,6.02,0.4,17.31,0.0,1287878.0,5.14,33.82,Extreme,84.5,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 17.4, ""soil_moisture"": 8.8, ""temperature"": 33.1}",8.78,0.0,33.14,17.93,57.03,3.09,287.33,7.77,20.0,0.36,wheat,355,2021-12-21 01:00:00,2021-12-21 02:00:00
2021-12-22,3,2021,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2021,2021-01-01,2021-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,11.1,19.9,W,0.3,-88.0,6.6,Low,26.6,55.0,6.86,40.41,24.83,34.76,489.0,2.27,13.04,30.02,13.48,1.237,6.7,High,34.8,18.5,26.6,55.0,3.09,25.62,8.14,8.14,-0.56,-0.44,-0.56,-1.74,-1.38,-1.34,-1.7,Abnormally Dry,Maturity,1.13,9.2,0.898,Drip Irrigation,79.0,3.22,36.2,0.239,0.591,0.228,28.69,28.69,21.76,MODIS,21.11,7.35,0.3,8.1,6.41,0.0,12.11,0.0,1286762.0,7.84,3.73,Extreme,97.2,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 19.7, ""soil_moisture"": 6.1, ""temperature"": 34.8}",6.12,0.0,34.79,18.46,54.82,3.09,296.51,8.14,20.0,-0.56,wheat,356,2021-12-22 01:00:00,2021-12-22 02:00:00
2021-12-23,3,2021,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2021,2021-01-01,2021-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,10.9,20.1,NW,0.0,-100.0,6.8,Low,26.3,60.0,5.0,38.07,23.21,38.72,457.0,2.25,11.67,32.22,14.25,1.044,6.5,High,33.5,19.0,26.3,60.0,3.03,25.38,7.99,7.99,-0.68,-0.56,-0.68,-1.88,-1.52,-1.48,-1.87,Abnormally Dry,Maturity,1.11,8.87,0.917,Drip Irrigation,82.0,3.1,33.9,0.223,0.558,0.213,29.22,29.22,24.97,MODIS,8.13,7.28,0.0,8.0,6.06,0.0,10.54,0.0,1283202.0,7.99,0.0,Extreme,94.5,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 5.0, ""temperature"": 33.5}",5.0,0.0,33.55,19.01,60.15,3.03,293.75,7.99,20.0,-0.68,wheat,357,2021-12-23 01:00:00,2021-12-23 02:00:00
2021-12-24,3,2021,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2021,2021-01-01,2021-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,9.1,14.8,SW,0.0,0.0,6.9,Low,27.7,57.0,5.0,45.54,24.11,30.35,488.0,2.1,10.22,34.56,13.44,1.22,6.8,High,35.9,19.6,27.7,57.0,2.52,24.45,7.85,7.85,-0.68,-0.54,-0.68,-1.86,-1.48,-1.46,-1.83,Abnormally Dry,Maturity,1.07,8.4,0.917,Drip Irrigation,78.0,2.94,36.5,0.213,0.583,0.2,30.38,30.38,25.35,MODIS,17.83,6.33,0.0,7.8,6.62,1.2,13.01,0.0,1293830.0,7.85,0.0,Extreme,100.0,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 5.0, ""temperature"": 35.9}",5.0,0.0,35.85,19.64,57.03,2.52,282.98,7.85,20.0,-0.68,wheat,358,2021-12-24 01:00:00,2021-12-24 02:00:00
2021-12-25,3,2021,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2021,2021-01-01,2021-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,12.1,19.3,E,0.0,0.0,6.7,Low,26.2,61.0,5.0,42.0,21.47,36.53,485.0,2.07,11.58,31.74,13.73,1.247,6.6,High,33.4,18.9,26.2,61.0,3.36,24.56,7.74,7.74,-0.68,-0.54,-0.68,-1.84,-1.47,-1.45,-1.81,Abnormally Dry,Maturity,1.13,8.75,0.917,Drip Irrigation,83.0,3.06,34.4,0.247,0.579,0.176,29.99,29.99,22.98,MODIS,16.45,7.58,0.0,7.7,5.79,0.1,13.15,0.0,1271797.0,7.74,0.0,Extreme,93.8,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 5.0, ""temperature"": 33.4}",5.0,0.0,33.42,18.91,61.15,3.36,284.25,7.74,20.0,-0.68,wheat,359,2021-12-25 01:00:00,2021-12-25 02:00:00
2021-12-26,3,2021,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2021,2021-01-01,2021-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,13.3,25.6,E,0.5,0.0,6.9,Low,24.8,65.0,6.8,45.88,23.16,30.96,475.0,2.16,13.21,31.4,15.07,1.196,6.9,High,30.7,18.8,24.8,65.0,3.68,24.57,7.59,7.59,-0.47,-0.32,-0.47,-1.53,-1.17,-1.18,-1.44,None,Maturity,1.19,9.03,0.917,Drip Irrigation,85.0,3.16,32.8,0.209,0.576,0.234,29.73,29.73,25.93,MODIS,15.16,6.61,0.5,7.6,5.97,0.0,12.68,0.0,1328439.0,7.05,7.05,Extreme,85.8,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 19.5, ""soil_moisture"": 5.0, ""temperature"": 30.7}",5.0,0.0,30.73,18.79,64.74,3.68,284.35,7.59,20.0,-0.47,wheat,360,2021-12-26 01:00:00,2021-12-26 02:00:00
2021-12-27,3,2021,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2021,2021-01-01,2021-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,10.5,20.3,N,3.2,504.0,6.8,Low,25.7,58.0,5.0,43.51,23.15,33.34,450.0,2.33,11.39,31.01,12.7,1.162,6.5,High,34.3,17.1,25.7,58.0,2.92,24.61,7.7,7.7,0.59,0.71,0.59,-0.08,0.17,0.14,0.18,None,Maturity,1.15,8.86,0.917,Drip Irrigation,82.0,3.1,36.1,0.226,0.591,0.251,30.09,30.09,22.57,MODIS,21.2,7.31,3.2,7.7,6.23,1.1,18.73,0.0,1283878.0,4.47,41.93,Extreme,92.0,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 16.8, ""soil_moisture"": 5.0, ""temperature"": 34.3}",5.0,0.0,34.28,17.08,58.49,2.92,284.81,7.7,20.0,0.59,wheat,361,2021-12-27 01:00:00,2021-12-27 02:00:00
2021-12-28,3,2021,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2021,2021-01-01,2021-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,11.4,25.4,E,2.0,-37.0,6.9,Low,26.3,59.0,5.09,40.3,25.27,34.43,481.0,2.04,11.87,31.11,15.28,1.139,6.6,High,33.7,18.8,26.3,59.0,3.18,23.08,7.3,7.3,0.12,0.24,0.12,-0.67,-0.39,-0.41,-0.5,None,Maturity,1.16,8.47,0.917,Drip Irrigation,83.0,2.96,35.2,0.255,0.549,0.258,30.19,30.19,21.18,MODIS,4.34,7.13,2.0,7.3,6.03,1.8,9.64,0.0,1285001.0,5.28,27.78,Extreme,92.3,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 18.0, ""soil_moisture"": 5.0, ""temperature"": 33.7}",5.0,0.0,33.66,18.84,58.94,3.18,267.16,7.3,20.0,0.12,wheat,362,2021-12-28 01:00:00,2021-12-28 02:00:00
2021-12-29,3,2021,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2021,2021-01-01,2021-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,9.5,24.3,S,0.0,-100.0,6.9,Low,26.1,60.0,5.0,41.15,28.67,30.18,493.0,2.27,12.44,29.95,13.5,1.173,6.7,High,33.7,18.5,26.1,60.0,2.65,26.1,8.18,8.18,-0.68,-0.54,-0.68,-1.91,-1.52,-1.5,-1.88,Abnormally Dry,Maturity,1.14,9.33,0.917,Drip Irrigation,95.0,3.27,34.8,0.198,0.55,0.163,29.17,29.17,22.42,MODIS,4.79,6.62,0.0,8.2,6.55,0.0,13.22,0.0,1250599.0,8.18,0.0,Extreme,95.0,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 5.0, ""temperature"": 33.7}",5.0,0.0,33.74,18.55,59.98,2.65,302.08,8.18,20.0,-0.68,wheat,363,2021-12-29 01:00:00,2021-12-29 02:00:00
2021-12-30,3,2021,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2021,2021-01-01,2021-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,11.6,16.8,N,4.8,0.0,6.9,Low,26.1,61.0,6.9,42.83,24.41,32.76,475.0,2.28,11.09,30.51,13.72,1.282,6.6,High,32.9,19.3,26.1,61.0,3.22,24.53,7.72,7.72,1.23,1.3,1.23,0.8,0.96,0.94,1.13,None,Maturity,1.16,8.95,0.893,Drip Irrigation,86.0,3.13,33.7,0.234,0.58,0.32,31.52,31.52,24.61,MODIS,16.8,6.72,4.8,7.7,6.31,0.7,24.18,0.0,1238843.0,2.87,62.79,Extreme,83.0,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 15.2, ""soil_moisture"": 6.4, ""temperature"": 32.9}",6.44,0.0,32.88,19.3,60.87,3.22,283.87,7.72,20.0,1.23,wheat,364,2021-12-30 01:00:00,2021-12-30 02:00:00
2021-12-31,3,2021,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2021,2021-01-01,2021-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,9.5,23.1,NW,1.2,-75.0,7.0,Low,25.0,63.0,5.35,42.87,22.17,34.96,495.0,2.31,10.33,31.14,13.66,1.099,6.8,High,32.5,17.4,25.0,63.0,2.63,23.45,7.24,7.24,-0.21,-0.09,-0.21,-1.12,-0.81,-0.81,-1.01,None,Maturity,1.15,8.33,0.917,Drip Irrigation,88.0,2.92,35.0,0.231,0.58,0.251,28.18,28.18,26.57,MODIS,16.8,6.64,1.2,7.2,5.83,1.2,11.94,0.0,1293444.0,6.04,16.66,Extreme,89.4,Immediate water conservation and emergency irrigation required.,"{""rainfall_deficit"": 18.8, ""soil_moisture"": 5.0, ""temperature"": 32.5}",5.0,0.0,32.54,17.38,62.66,2.63,271.39,7.24,20.0,-0.21,wheat,365,2021-12-31 01:00:00,2021-12-31 02:00:00
2022-01-01,3,2022,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2022,2022-01-01,2022-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,10.6,16.1,NW,0.3,0.0,7.2,Med-High,22.1,72.0,33.39,42.48,22.64,34.88,412.0,2.01,12.23,31.37,13.57,0.872,7.1,Low,28.8,15.3,22.1,72.0,2.95,21.67,6.39,6.39,-0.67,,,-1.59,,,,Abnormally Dry,Germination,0.67,4.28,0.433,Drip Irrigation,67.0,1.5,30.4,0.433,0.751,0.205,25.35,25.35,27.41,MODIS,87.58,5.55,0.3,6.4,5.21,0.0,5.81,5004909.0,119074.0,6.14,3.97,Moderate,26.6,Increase irrigation monitoring and conserve soil moisture.,"{""rainfall_deficit"": 19.7, ""soil_moisture"": 34.0, ""temperature"": 28.8}",34.0,0.0,28.82,15.3,71.86,2.95,250.81,6.39,180.0,-0.67,wheat,1,2022-01-01 01:00:00,2022-01-01 02:00:00
2022-01-02,3,2022,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2022,2022-01-01,2022-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,11.9,28.8,N,0.4,77.0,7.2,Med-High,22.2,73.0,31.42,45.21,25.26,29.53,409.0,2.3,11.32,30.8,13.86,0.836,7.0,Low,28.6,15.8,22.2,73.0,3.3,20.81,6.16,6.16,-0.56,0.71,0.71,-1.42,0.02,0.14,-0.0,Abnormally Dry,Germination,0.63,3.88,0.464,Drip Irrigation,58.0,1.36,30.7,0.448,0.779,0.21,26.22,26.22,29.43,MODIS,100.0,5.57,0.4,6.2,5.22,0.0,9.88,4849586.0,95940.0,5.71,7.28,Moderate,28.4,Increase irrigation monitoring and conserve soil moisture.,"{""rainfall_deficit"": 19.6, ""soil_moisture"": 32.2, ""temperature"": 28.6}",32.18,0.0,28.63,15.85,73.5,3.3,240.81,6.16,174.19,-0.56,wheat,2,2022-01-02 01:00:00,2022-01-02 02:00:00
2022-01-03,3,2022,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2022,2022-01-01,2022-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,10.2,23.3,E,1.6,261.0,7.1,Med-High,22.1,77.0,30.75,40.63,21.05,38.32,418.0,2.36,13.06,31.92,12.65,0.757,7.0,Low,27.9,16.2,22.1,77.0,2.83,20.32,5.97,5.97,0.1,1.14,1.14,-0.55,0.62,0.7,0.72,None,Germination,0.66,3.94,0.476,Drip Irrigation,64.0,1.38,29.2,0.457,0.738,0.272,26.22,26.22,30.63,MODIS,82.19,5.54,1.6,6.0,5.39,0.1,10.31,4845329.0,124367.0,4.35,27.13,Low,24.8,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 18.4, ""soil_moisture"": 31.4, ""temperature"": 27.9}",31.44,0.0,27.94,16.23,77.13,2.83,235.21,5.97,169.74,0.1,wheat,3,2022-01-03 01:00:00,2022-01-03 02:00:00
2022-01-04,3,2022,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2022,2022-01-01,2022-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,11.1,20.9,S,7.4,358.0,7.5,Med-High,23.0,73.0,34.04,43.25,21.46,35.29,409.0,2.35,10.78,29.84,13.04,0.902,7.0,Low,29.0,17.0,23.0,73.0,3.1,20.54,6.15,6.15,3.39,1.48,1.48,3.58,1.63,1.61,1.97,None,Germination,0.67,4.12,0.406,Drip Irrigation,69.0,1.44,31.3,0.452,0.756,0.499,26.34,26.34,33.71,MODIS,89.77,5.66,7.4,6.1,5.35,1.2,24.26,4885669.0,71457.0,-1.28,120.83,Low,12.5,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 12.6, ""soil_moisture"": 35.6, ""temperature"": 29.0}",35.64,0.0,28.95,16.96,73.19,3.1,237.75,6.15,170.92,3.39,wheat,4,2022-01-04 01:00:00,2022-01-04 02:00:00
2022-01-05,3,2022,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2022,2022-01-01,2022-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,12.3,19.2,E,0.0,-100.0,7.3,Med-High,21.4,74.0,43.61,44.34,24.46,31.2,415.0,2.3,13.02,31.07,15.69,0.843,7.1,Low,27.2,15.6,21.4,74.0,3.43,20.04,5.86,5.86,-0.82,-0.62,-0.62,-1.7,-1.32,-1.21,-1.62,Abnormally Dry,Germination,0.64,3.75,0.295,Drip Irrigation,67.0,11.05,28.4,0.469,0.748,0.199,26.21,26.21,32.9,MODIS,86.47,5.33,0.0,5.9,5.6,0.0,7.07,4776528.0,139121.0,0.99,166.09,Low,8.0,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 20.0, ""soil_moisture"": 42.3, ""temperature"": 27.2}",42.31,9.73,27.22,15.57,73.53,3.43,231.91,5.86,174.69,-0.82,wheat,5,2022-01-05 01:00:00,2022-01-05 02:00:00
2022-01-06,3,2022,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2022,2022-01-01,2022-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,10.0,20.8,N,2.4,0.0,7.2,Med-High,21.1,72.0,42.09,39.17,24.55,36.28,428.0,1.89,14.33,32.05,13.88,0.733,7.0,Low,25.2,16.9,21.1,72.0,2.77,17.35,5.06,5.06,0.55,0.14,0.14,0.15,-0.18,-0.13,-0.23,None,Germination,0.66,3.34,0.29,Drip Irrigation,58.0,1.17,25.8,0.42,0.756,0.337,24.76,24.76,33.31,MODIS,89.98,4.86,2.4,5.1,4.52,0.5,16.46,4724302.0,128478.0,2.65,47.57,Low,0.8,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 17.6, ""soil_moisture"": 42.6, ""temperature"": 25.2}",42.58,0.0,25.23,16.94,71.88,2.77,200.76,5.06,171.94,0.55,wheat,6,2022-01-06 01:00:00,2022-01-06 02:00:00
2022-01-07,3,2022,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2022,2022-01-01,2022-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,9.2,17.7,S,1.0,-60.0,7.1,Med-High,21.7,72.0,41.0,38.86,26.91,34.23,419.0,2.13,12.36,31.47,15.82,0.823,6.9,Low,27.1,16.3,21.7,72.0,2.54,21.31,6.24,6.24,-0.27,-0.35,-0.35,-1.06,-0.98,-0.88,-1.21,None,Germination,0.66,4.12,0.313,Drip Irrigation,61.0,1.44,28.1,0.414,0.757,0.239,26.45,26.45,29.29,MODIS,90.55,5.91,1.0,6.2,4.85,0.1,12.16,4649690.0,170149.0,5.27,15.48,Low,9.1,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 19.0, ""soil_moisture"": 41.2, ""temperature"": 27.1}",41.24,0.0,27.05,16.31,71.61,2.54,246.64,6.24,166.57,-0.27,wheat,7,2022-01-07 01:00:00,2022-01-07 02:00:00
2022-01-08,3,2022,1,1,Test Region Alpha,Morocco,31.79,-7.08,450,1250.0,Synthetic test region for drought forecasting,2022,2022-01-01,2022-12-31,Winter,Wheat,Triticum aestivum,Poaceae,450.0,150,Synthetic wheat sample for model testing,Drip Irrigation,90.0,95.0,High-efficiency drip irrigation,12.1,23.4,N,0.3,-68.0,7.2,Med-High,21.6,70.0,45.0,41.48,24.8,33.72,423.0,2.08,11.98,30.28,13.04,0.81,7.0,Low,27.2,15.9,21.6,70.0,3.36,20.97,6.16,6.16,-0.64,-0.56,-0.56,-1.52,-1.26,-1.15,-1.55,Abnormally Dry,Germination,0.7,4.31,0.25,Drip Irrigation,59.0,9.2,28.6,0.43,0.75,0.226,25.47,25.47,28.43,MODIS,87.41,6.2,0.3,6.2,5.37,0.5,12.33,4609591.0,180002.0,2.01,129.78,Low,4.4,Maintain current irrigation schedule and monitor weekly.,"{""rainfall_deficit"": 19.7, ""soil_moisture"": 45.0, ""temperature"": 27.2}",45.0,7.69,27.25,15.94,70.3,3.36,242.67,6.16,168.3,-0.64,wheat,8,2022-01-08 01:00:00,2022-01-08 02:00:00
